st_047090_0001#0,"""A.D.2028/4/23/16:00"""
st_047090_0010#0,"""...¿La detuvimos?"""
st_047090_0020#0,"""No parece que haya terminado..."""
st_047090_0030#0,"""Pero, ¡Ganaste tiempo suficiente!"""
st_047090_0040#0,"""Lidiar con Dark Falz es el trabajo de ARKS!"""
st_047090_0050#0,"""¿No es cierto? <%me>, Matoi!"""
st_047090_0060#0,"""Clarissa, Por favor!"""
st_047090_0070#0,"""¡Ahora es tu oportunidad, Hitsugi!, ¡Mientras <%me> y yo detenemos a este Dark Falz!"""
st_047090_0080#0,"""1. ¡Salva a todos!"""
st_047090_0090#0,"""2. ¡Corta la oscuridad!"""
st_047090_0100#0,"""¡Por supuesto!"""
st_047090_0110#0,"""¡Lo haré!"""
st_047090_0120#0,"""Ame-no-Murakumo... Una vez más, una vez más... ¡Préstame tu poder!, ¡El poder para salvar a todos!"""
st_047090_0130#0,"""¡No te dejaré entrar en el camino de Hitsugi!"""
st_047090_0140#0,"""Ve por ellos, hitsugi!"""
st_047090_0150#0,"""Kohri... Hermano..."""
st_047090_0160#0,"""<%me>……"""
st_047090_0170#0,"""Haaaaaaaaaaa!!"""
st_047090_0180#0,"""...Bien hecho, Hitsugi Yasaka. Usted salvó el catalizador... Salvó a Aru."""
st_047090_0190#0,"""No, no solo eso... Incluso lograste arrancar los elementos de Dark Falz... Nos has liberado."""
st_047090_0200#0,"""Entonces, solo queda una cosa por hacer. Matame con esa epada. Y todo será como debe ser."""
st_047090_0210#0,"""Y mi eterna soledad finalmente terminará."""
st_047090_0220#0,"""Oh, Así es... Ese fue mi deseo. Ahora puedo finalmente..."""
st_047090_0230#0,"""...Eso duele, Hitsugi Yasaka."""
st_047090_0240#0,"""Por supuesto que sí, esa era la idea."""
st_047090_0250#0,"""Mother, dime. ¿Por qué invitaste a todas estas personas solitarias a unirse a Mother Cluster?"""
st_047090_0260#0,"""Estaba sola, y también lo estaba Kohri. Estoy segura de que Och y Phul también. Incluso Hagith y Bethor no tenían a nadie."""
st_047090_0270#0,"""Todo el mundo era así... Todos estaban solos."""
st_047090_0280#0,"""Eso fue... Nada más que una decisión racional para aumentar su dependencia de mí."""
st_047090_0290#0,"""Pero... Yo estaba feliz cuando lo hiciste. Estaba realmente feliz, de que alguien que me necesitaba."""
st_047090_0300#0,"""Mother también es así, ¿Verdad? realmente no quieres venganza, solo reconocimiento."""
st_047090_0310#0,"""Para decir \""estoy aquí\"". Solo querías que alguien te notara..."""
st_047090_0320#0,"""Ah, ha... Increíble, para crear una historia tan emocional usando nada más que una suposición."""
st_047090_0330#0,"""En realidad, tengo una razón adecuada."""
st_047090_0340#0,"""Xiera nos dijo. Ella dijo que los Photons y Ether tienen el mismo origen."""
st_047090_0350#0,"""Pero aquí, los Photons se transforman en Ether. Transformado en algo especializado en comunicación... En tecnología especializada para conectarse con otros."""
st_047090_0360#0,"""Eso es porque el origen del Ether, Mother; Porque deseabas la conexión más que cualquier otra persona... ¿Verdad?"""
st_047090_0370#0,"""...¿Y qué?, ¿Qué cambiaría eso?"""
st_047090_0380#0,"""Solo quería hacerles ver. Haz que aquellos que me declararon inútil vean que no era así y que me reconocen."""
st_047090_0390#0,"""¡Pero mi objetivo ya no existe!, No importa lo fuerte que parezca, ni cuánto presento... ¡Mi objetivo fue imposible desde el principio!"""
st_047090_0400#0,"""¡Si ese es el caso, solo encuentra un nuevo objetivo!"""
st_047090_0410#0,"""¿Encontrar un nuevo objetivo?... ¿No es eso demasiado tarde para mí?"""
st_047090_0420#0,"""Has dormido durante miles de millones de años, pero ahora estás diciendo \""es demasiado tarde?\"" ¡Las cosas llevan tiempo, no importa lo que sea!"""
st_047090_0430#0,"""Lo que intento decir es... ¡No te apresures tanto!"""
st_047090_0440#0,"""No te estoy diciendo que olvides lo que pasó. Todavía estoy enojada contigo, por engañar a Kohri y por haberme cortado."""
st_047090_0450#0,"""Pero, había personas que te necesitaban. Eso es un hecho indiscutible, Mother."""
st_047090_0460#0,"""Gracias a ti, esas personas fueron salvadas. Mi yo pasado... Y Kohri también."""
st_047090_0470#0,"""Es por eso que iremos a casa y volveremos a pensar en todo."""
st_047090_0480#0,"""Piensa en todo tipo de cosas y habla sobre ello, y si aún quieres vengarte..."""
st_047090_0490#0,"""Solo dime, en cualquier momento. ¡Te ayudaré a cortar esos pensamientos cada vez con Ame-no-Murakumo!"""
st_047090_0500#0,"""Ahora, basta de esto... Volvamos a casa. ¡Vine aquí prometiendo salvar a todos, después de todo!"""
st_047090_0510#0,"""...Heh. Te has vuelto bastante persuasiva, Hitsugi Yasaka."""
st_047090_0520#0,"""Lo siento, nací y me crié de está manera."""
st_047090_0530#0,"""Vamonos a casa, Mother. Todos juntos."""
st_047090_0540#0,"""Tenías razón, sobre todo..."""
st_047090_0550#0,"""Todo lo que necesitaba era... Tener estas conexiones."""
st_047090_0560#0,"""Hitsugi! Aru! y... Mother!"""
st_047090_0570#0,"""¡De verdad, lo hiciste!, ¡Mi estúpida hermanita!"""
st_047090_0580#0,"""¡Hermano!"""
st_047090_0590#0,"""¡Lo lograste, Aru!, ¡En verdad, buen trabajo hermanito!"""
st_047090_0600#0,"""¡Kohri!"""
st_047090_0610#0,"""¿Qué?!, No \""Hermano\"" para mí? Pero este cálido abrazo lo compensa."""
st_047090_0620#0,"""Bienvenido de nuevo, Aru. Me alegra que hayas regresado con seguridad."""
st_047090_0630#0,"""...Hitsugi Yasaka. """
st_047090_0640#0,"""¿Hm?"""
st_047090_0650#0,"""Gracias. yo..."""
