st_042120_0001#0,"""A.D.2028/3/30/12:00"""
st_042120_0010#0,"""Hace 5 años... Perdí a mis padres en un accidente. Cuando estaba al borde de la desesperación, una voz amable y suave me alcanzó... Es decir, mi encuentro con \""Mother\""."""
st_042120_0020#0,"""No fue una reunión directa, pero la voz de [Mother] sobre el Ether, era suave, muy cálida y, sobre todo, siempre tenía razón."""
st_042120_0030#0,"""Por eso me uní a\""Mother Cluster\"". Creyendo en las palabras de \""Mother\"", actuando por ella. Era una organización para [Mother] ."""
st_042120_0040#0,"""...Pero."""
st_042120_0050#0,"""...Bien Aru, puedes abrir los ojos ahora."""
st_042120_0060#0,"""Uwaah..! Esto es increíble... llegamos a otro mundo..!"""
st_042120_0070#0,"""...Con solo tomar nuestras manos, él también vino aquí. Además de eso, nuestra ropa se mantuvo igual que cuando estábamos en la Tierra."""
st_042120_0080#0,"""Aru también vino aquí como él es... ¿Eso significa que él es igual que yo? - Pero, [Mother] no dijo nada de eso."""
st_042120_0090#0,"""……シエラさん。"""
st_042120_0100#0,"""Sí, sí, la llamada Xiera está aquí... Espe-Hitsugi, La atmosfera me dice que es algo serio..."""
st_042120_0110#0,"""<%me> está ahí también ¿Verdad? Quiero que le eches un vistazo a Aru. ¿Está bien para mí ir alla?"""
st_042120_0120#0,"""...Sí, estaremos esperando."""
st_042120_0130#0,"""Hermana mayor, ¿A dónde vamos?"""
st_042120_0140#0,"""..Voy a descubrir la verdad, sobre lo que es correcto."""
st_042120_0150#0,"""Está bien, Aru. No te preocupes. Si algo sucede, siempre estare a tu lado."""
st_042120_0160#0,"""Bueno. Aun así, podría decir lo mismo. Siempre estaré a tu lado, hermana mayor."""
st_042120_0170#0,"""...Gracias."""
st_042120_0180#0,"""Los hemos estado esperando, Hitsugi. También, Aru."""
st_042120_0190#0,"""1. Parece que te has calmado."""
st_042120_0200#0,"""2. ¿Te estás forzando?"""
st_042120_0210#0,"""Si parece así, entonces se nota que me he reforzado un poco."""
st_042120_0220#0,"""Honestamente, mi cabeza sigue nublada y confusa. Es posible que las cosas en las que yo creía se vuelvan al revés, porque no sé nada."""
st_042120_0230#0,"""...Estaría mintiendo si dijera \""No me estoy presionando tanto\""."""
st_042120_0240#0,"""Aunque, me he preparado. Todavía tengo confusión, pero... Si estoy preparada, entonces puedo manejar cualquier cosa."""
st_042120_0250#0,"""Odio cuando no sé nada. Odio perder algo importante porque no puedo hacer nada al respecto. """
st_042120_0260#0,"""Quiero saber. Acerca de la verdad."""
st_042120_0270#0,"""...Entiendo. Aru, puedes prestarme tu mano. Vamos a estrecharnos la mano."""
st_042120_0280#0,"""Confirmación del contacto directo. Comenzando exploración directa... ¿Qué- !?"""
st_042120_0290#0,"""¡Hitsugi!"""
st_042120_0300#0,"""1. ¿Dónde están Hitsugi y Aru?"""
st_042120_0310#0,"""2. Xiera, ¿Estás bien?"""
st_042120_0320#0,"""...No lo sé. Simplemente desaparecieron, creo."""
st_042120_0330#0,"""..S-si. Estoy bien. Me sorprendí. Más importante aún, Hitsugi y Aru..!"""
st_042120_0340#0,"""En ese instante, durante el contacto directo, se sintio como si algo estuviera, forzando el enlace a desconectarse... Ante el temor de nuestro contacto con Aru."""
