st_043040_0001#0,"""A.P.241/4/2/15:00"""
st_043040_0010#0,"""Ahora bien, ya que hemos analizado varias piezas de informacion, decidamos nuestro curso de acción desde aquí."""
st_043040_0020#0,"""Esperaremos sus movimientos."""
st_043040_0030#0,"""¿Está bien eso? Tener un plan tan tranquilo?"""
st_043040_0040#0,"""Todo lo que sabemos es que nuestro enemigo apunta a Aru como su objetivo. Lo mejor que podemos hacer es protegerlo y ver cómo actúan."""
st_043040_0050#0,"""Esta vez no estamos luchando con Darkers, sino con humanos. No es aconsejable moverse apresuradamente. No hay nada más que podamos hacer."""
st_043040_0060#0,"""Por lo tanto, le encargo a Hitsugi y Aru para terminar con cualquier plan que usted tenga en mente."""
st_043040_0070#0,"""Una vez que la situación comienze a moverse, Es probable que usted no tenga tiempo libre."""
st_043040_0080#0,"""Cosas que deseo hacer, planes que tengo en mente..."""
st_043040_0090#0,"""Hablando de eso, usted tiene un hermano mayor, ¿verdad? Hitsugi, ¿no deberías ponerte en contacto con el?"""
st_043040_0100#0,"""Eh- Sí, tengo uno, pero... ¿cómo lo sabías?"""
st_043040_0110#0,"""Ah... uhhhh Usted acababa de tomar un aspecto de tener un hermano mayor, o asi lo imagine."""
st_043040_0120#0,"""Bueno, no importa."""
st_043040_0130#0,"""Supongo que tienes razón. Será molesto para mi hermano si no le hablo. Me pregunto si habra una manera de contactarlo..."""
st_043040_0140#0,"""Bueno, ¿qué estás esperando? Puedes ir allí directamente. ¿No es asi, <%me>?"""
st_043040_0150#0,"""Eh... No, pero... Creí que dijiste que estamos en espera."""
st_043040_0160#0,"""Ese es el plan para los ARKS. Ya que son nuestros invitados, no tenemos ninguna razón para detenerlos."""
st_043040_0170#0,"""No lo dudes, Hitsugi. Tanto los miembros de la familia como los hermanos deben ser atendidos personalmente. Y, por supuesto, estamos aquí para apoyarlos."""
st_043040_0180#0,"""Gracias, a los dos. Bueno, entonces me reuniré con él. les dejo el apoyo."""
