st_042010_0001#0,"""A.P.241/3/23/8:00"""
st_042010_0010#0,"""Bien hecho, <%me>!<br>Todavía no estamos muy seguros de lo que sucedió, pero es poco probable que lo veamos de nuevo."""
st_042010_0020#0,"""Una vez más, compartiré la información sobre el planeta al que acábamos de transferirte."""
st_042010_0030#0,"""Esa estrella está ubicada en un punto del subespacio que no es exactamente igual que el nuestro."""
st_042010_0040#0,"""En términos sencillos, ¡Es un mundo totalmente nuevo en una dimensión completamente diferente!"""
st_042010_0050#0,"""Y diferentes dimensiones explican los viajes complicados.<br>Es innecesario decir que las investigaciones están en orden."""
st_042010_0060#0,"""En resumen, esa estrella existe dentro de una dimensión diferente, donde existe otra vida inteligente."""
st_042010_0070#0,"""Brillando como una perla...<br>Este nuevo mundo se llama \""Tierra.\"""""
st_042010_0080#0,"""Por cierto... Cuando visitaste brevemente a la Tierra, estoy segura de que recuerdas haberte comunicado con Hitsugi para ser de una segunda naturaleza."""
st_042010_0090#0,"""Acabo de recopilar datos sobre el lenguaje de la Tierra."""
st_042010_0100#0,"""Tan pronto como este informe se haya terminado,<br>Intentaré sacar algo de las manos del<br>departamento de Inteligencia."""
st_042010_0110#0,"""...Simplemente no nos lo dan a menos que sea relevante. El comandante Ulc tenía razón... Esto huele a pescado. ¡Un pescado apestoso!"""
st_042010_0120#0,"""Incluso tenemos problemas para anclar las coordenadas de transferencia de la Tierra tal y como están."""
st_042010_0130#0,"""Dejando todo eso a un lado, tenemos asuntos más importantes para discutir!"""
st_042010_0140#0,"""Después de todo, ¡Gracias a los esfuerzos de <%me> y Hitsugi podemos empezar a superar la división entre Oracle y la Tierra!"""
st_042010_0150#0,"""Sin embargo, está la cuestión de cómo hacer para que lo enviemos allí, sin coordenadas<br>c-correctas... No estoy segura."""
st_042010_0160#0,"""Parece que su deseo de salvar a Hitsugi provocó una respuesta con los Photons y l@ ayudó a transferirl@ a la Tierra."""
st_042010_0170#0,"""Wow, realmente me desvie del tema. Bueno, deberías poder viajar a la Tierra ahora. Pero todavía estamos investigando, así que mantén nuestras actividades en secreto."""
st_042010_0180#0,"""Las medidas de camuflaje óptico y cuarentena espacial se han empleado por lo que debe ser capaz de operar sin alertar a los terrícolas... Tal vez."""
st_042010_0190#0,"""...Dado que está tecnología es de<br>del Departamento de Inteligencia,<br>Todavía estoy dudosa."""
st_042010_0200#0,"""Se dice que la tecnología es posible gracias a las capacidades latentes de Transparent Blade Mai, pero todo parece incompleto."""
st_042010_0210#0,"""Los problemas están apareciendo de izquierda a derecha y de todo el alrededor. ¡Debemos duplicar nuestros esfuerzos de investigación!"""
st_042010_0220#0,"""Oh! Eso es, lo olvidé!, ¡Tengo otra información importante!"""
st_042010_0230#0,"""Hemos perdido el rastro de la presencia Dark Falz que apareció en Naberius."""
st_042010_0240#0,"""He ordenado una persecución, pero francamente hablando, las probabilidades son escasas. Lo siento."""
st_042010_0250#0,"""¡Sin embargo! El lado positivo es que, Hitsugi y <%me> son capaces de entrar en contacto, formando un enlace!"""
st_042010_0260#0,"""1. ¿Contacto?"""
st_042010_0270#0,"""2. ¿Qué es un enlace?"""
st_042010_0280#0,"""¿No te acuerdas? Cuando intentaste salvar a Hitsugi, tus manos entraron en contacto."""
st_042010_0290#0,"""Durante ese breve contacto, algunos de tus photons fluyeron hacia ella y fuimos capaces de capturar su firma."""
st_042010_0300#0,"""Es gracias a eso, que pudimos localizarla a tiempo para salvarla."""
st_042010_0310#0,"""También nos permitió husmear alrededor de la Tierra para reunir información. ¡Es como matar dos pájaros de un tiro!"""
st_042010_0320#0,"""¡Con la tecnología avanzada de los ARKS, sería fácil mirar en su vida diaria!<br>Jejeje... ¿Qué escenas quieres ver?"""
st_042010_0330#0,"""1. ¿No es eso espiar?"""
st_042010_0340#0,"""2. En ese caso..."""
st_042010_0350#0,"""¡No es así! Está información es estrictamente en el nombre de la recolección de información para Xiao-- Lo juro por mi honor!, No hay ningún problema!"""
st_042010_0360#0,"""Además... Sólo nosotr@s dos lo veremos, así que no hay nada de qué preocuparse."""
st_042010_0370#0,"""Bueno, la información que podemos obtener de hacer esto es inconsistente y fragmentada. Nisiquiera Xiao puede incluso predecir lo que vamos a terminar viendo."""
st_042010_0380#0,"""Tan cerca, pero hasta ahora... ¡Qué decepcionante!"""
st_042010_0390#0,"""Todas las bromas aparte, la recolección de<br>información es primordial. ¡Hay mucha vida inteligente aquí,<br>después de todo!"""
st_042010_0400#0,"""Podemos accidentalmente mirar en algunos momentos privados, pero es en el nombre de la investigación. Voy a hacer mi mejor esfuerzo para tamizar la información!"""
LineWindow#0,"""Al día siguiente."""
LineWindow2#0,"""La Búsqueda ARKS [Misión de Repeler Especies de Creación Phantom: Tokyo] fue recibido."""
skit01#0,"""-El despertar del Guardián-"""
skit02#0,"""El despertar"""
