st_044060_0001#0,"""A.D.2028/4/10/13:30"""
st_044060_0010#0,"""Fufu, ¡Muy bien! ¿Cuánto tiempo ha pasado desde que conocí a un oponente como este?"""
st_044060_0020#0,"""¡Espera un minuto!, ¡¿Está luchando a la par con <%me>?! ¿Qué está pasando con está persona?"""
st_044060_0030#0,"""De hecho... Según estas lecturas, ¡Ella ni siquiera está usando Ether!, ¡Eso es solo carne y sangre!, ¡¿Es realmente un terrícola?!"""
st_044060_0040#0,"""Aún así, personalmente no quiero considerar a ese monstruo como un terrícola..."""
st_044060_0050#0,"""Opinó lo mismo..."""
st_044060_0060#0,"""Vaya, vaya, vaya, que palabras tan crueles. Soy un ser humano ordinario."""
st_044060_0070#0,"""Parece que todos ustedes entienden mal, los humanos pueden hacer mucho más que esto."""
st_044060_0080#0,"""Lo más aterrador de todo es algo que no se puede entender, para aquellos que tratan de ocultar lo que sea [inconveniente] para ellos."""
st_044060_0090#0,"""Tanto Earth Guide como Mother, estableciendo barreras para mantener alejados a los civiles, al tiempo que preparan sus bases y participan en escaramuzas detrás de escena..."""
st_044060_0100#0,"""Es muy patético."""
st_044060_0110#0,"""Todos deben estar más orgullosos de su poder."""
st_044060_0120#0,"""Muéstrales a todos lo que los humanos realmente pueden hacer. Si no somos nosotros, entonces, ¿Quién lo hará?"""
st_044060_0130#0,"""Fufu, una buena velocidad de reacción."""
st_044060_0140#0,"""¿¡Qué!? ¡Con tus manos desnudas!?"""
st_044060_0150#0,"""Uno dos y-"""
st_044060_0160#0,"""¡¡Uwaaaaaaaaaa!!"""
st_044060_0170#0,"""Tu tiempo de reacción es bueno. Usted parece tener un cierto sentido también. Sin embargo, tu voluntad es... Nula. Tu espada no está tratando de matarme."""
st_044060_0180#0,"""Entonces, hagamos esto: te dejaré cortarme una vez, de cualquier manera que desees. Eso debería determinar tu resolución, ¿Verdad?"""
st_044060_0190#0,"""Qué?... ¡No me subestimes!"""
st_044060_0200#0,"""¡Yo... Realmente te voy a cortar!"""
st_044060_0210#0,"""Sí adelante. No hay necesidad de contenerse. Si me golpeas en el lugar correcto, podrías matarme aquí mismo."""
st_044060_0220#0,"""Matar?... Voy a... Matar... ¿Alguien?"""
st_044060_0230#0,"""Hah... Hah... Hah..."""
st_044060_0240#0,"""¡Abajo, Hitsugi!"""
st_044060_0250#0,"""Oh, qué sobreprotector de ti. Que vergüenza, te di la oportunidad de aumentar la fuerza."""
st_044060_0260#0,"""Mi interés se ha desvanecido hoy... No es como si se tratara de una orden de Mother, así que voy a terminar nuestra reunión por hoy."""
st_044060_0270#0,"""La pelea de hoy fue muy divertida. Especialmente tú, <%me>. Fuiste realmente un gran oponente."""
st_044060_0280#0,"""Contigo, siento que puedo disfrutar de una pelea divertida en cualquier momento. Luchemos uno contra uno pronto, ¿De acuerdo?"""
st_044060_0290#0,"""Pues bien, chicos, espero encontrarlos de nuevo. Por favor trate de no morir hasta que te mate, ¿De acuerdo?"""
st_044060_0300#0,"""¿Ella huyo?... No... ¿Ella nos dejó ir?"""
st_044060_0310#0,"""El enemigo desapareció más allá del rango de búsqueda en un instante. ¿Qué tipo de poder de teletransporte tiene?"""
st_044060_0320#0,"""Eso es lo mismo que me pregunto..."""
st_044060_0330#0,"""Sin embargo, como solo fuimos emboscados, ¿Eso significa que la reunión ha sido expuesta?"""
st_044060_0340#0,"""No sé nada de eso... Incluso Mother Cluster no parece ser capaz de controlar a ese demonio."""
st_044060_0350#0,"""En cualquier caso, deberíamos movernos rápidamente. Vamonos."""
st_044060_0360#0,"""…………"""
st_044060_0370#0,"""Sin embargo, tu voluntad es... Nula. Tu espada no está tratando de matarme."""
st_044060_0380#0,""".....Ah!"""
skit01#0,"""Desafío"""
skit02#0,"""Momentaneo"""
