st_045080_0001#0,"""A.P.241/4/17/15:30"""
st_045080_0220#0,"""...No, Xiera. No puedes perder tu enfoque. No niegues lo que pasó, averigua por qué."""
st_045080_0230#0,"""¿Por qué se infiltramos con tanta fácilidad y cuál es la causa o raíz de la toma de control de la administración?"""
st_045080_0240#0,"""?!... Muestra que los controles fueron tomados usando la clave maestra..."""
st_045080_0250#0,"""Parece los datos de Xiao, pero... No es su... ¿Una copia de Xiao? No... ¡Esta información es!..."""
st_045080_0260#0,"""Esta información es de... Xion?!"""
st_045080_0270#0,"""Tienes razón, hermana. ¿O debería decir, sobrina?"""
st_045080_0280#0,"""Ahora todo tiene sentido... La copia incontrolable de Xion hecha por los Photoners, que fue abandonada en el subespacio..."""
st_045080_0290#0,"""Finalmente llegó a la Tierra y tomó el nombre de \""Mother\""... Eso explica todo."""
st_045080_0300#0,"""En efecto. No se requiere más explicación."""
st_045080_0310#0,"""Creando egoístamente, abandonándome egoístamente... Enseñaron a mi corazón lo que es la venganza. ¿Dónde se esconden los Photoners?"""
st_045080_0320#0,"""Ya es demasiado tarde... Los Photoners ya no están aquí. Fueron destruidos No hay objetivo para tu venganza."""
st_045080_0330#0,"""Ya veo. Entonces, todo lo que queda es ir y destruir todo lo que los Photoners dejaron atrás."""
st_045080_0340#0,"""Y para obtener el poder necesario para hacer eso, necesitaré el catalizador para la fusión de Ether y Photons... Aru vendrá conmigo."""
st_045080_0350#0,"""No, ¡No lo hara!, ¡Jamás entregaré a Aru!"""
st_045080_0360#0,"""¡Kyaa!"""
st_045080_0370#0,"""No te dejaré interferir con Mother."""
st_045080_0380#0,"""Eres inesperadamente maduro, catalizador. ¿No vas a llorar, como una persona de tu edad?, ¿O te vas a resistir?"""
st_045080_0390#0,"""Creo... Creo que mi hermana mayor vendrá para rescatarme. Por eso no voy a llorar."""
st_045080_0400#0,"""Si lloro, Mi hermana llorará. Por eso... No voy a llorar."""
st_045080_0410#0,"""¿Te refieres a Hitsugi Yasaka? Eso es inútil, ella nunca se despertará."""
st_045080_0420#0,"""Eso no es verdad... Mi hermana mayor... ¡Mi hermana mayor dijo que me protegería!"""
st_045080_0430#0,"""Ese deseo no se hará realidad."""
