st_048020_0001#0,"""A.P.241/4/24/13:00"""
st_048020_0010#0,"""Después de que Ardem se retirara, perdimos contacto con la sede de la Earth Guide en Las Vegas..."""
st_048020_0020#0,"""En cuanto a las otras ramas, se pusieron en contacto con los ARKS con investigaciones sobre lo que había sucedido."""
st_048020_0030#0,"""Podemos asumir razonablemente que el resto de la Earth Guide no sabía de las verdaderas intenciones de Ardem."""
st_048020_0040#0,"""Las verdaderas intenciones de Ardem... Tomando el poder de una Mother debilitada y..."""
st_048020_0050#0,"""Hablaba de guiar nuestra evolución, ¿verdad? ¿Cómo planea hacer tal cosa?"""
st_048020_0060#0,"""Toda la Earth guide, ARKS, todos... todos estábamos siendo utilizados como herramientas para ese momento... Ardem..."""
st_048020_0070#0,"""Para él, no hay conflicto de conciencia al hacerlo. Él cree que lo que está haciendo es siempre \""lo correcto\"", después de todo."""
st_048020_0080#0,"""De hecho, desde su punto de vista, estoy seguro de que no es capaz de entender su razonamiento. Por eso intentaba convencerte."""
st_048020_0090#0,"""\""Mother es un demonio malvado que trató de manipular la Tierra. ¿Por qué me critican por matarlo?\"""""
st_048020_0100#0,"""\""Tomaré el poder de Mother y lo usaré para la Tierra. ¿No es éste el mejor resultado para la Tierra, un acto de justicia absoluta?\"""""
st_048020_0110#0,"""\""Úsarlo para la Tierra\""... ¿Eso quiere decir que va a hacer esas cosas de evolución usando el poder de la Mother?"""
st_048020_0120#0,"""En efecto. El objetivo de Ardem es la evolución de la Tierra. Para devolver este mundo al paraíso que alguna vez fue."""
st_048020_0130#0,"""Esencialmente, Él quiere usar el poder de Ether para recrear el mundo."""
st_048020_0140#0,"""Estoy seguro de que la ausencia de Dios en los tiempos modernos, y la pérdida de ese paraíso, son imperdonables para ese hombre. Después de ser expulsado de ese paraíso, está muy decidido."""
st_048020_0150#0,"""Demonio Phaleg... ¿Cómo sabes tanto? ¿Cuál es tu relación con Ardem?"""
st_048020_0160#0,"""...Él y yo somos adversarios del primer y más largo conflicto en la historia humana."""
st_048020_0170#0,"""Quería matarlo antes de llegar a este momento, pero había tantas variables inesperadas..."""
st_048020_0180#0,"""Mátarlo... ¿Planeas matar a Ardem?"""
st_048020_0190#0,"""En efecto, estás en lo correcto, jovencita. Esa es la única opción."""
st_048020_0200#0,"""A diferencia de Mother, él no cree que sus acciones estén siempre equivocadas. El nunca se detendrá."""
st_048020_0210#0,"""¿Entiendes, jovencita? Que en realidad tendrás que matarlo."""
st_048020_0220#0,"""Vacilaste incluso contra un enemigo como yo. ¿Podras realmente matar a un antiguo amigo como él?"""
st_048020_0230#0,"""...Yo no soy poderoso ni lo suficientemente grande como para decidir quién vive y quién muere."""
st_048020_0240#0,"""Sólo hay una cosa que puedo hacer ahora mismo. Actuar según los deseos de mi corazón."""
st_048020_0250#0,"""No voy a mentir acerca de lo que quiero hacer. Lo decidí ese día... No importa quién sea mi oponente, no cedere."""
st_048020_0260#0,"""¿Aunque mató a Mother? El la cortó tan fácilmente cuando ella estaba reconciliándose. ¿No lo odias?"""
st_048020_0270#0,"""No soy lo suficientemente madura como para decir que no. Estoy molesta, y lo odia... Pero aún así, no voy a cambiar."""
st_048020_0280#0,"""Voy a detener a Ardem. Lo escucharé, intentaré entender por qué lo está haciendo ... y lo detendre."""
st_048020_0290#0,"""Porque... Eso es lo que quiero hacer."""
st_048020_0300#0,"""...Jovencita, ¿puede darme su nombre?"""
st_048020_0310#0,"""Hitsugi, Hitsugi Yasaka."""
st_048020_0320#0,"""Muy bien, Hitsugi. Terminemos nuestra discusión aquí."""
st_048020_0330#0,"""Tú y yo no somos aliados. De aquí en adelante, esto es un competencia."""
st_048020_0340#0,"""Intentaré matar a Ardem. Intentarás detenerlo. Vamos a hacer lo mejor."""
st_048020_0350#0,"""Sin embargo, espero que todos sobrevivamos... y que un día podamos luchar entre nosotros con todas nuestras fuerzas."""
st_048020_0360#0,"""¡De acuerdo!, <%me>. Si no te importa, ¿podrías por favor acompañarme de regreso a la Tierra?"""
st_048020_0370#0,"""Sé que los ARKS no son un grupo de individuos rudos que enviarían de vuelta a un visitante sin una escolta, ¿verdad?"""
