st_045010_0001#0,"""A.P.241/4/17/11:00"""
st_045010_0010#0,"""No puedo rastrear la lectura de Hitsugi."""
st_045010_0020#0,"""Ya veo. Gracias por intentarlo, Xiera."""
st_045010_0030#0,"""1. Enga... Lo siento."""
st_045010_0040#0,"""2. Estoy segur@ de que Hitsugi está bien."""
st_045010_0050#0,"""No es tu culpa <%me>. Es culpa de mi tonta hermana que salio corriendo. Suena terrible, pero obtuvo lo que le esperaba..."""
st_045010_0060#0,"""¡Mi tonta hermana corriendo sin pensar claramente!..."""
st_045010_0070#0,"""Lo siento. Mi hermana mayor fue tomada en lugar de mí..."""
st_045010_0080#0,"""No hiciste nada malo, Aru. Si no hubieras estado allí, ella habría muerto. No puedo agradecerte lo suficiente."""
st_045010_0090#0,"""De hecho... Durante un tiempo, toda la biometría de Hitsugi la mostró muerta."""
st_045010_0100#0,"""Aunque sí confirmé que sus vitales volvían a la normalidad después de haber sido sanado por<br>Aru... No pude obtener ninguna otra señal<br>después."""
st_045010_0110#0,"""Hermana mayor, ¿Estás bien?..."""
st_045010_0120#0,"""Su objetivo es Aru. No tirarían un peón como Hitsugi tan fácilmente... Probablemente la usarán como cebo para atraer a Aru."""
st_045010_0130#0,"""Por ejemplo, un intercambio de rehenes."""
st_045010_0140#0,"""Haré lo que sea para salvar a mi hermana mayor."""
st_045010_0150#0,"""No seas estúpido Eres el salvador de Hitsugi y mi hermano menor. No voy a entregarte."""
st_045010_0160#0,"""En cualquier caso, nuestra decisión se basará en lo que hara Mother Cluster."""
st_045010_0170#0,"""Ugh, esto es irritante... quiero recuperar a Hitsugi lo antes posible, pero..."""
st_045010_0180#0,"""Por supuesto, no me voy a sentar y no hacer nada. ¿No estás de acuerdo, Ardem?"""
st_045010_0190#0,"""...Sabemos la ubicación de la base de Mother Cluster."""
st_045010_0200#0,"""Ha existido desde la antigüedad... Se decía que hacía que la gente se volviera loca, y se evitó por esa razón. Pero aún existe, cerca de<br>nosotros."""
st_045010_0210#0,"""Su base está en... La luna."""
st_045010_0220#0,"""Era imposible ir con nuestra propia tecnología... Pero con ARKS respaldándonos, es una historia diferente."""
st_045010_0230#0,"""Estoy seguro de que Hitsugi está allí, pero... Está es la base de operaciones del enemigo.."""
st_045010_0240#0,"""Esto va a sonar duro, pero... Enga, vas a morir si vas."""
st_045010_0250#0,"""Estoy seguro de que Hitsugi está allí, pero... Está es la base de operaciones del enemigo."""
st_045010_0260#0,"""Lo lógico sería abandonar a mi estúpida hermanita es absurdo siquiera pensar en entregar a Aru."""
st_045010_0270#0,"""Es por eso que voy a rescatarla yo mismo. Iré directamente a su base y recuperaré a Hitsugi."""
st_045010_0280#0,"""Hermano mayor..."""
st_045010_0290#0,"""No te veas tan preocupado, Aru. Todo estará bien. Voy a rescatar a Hitsugi, pase lo que pase."""
st_045010_0300#0,"""¿Qué <%me>. Un sermón contra mi egoísmo?"""
st_045010_0310#0,"""1. Hay dos personas en está misión de rescate."""
st_045010_0320#0,"""2. Es necesario la fuerza de ARKS, ¿Verdad?"""
st_045010_0330#0,"""<%me>... Aprecio tu oferta, pero está es mi elección egoísta. No puedo involucrarte también."""
st_045010_0340#0,"""... ¿Qué quieres decir?"""
st_045010_0350#0,"""Entonces digamos que la condición de ARKS<br>para cooperar con la Earth Guide es que <%me> te acompaña."""
st_045010_0360#0,"""Realmente, el hermano mayor es como la hermana menor."""
st_045010_0370#0,"""Después de todo lo que hemos pasado, no nos dejes atrás ahora. Todos estamos preocupados por Hitsugi."""
st_045010_0380#0,"""Mi estúpida hermanita... Estoy empezando a sentir celos por lo mucho que le gusta a la gente."""
st_045010_0390#0,"""<%me>... Realmente vas a acompañarme, muy bien, confío en tu apoyo."""
st_045010_0400#0,"""¡Yo también quiero salvar a mi hermana mayor!"""
st_045010_0410#0,"""Si vamos a dirigirnos directamente a la base del enemigo, no puedo prometerte tu seguridad."""
st_045010_0420#0,"""La traeré de vuelta, solo esperas."""
st_045010_0430#0,"""Ni siquiera pienses en intentar detenerme, Ardem."""
st_045010_0440#0,"""... ¿No hay nada que pueda decir para cambiar tu opinión?"""
st_045010_0450#0,"""De ninguna manera. Aun que me amenazen con despedirme."""
st_045010_0460#0,"""...Como Earth Guide, que ha protegido a las personas desde la antigüedad, creo que estás haciendo lo correcto."""
st_045010_0470#0,"""Enviaré las coordenadas de la base de Mother Cluster. <%me>, Xiera, cuida de Enga."""
st_045010_0480#0,"""Espérame, Hitsugi."""
