st_043090_0001#0,"""A.P.241/4/7/18:30"""
st_043090_0010#0,"""Recently, ether has been confirmed to have caused all of the mysterious explosions occurring on Earth."""
st_043090_0020#0,"""On Earth, they're either being covered up or being viewed as explosion accidents."""
st_043090_0030#0,"""Most likely, this is Bethor's doing."""
st_043090_0040#0,"""Yes, based on data from our previous conflict with him, the enemy's embodiment ability is assumed to be the creation of explosives."""
st_043090_0050#0,"""Also, the range of activities has been narrowed into a circle area. The next target is probably within the city's capital..."""
st_043090_0060#0,"""..."""
st_043090_0070#0,"""Wait, Hitsugi, where are you going?"""
st_043090_0080#0,"""The reason he's rampaging on Earth is to lure us out of hiding."""
st_043090_0090#0,"""It's also my fault that things turned out like this...<br>I don't want to involve anyone else anymore...<br>I'm going to settle this once and for all."""
st_043090_0100#0,"""1. Don't go dashing in by yourself."""
st_043090_0110#0,"""2. Calm down, it's too early."""
st_043090_0120#0,"""Don't stop me, <%me>. I can't afford to cause any more casualties because of my mistakes."""
st_043090_0130#0,"""No, you can't. Just wait for a big longer."""
st_043090_0140#0,"""That's right, it's too early for that. Please give me more time. As far as I know, it's under preparation."""
st_043090_0150#0,"""Under preparation?"""
st_043090_0160#0,"""We're nearly done with ensuring safety within areas where casualties may occur, along with concealing information."""
st_043090_0170#0,"""...Huh?"""
st_043090_0180#0,"""I already knew how you would act if I told you about this information, Hitsugi."""
st_043090_0190#0,"""You're like an open book. I also predicted that <%me> would go along as well."""
st_043090_0193#0,"""1. I can't leave you alone like that, Hitsugi."""
st_043090_0195#0,"""2. I'm not letting you go alone."""
st_043090_0200#0,"""<%me>... Now I feel like an idiot getting myself all worked up."""
st_043090_0210#0,"""Yup, you really are an idiot. You were about to walk straight into the enemy's trap."""
st_043090_0220#0,"""You're right..."""
st_043090_0230#0,"""Big sis..."""
st_043090_0240#0,"""Don't give me that uneasy look, Aru. It's going to be okay, I've calmed down."""
st_043090_0250#0,"""<%me>. Please take care of big sis."""
st_043090_0260#0,"""You've got quite a personality there."""
st_043090_0270#0,"""Okay, concealment and isolation of surrounding area complete! <%me>, Hitsugi! Feel free to sortie whenever you're ready!"""
