st_041050_0001#0,"""A.D.2028/3/22/16:00"""
st_041050_0010#0,"""Puha, haa, haa !... ¿Lo hice... Lo hice... Regrese?..."""
st_041050_0020#0,"""Gracias a Dios... Logré salir a tiempo..."""
st_041050_0030#0,"""¿Qué diablos era eso?, ¿Eso fue un error en Ether Net? Eso es demasiado para manejar, de verdad."""
st_041050_0040#0,"""Cálmate, cálmate, Hitsugi. Todo eso sucedió dentro de PSO2. Ahora que estoy de vuelta aquí, no hay nada de qué preocuparse."""
st_041050_0050#0,"""Así es, está es la Tierra. Azul madre tierra ¡Un lugar pacífico sin conflicto!"""
st_041050_0060#0,"""Y está es mi casa - mi habitación. Mi computadora que es esencial para la sociedad moderna, y un lugar para descansar cuando estoy cansada, mi cam-..."""
st_041050_0070#0,"""¿...Eh?"""
st_041050_0080#0,"""Así es, ¡Esta es la Tierra, la Madre Tierra Azul! Está es mi habitación. Mi habitacion. Entonces esa cama... Es mi..."""
st_041050_0090#0,"""¡Cálmate, Hitsugi!, ¡Cálmate!, ¡Respiración profunda, reeeeespira! *inhala, exhala* *inhala, exhala*"""
st_041050_0100#0,"""Soy hitsugi Hitsugi Yasaka, de 16 años, ¡Y este es el año 2028! La era... ¡Lo olvido! Estoy en mi segundo año de escuela secundaria."""
st_041050_0110#0,"""Este es un dormitorio. En la escuela, en Tokio, en el planeta Tierra. ¡Este es el mundo real!, ¡Definitivamente NO dentro de PSO2!"""
st_041050_0120#0,"""¡Eso fue solo un sueño!, ¡Lo que vi en la cama fue una ilusión!, ¡Ilusión óptica!, ¡Solo estoy cansada!, ¡Bien!"""
st_041050_0130#0,"""¡No!, ¡Todavía está aquí!, ¡A y se está despertando!"""
st_041050_0140#0,"""...¿Dónde estoy?"""
st_041050_0150#0,"""¡Y habló!, No, podría haber sido una alucinación auditiva..."""
st_041050_0160#0,"""...Hey, ¿Dónde estoy?"""
st_041050_0170#0,"""¡Me está mirando!, ¡Hablándome!, ¡No fue una ilusión o un sueño!"""
st_041050_0180#0,"""...¿Qué está mal?"""
st_041050_0190#0,"""¡No te muevas!, ¡Deja de moverte!, ¡Puedo ver todo! Quiero decir, ¡Esto es demasiado rápido para está hora del día! Espera, ¿Por qué estás desnudo? ¡¿Dónde está tu ropa?!"""
st_041050_0200#0,"""¿Desnudo?"""
st_041050_0210#0,"""¡Dije que no te muevas!, ¡Ah, por el amor de Dios!, ¡Uuurgh!"""
st_041050_0220#0,"""¿Estás bien? No estás herida, ¿Verdad?"""
st_041050_0230#0,"""...Espera un minuto. Tiempo para dejar de negarlo y aceptar la realidad."""
st_041050_0240#0,"""Bien, ahora te has calmado, Hitsugi... Bien, vamos a escucharte! ¿Quién eres tú?, ¿Cuál es tu nombre?"""
st_041050_0250#0,"""Hitsugi. """
st_041050_0260#0,"""¡Ese es mi nombre! Me refería a tu nombre! ¿Así que qué cual es?"""
st_041050_0270#0,"""¿No es Hitsugi?... Entonces no lo sé."""
st_041050_0280#0,"""...Oh, ¡Vamos!, ¡¿De qué estás hablando?!"""
st_041050_0290#0,"""De repente apareces en mi habitación, la viva imagen de mi avatar... Parece como si viene directamente de PSO2!"""
st_041050_0300#0,"""...No puede ser... Que apareciste realmente de mi juego..."""
st_041050_0310#0,"""No, ¡Eso no pudo haber sucedido! [Mother]  no dijo nada sobre esto!"""
st_041050_0320#0,"""...Uh oh, ¿Hice mucho ruido? ¡Creo que escucho venir a la encargada de los dormitorios!"""
st_041050_0330#0,"""Okay, okay, ¡Ya voy!"""
st_041050_0340#0,"""!... ¡No lo hagas!, ¡Cuidado!"""
st_041050_0350#0,"""Ow... Eso duele... ¿Qué pasa con--?"""
st_041050_0360#0,"""...Huh?, ¿Qué es este monstruo? ¡Y hay más por venir?!"""
st_041050_0370#0,"""¡Cuidado!"""
st_041050_0380#0,"""¡Ahh!"""
st_041050_0390#0,"""Tu... ¡Me protegiste!... ¡Gah!"""
st_041050_0400#0,"""¡No vengas aquí!"""
st_041050_0410#0,"""...¡Ayuda!, ¡Alguien que nos ayude!"""
st_041050_0420#0,"""¡<%me>!? Por qué estás aquí!..."""
