st_045030_0001#0,"""A.D.2028/4/17/12:30"""
st_045030_0010#0,"""¿Dónde estoy?"""
st_045030_0020#0,"""Hitsugi nunca diría tal cosa."""
st_045030_0030#0,"""Es verdad... Fui cortada por Kohri."""
st_045030_0040#0,"""¿Estoy muerta? Pero espera... Entonces..."""
st_045030_0050#0,"""Y está vez, voy a ayudar a mi hermana mayor!, ¡No te dejaré morir!"""
st_045030_0060#0,"""Escuché la voz de Aru... Y hacía calor... ¿Qué sucedió?..."""
st_045030_0070#0,"""Supongo que no importa... No importa... ¿Por qué debería importarme?"""
st_045030_0080#0,"""Sin saber lo que quería hacer... Y lo que tenía que hacer... Solo estuve siguiendo el flujo."""
st_045030_0090#0,"""Todo es mi culpa... Ya he terminado... Ya no quiero hacer nada."""
st_045030_0100#0,"""Sí... No tengo valor... Mi arma estaba rota, y perdí a Kohri... Ya no sirvo para nada a nadie..."""
st_045030_0110#0,"""Nunca fui destinada a este tipo de cosas... Nunca quise hacer nada de eso... Simplemente lo hice porque otras personas me dijeron que..."""
st_045030_0120#0,"""Unirse al consejo estudiantil... Ayudar a Mother Cluster... Incluso salvar a Aru fue solo..."""
st_045030_0130#0,"""¡Yo era la que quería ser salvada!, ¡Papá y  Mamá se fueron... Y mi hermano nunca me miraría!..."""
st_045030_0140#0,"""Porque todos me dejaron atrás... Tenía miedo, y aunque seguía intentando y tratando... Seguí haciendo mi mejor esfuerzo..."""
st_045030_0150#0,"""Nadie me protegió... ¡Nadie estuvo a mi lado!"""
st_045030_0160#0,"""Estoy cansada... No más... Estoy harta de ser una buena chica..."""
st_045030_0170#0,"""¡Odio tener miedo y odio el dolor! El sufrimiento y el dolor de estar sola... ¡Ya no quiero sentirlo!"""
st_045030_0180#0,"""¿Qué quiero lograr?, ¿Cuáles son mis intenciones? Sabía la verdadera respuesta todo el tiempo..."""
st_045030_0190#0,"""Quería un lugar al que pertenezco. Quería proteger las cosas que amaba. Eso es todo lo que quería, pero..."""
st_045030_0200#0,"""...¿Por qué?, ¿Qué hice mal?, ¿Qué hice mal?"""
st_045030_0210#0,"""Dime... Por favor, alguien que me lo diga!"""
st_045030_0220#0,"""Estoy harta de todo esto... ¡Estoy harta de eso! Kohri... Hermano mayor... Aru... <%me>... Salvenme..."""
