st_046040_0001#0,"""A.D.2028/4/19/13:30"""
st_046040_0010#0,"""Ha... Hahaha! Hitsugi,eres muy animada, Hitsugi. ¡Diferente a la forma en que estabas como una muñeca sin vida!"""
st_046040_0020#0,"""Ahhhh, ¡Esto es tan divertido, divertido! Estar con Hitsugi es siempre lo más divertido."""
st_046040_0030#0,"""Hey, Hitsugi... Creo que lo sabes, pero hay algo espeluznante en está chica."""
st_046040_0040#0,"""Ella siempre habló así."""
st_046040_0050#0,"""Elige a tus amigos sabiamente, supongo."""
st_046040_0060#0,"""Eso no es asunto tuyo."""
st_046040_0070#0,"""Pero, ya sabes... Aunque es extraña, Kohri no es esa clase de chica."""
st_046040_0080#0,"""Hehe, ahahahahahahahahaha!, ¡Es tan divertido! Jugar con Hitsugi, ¡Muy divertido! Haha!"""
st_046040_0090#0,"""Y de esa manera ella se ríe... Ahí es cuando Kohri-"""
st_046040_0100#0,"""Un ESC-A Darker!, ¡Aún quedaba uno!"""
st_046040_0110#0,"""Hee-?!"""
st_046040_0120#0,"""Kohri!, ¡Cuidado!"""
st_046040_0130#0,"""¡Hitsugi!"""
st_046040_0140#0,"""¿Hitsugi? Hitsugi... ¿Me protegiste?"""
st_046040_0150#0,"""Pero Hitsugi, se supone que debes estar manipulada... ¿Por qué?..."""
st_046040_0160#0,"""¡Porque somos amigas, por supuesto!"""
st_046040_0170#0,"""Ami... gas... Así es, soy la amiga de Hitsugi y siempre estaré a su lado..."""
st_046040_0180#0,"""Ya no hay razón para pensar en eso. Abre tu corazón, cierra los ojos."""
st_046040_0190#0,"""Sr. Ophiel..."""
st_046040_0200#0,"""No te presiones, Kohri Washinomiya. Si te perdemos, Mother estará triste."""
st_046040_0210#0,"""Y... Nadie podría salvar a tu amiga."""
st_046040_0220#0,"""...Si."""
st_046040_0230#0,"""Tu eres..."""
st_046040_0240#0,"""Nos conocimos en Japón. Aunque, ya me he permitido examinar cada detalle de tu cuerpo, muy a fondo."""
st_046040_0250#0,"""Soy Ophiel Herbert<br>Mother Cluster, Apóstol del agua."""
st_046040_0260#0,"""Entonces tú eres el que... ¿Qué le has hecho a Kohri?"""
st_046040_0270#0,"""Pareces malinterpretarme. Mother y yo simplemente apoyamos sus metas."""
st_046040_0280#0,"""Su objetivo es recuperarte y volver a la vida cotidiana que tenías antes contigo."""
st_046040_0290#0,"""Para ese fin, la estoy obligando a evitar pensar en cosas sin importancia."""
st_046040_0300#0,"""¡Eso es manipulación!"""
st_046040_0310#0,"""Tch!, ¡Es rápido en huir, ese bastardo!"""
st_046040_0320#0,"""...Kohri. """
