st_042015_0001#0,"""A.P.241/3/23/8:30"""
st_042015_0010#0,"""Oh iya <%me>, menyampingkan pengumpulan informasi dari Hitsugi, bisakah kamu datang ke Bumi?"""
st_042015_0020#0,"""Kamu ingat monster yang kamu lawan saat berusaha menyelamatkan Hitsugi? """
st_042015_0030#0,"""ARKS telah menetapkan monster tersebut dalam kategori \""Phantoms\"", namun rincian mengenai monster yang menyerang Hitsugi itu masih belum diketahui."""
st_042015_0040#0,"""Namun demikian, semenjak kita pertama kali menemukan Bumi, kita telah mendeteksi banyak sekali reaksi Phantoms."""
st_042015_0050#0,"""Aneh sekali."""
st_042015_0060#0,"""Setidaknya, mereka sepertinya bukan makhluk asli Bumi. Penyebab dan alasan kemunculan mereka masih belum diketahui, tapi... kita tidak bisa membiarkan sesuatu yang dapat mengancam keselamatan orang-orang."""
st_042015_0070#0,"""Untuk saat ini, yang kita ketahui adalah mereka terbentuk dengan metode yang tidak diketahui."""
st_042015_0080#0,"""Sederhananya, cara kerjanya sama persis dengan photon."""
st_042015_0090#0,"""Dengan demikian, kita hanya perlu menghabisi mereka sebelum mereka membuat masalah. <%me> pasti bisa melakukannya!"""
st_042015_0100#0,"""Ngomong-ngomong, kamu bisa bebas mengerahkan seluruh kekuatanmu selama berada di Bumi. Kamuflase photon dan isolasi ruangnya sempurna! Kemajuan teknologi ARKS memang benar-benar menakjubkan!"""
st_042015_0110#0,"""Jadi, permintaanku pada <%me> sederhana saja!"""
st_042015_0120#0,"""Cukup datang ke Bumi, dan kalahkan Phantoms."""
