st_041060_0001#0,"""A.D.2028/3/22/17:00"""
st_041060_0010#0,"""¿Dónde está ese monstruo?"""
st_041060_0020#0,"""...Ya veo, es un alivio.<br>Todo está bien ahora.."""
st_041060_0030#0,"""No sé qué está pasando, pero...<br>Nos has salvado a los dos.<br>Gracias......"""
st_041060_0040#0,"""Sus elementos vitales son estables ahora. Ya no hay nada más de que preocuparse.."""
st_041060_0050#0,"""Lo que nos preocupa ahora es ese misterioso monstruo. Es diferente de los Darker, pero que es exactamente..."""
st_041060_0060#0,"""La rehabilitación fue el objetivo inicial, ¡Pero lo manejó bien, a pesar de una transferencia sorpresiva a un lugar desconocido!"""
st_041060_0070#0,"""No podemos tomar más medidas en este momento por lo que debes regresar con prisa."""
st_041060_0080#0,"""Mnn...<br>Urgh..."""
st_041060_0090#0,"""...Ha, Hahaha.<br>Ahahahahahahaha!"""
st_041060_0100#0,"""Bien¡Yo tenía razón!, ¡Toda esa locura fue solo un sueño!, ¡Que alivio, estoy tan aliviada! Hah!-"""
st_041060_0110#0,"""Haha... Ahahaha, ahahahahaha...<br>...Hah..."""
st_041060_0120#0,"""...Pensamiento ilusionante<br>Entonces no fue un sueño..."""
