st_048160_0001#0,"""A.D.2028/6/6/14:00"""
st_048160_0010#0,"""It's been one month since then. The world went back to<br>normal quicker than I expected."""
st_048160_0020#0,"""Me and Kohri are in our second year of high school.<br>Big bro is a third year now."""
st_048160_0030#0,"""School is back to normal, and classes have resumed.<br>The student council is the same as before too."""
st_048160_0040#0,"""Stu, stu, stu, student council～♪<br>Dra, dra, dra, draft budget～♪"""
st_048160_0050#0,"""Do, do, do, do it again～♪..."""
st_048160_0060#0,"""Hmm...? Oh, Hitsugi. Mr. Aratron sent us a message."""
st_048160_0070#0,"""He says he wants you to help in the upcoming ESCA maintenance. I'll tell him \""okay!\""."""
st_048160_0080#0,"""The current Mother Cluster is hiding the absence<br>of Mother, with Mr. Aratron in charge."""
st_048160_0090#0,"""Taking on Mother's wishes, he worked hard to change<br>the organization to support Earth in secret."""
st_048160_0100#0,"""Sorry for the intrusion!"""
st_048160_0110#0,"""Oh, Enga. Wait, w-what are you doing?! Hiding in a place like that..."""
st_048160_0120#0,"""It's fine, shhh! Don't look this way, don't make it obvious. Crap!"""
st_048160_0130#0,"""Hey, 10% sexy guy! You're the only one in 3C who didn't turn in their homework! Stop running and give up!"""
st_048160_0140#0,"""He hasn't turned in his modern Japanese homework either. He probably didn't even do it. Not knowing when to give up is so uncool."""
st_048160_0150#0,"""Ah, I see... So that's what it was."""
st_048160_0160#0,"""Under the authority of Mother Cluster, Och and Phul<br>came in as teachers without any warning."""
st_048160_0170#0,"""Since they're world famous mathematicians and writers,<br>they caused quite a ruckus when they arrived,<br>but it's all blown over now."""
st_048160_0180#0,"""According to Phul, it was what Och wanted, however...<br>She seems to be enjoying herself as well."""
st_048160_0190#0,"""If you don't intend to come out, I suppose<br>it can't be helped. Maxwell!"""
st_048160_0200#0,"""Hey! That's not fair at all!"""
st_048160_0210#0,"""Target secured! Phul, if you please."""
st_048160_0220#0,"""Yes, yes. Three people to the study<br>room, let's go."""
st_048160_0230#0,"""Their abilities are being used as playthings...<br>Is that really okay?"""
st_048160_0240#0,"""I think it's a good thing. Using and mastering the abilities you have... Definitely not a bad thing."""
st_048160_0250#0,"""Wha, Ms. Phaleg?!"""
st_048160_0260#0,"""Greetings. I'm glad you two are in good health. How about a battle once you're done with work?"""
st_048160_0270#0,"""Ah, ahaha, Hitsugi and I still have a lot of work to do, so... we can't really..."""
st_048160_0280#0,"""A shame. All my opponents are too busy<br>and won't fight with me."""
st_048160_0290#0,"""I tried to invite that person as well, but<br>they won't seem to accept my challenge."""
st_048160_0300#0,"""Ms. Phaleg appears suddenly as always, from time to time.<br>I thought she'd disappear after that day, but she's still around."""
st_048160_0310#0,"""H-How about some tea, or-"""
st_048160_0320#0,"""No worries. I just stopped by to ask."""
st_048160_0330#0,"""Well, whenever you feel like battling, feel free to give me a call, anytime."""
st_048160_0340#0,"""Ophiel was taken away by Ms. Phaleg,<br>and is apparently doing lots of work."""
st_048160_0350#0,"""Since it would be impossible to judge him with our system,<br>she said it would be better to make him do so much work that<br>he wished he was dead... I don't really get it."""
