st_047040_0001#0,"""A.P.241/4/22/18:30"""
st_047040_0010#0,"""Oh, <%me>. Justo a tiempo, como de costumbre."""
st_047040_0020#0,"""Como está es la batalla final, estoy enviando una solicitud por la ayuda de Earth Guide... Bien, estamos conectados."""
st_047040_0030#0,"""Huh, ¿No hay video?..."""
st_047040_0040#0,"""...Eso es raro. ¡Hey, sir Ardem! Ardem, ¿Puedes escucharme?"""
st_047040_0050#0,"""Te puedo escuchar, Enga. No hay problema con la transmisión de voz. La comunicación de video parece estar abajo interferencia."""
st_047040_0060#0,"""...Tal vez esto se deba a la influencia de los Phantoms que se esparcen por la luna."""
st_047040_0070#0,"""Veo que también has notado los cambios en la luna. Podrías habernos contactado y avisarnos."""
st_047040_0080#0,"""Lo siento. Estábamos en medio de varios preparativos también."""
st_047040_0090#0,"""A juzgar por el momento de su llamada... Ya sé lo que planea hacer. Los preparativos de nuestro lado están completos."""
st_047040_0100#0,"""Earth Guide te apoyará con toda nuestra fuerza. Personalmente vendré también, por supuesto."""
st_047040_0110#0,"""Luchamos por la gente de la Tierra, para que sigan avanzando. Está es una pelea que debemos ganar, pase lo que pase."""
st_047040_0120#0,"""...Sin embargo, la fuerza de aquellos en la Tierra aún no es suficiente para superar este obstáculo."""
st_047040_0130#0,"""Por lo tanto, aquellos en ARKS. <%me>."""
st_047040_0140#0,"""Por favor, préstanos tu ayuda en está batalla."""
st_047040_0150#0,"""Y Enga... Tu cuerpo, tu fuerza... Por favor, cuídalos. Ten cuidado... Y nos volveremos a encontrar algún día."""
st_047040_0160#0,"""...A ti también."""
st_047040_0170#0,"""Parece que todos en Earth Guide están preparados para ayudarnos. No estábamos preocupados por nada, Sr. Enga."""
st_047040_0180#0,"""Llamó a <%me>... Pero no llamó a Hitsugi... ¿Nos podía ver? no,<br>debo estar pensando demasiado."""
st_047040_0190#0,"""Sr. Enga?"""
st_047040_0200#0,"""...Oh, no es nada. En cualquier caso, Xiera,<br>¿Cuándo van a estar completos nuestros preparativos?"""
st_047040_0210#0,"""Fufufu, ¡Estaba esperando a que lo preguntaras!"""
st_047040_0220#0,"""¡Calculé por dónde ingresaremos, así como también estime las fuerzas enemigas!, ¡Elaboré un plan y una propuesta para la misión!"""
st_047040_0230#0,"""Agregando varios planes por seguridad, ¡Recibimos la autorización!"""
st_047040_0240#0,"""Esto es todo lo que puedo hacer para ayudar. El resto depende de todos ustedes..."""
st_047040_0250#0,"""<%me>... Lo siento por siempre, siempre, siempre, confiando en ti, todo el tiempo."""
st_047040_0260#0,"""Pero por favor... Cuento contigo."""
