st_046080_0001#0,"""A.D.2028/4/21/18:30"""
st_046080_0010#0,"""Kohri ..."""
st_046080_0020#0,"""Hitsugi... ¡Lo siento!"""
st_046080_0030#0,"""¡Intenté destruir este lugar!, ¡Intenté destruir el lugar al que pertenecemos!"""
st_046080_0040#0,"""Me pregunto por qué... No quería hacer tal cosa, pero pensé que no regresarías a menos que lo hiciera, y... Y..."""
st_046080_0050#0,"""...Pero lo protegimos. Debido a que Kohri me ayudó, pudimos proteger nuestro lugar."""
st_046080_0060#0,"""Si... SI!"""
st_046080_0070#0,"""¿Kohri?"""
st_046080_0080#0,"""¿Ah, aghh?... Ahhhhhhhhh!"""
st_046080_0090#0,"""¿Qué pasa, Kohri?, ¿Kohri?"""
st_046080_0100#0,"""Eso no es educado. Poniendo las manos en el paciente de otro médico así..."""
st_046080_0110#0,"""¡Para!, ¡No... Entres dentro de mí!"""
st_046080_0120#0,"""No... No, no, no, no!, ¡Detener!, ¡Para!, ¡No quiero... Luchar con Hitsugi!"""
st_046080_0130#0,"""...Pero supongo que no se puede evitar. Lo estoy haciendo por Mother, después de todo."""
st_046080_0140#0,"""Tengo que matar a <%me> y Hitsugi, o Hitsugi no volverá... Y Mother tampoco será feliz"""
st_046080_0150#0,"""¡Entonces, por favor muere, Hitsugi! Hitsugi, volverás a mi cuando mueras, ¿Verdad?"""
st_046080_0160#0,"""Hasta qué punto..."""
st_046080_0170#0,"""Hasta qué punto tenemos que sufrir... Bastardos?"""
