st_047080_0001#0,"""A.D.2028/4/23/15:00"""
st_047080_0010#0,"""Hahahaha... Hahahahaha!, ¡La voluntad de las personas sobrepasa incluso a I!"""
st_047080_0020#0,"""Sin embargo, no voy a perder! Por el bien de los que caminaron a mi lado... Hasta que cumpla mi deseo, no puedo permitirme... Parar..."""
st_047080_0030#0,"""Gu... Uuu... Uaaaaa!!"""
st_047080_0040#0,"""¡Es... Esa sombra negra que apareció antes! ¿Por qué está aquí?"""
st_047080_0050#0,"""¿Está tratando de... Absorber a Mother?"""
st_047080_0060#0,"""¿Escogió esperar hasta que la fuerza de Mother se agotó para atacar?"""
st_047080_0070#0,"""¡Deténte... Espíritu demoníaco!, No deseo destrucción... Todo lo que... Todo lo que...<br>quería era..."""
st_047080_0080#0,"""¡Aru!, ¡Mother!"""
st_047080_0090#0,"""¿Qué demonios es eso?"""
st_047080_0100#0,"""...<%me>. Hemos recibido una nueva lectura."""
st_047080_0110#0,"""No se puede confundir. Está es la lectura de un nuevo Dark Falz."""
st_047080_0120#0,"""¿Aru dentro de Mother se convirtió completamente en un Dark Falz?!"""
st_047080_0130#0,"""No puede ser..."""
st_047080_0140#0,"""Espera..."""
st_047080_0150#0,"""Hermana mayor... <%me>..."""
st_047080_0160#0,"""A-?! Aru?! ¿Eres tú, Aru?"""
st_047080_0170#0,"""Todavía estoy aquí... Y Mother está aquí conmigo ahora."""
st_047080_0180#0,"""Hermana mayor, hermana mayor. Ahora puedes entender, ¿Verdad, hermanita? Mother también está sufriendo."""
st_047080_0190#0,"""...Si entiendo. Mother estaba sola. Ella estuvo sola durante tanto tiempo."""
st_047080_0200#0,"""Sé exactamente cómo se siente..."""
st_047080_0210#0,"""Hermana mayor, <%me>. Por favor, salva a Mother. Este es mi último deseo...."""
st_047080_0220#0,"""Aru, no digas basuras como \""Mi último deseo\""!"""
st_047080_0230#0,"""¡Vine aquí con la intención de salvar a todos!, ¡Ese es mi deseo!"""
st_047080_0240#0,"""¡Salva a Aru, salva a Mother y salva al mundo como resultado!"""
st_047080_0250#0,"""¡No hay nada más para eso!, ¡Eso es!, No es eso correcto, <%me>?"""
st_047080_0260#0,"""¡Mi poder es el poder para salvar a la gente!, ¡Solo espera! Aru!, ¡Mother!"""
