st_047050_0001#0,"""A.D.2028/4/23/13:00"""
st_047050_0010#0,"""Este es otro lugar loco... En lugar de estar en la superficie, lo han construido bajo tierra."""
st_047050_0020#0,"""No hay problemas con la gravedad o el oxígeno tampoco... Estaba esperando ansiosamente esa gravedad de 1/6."""
st_047050_0030#0,"""Esto puede ser una tecnología similar a la que usan ARKS cuando luchan en el espacio exterior."""
st_047050_0040#0,"""Si crees que los Photons y Ether son exactamente lo mismo, no es sorprendente lo que podrían hacer con él."""
st_047050_0050#0,"""Pero dejando esto a un lado... <%me>, ¿Esto te parece familiar?"""
st_047050_0060#0,"""Parece muy similar al interior de la vieja nave nodriza... A donde estaba Xion."""
st_047050_0070#0,"""Como Mother es un clon de Xion, ¿Tal vez está tratando de recrear la nave nodriza dentro de la luna?"""
st_047050_0080#0,"""Pero como faltan las habilidades técnicas... ¿Tal vez está intentando encarnarla?"""
st_047050_0090#0,"""En otras palabras, este lugar... ¿Ella está tratando de convertir a la luna en una nave nodriza?"""
st_047050_0100#0,"""Hoho. ¿La encarnación de una nave nodriza? Podria ser, jovencita."""
st_047050_0110#0,"""Pero el aire aquí... ¿Cómo debería decirlo? Se siente más como el mundo ARKS que la Tierra."""
st_047050_0120#0,"""Es casi como si se convirtiera cada vez menos en la Tierra."""
st_047050_0130#0,"""Hoho. ¿La encarnación de una nave nodriza? Podria ser, jovencita."""
st_047050_0140#0,"""アラトロン……さん。"""
st_047050_0150#0,"""Veo que has cambiado de bando, Kohri Washinomiya."""
st_047050_0160#0,"""Lo siento... No puedo... Seguir caminando junto a Mother."""
st_047050_0170#0,"""Hoho. Está bien. Tus ojos estan mucho más vivos que cuando estuviste con nosotros."""
st_047050_0180#0,"""Ese lugar con ellos es donde perteneces, eso es todo."""
st_047050_0190#0,"""...¿Te retirarás?"""
st_047050_0200#0,"""No por el pelo en está cabeza mía, por vacía que parezca. Hoho."""
st_047050_0210#0,"""¿No importa qué?"""
st_047050_0220#0,"""...Te estás volviendo repetitiva, jovencita. Ya he decidido caminar junto a Mother."""
st_047050_0230#0,"""Estos huesos viejos son tercos, ya no pueden doblarse. Entonces, no importa lo que digas ahora, tampoco me doblaré. ¡Y entonces!"""
st_047050_0240#0,"""Para aquellos que están demasiado lejos, ¡Escuchen el sonido! A los que están cerca, ¡Vean con sus ojos!"""
st_047050_0250#0,"""Mother Cluster, Apóstol de la tierra Aratron Tolstoy!, ¡Seré tu oponente!"""
skit01#0,"""Largo y Solitario"""
skit02#0,"""El deseo de Mother"""
