st_042090_0001#0,"""A.D.2028/3/27/12:00"""
st_042090_0010#0,"""Y eso completa nuestras tareas del dia. El papeleo sigue amontonandose a medida que la ceremonia de entrada se aproxima, ¿No es asi, Hitsugi?"""
st_042090_0020#0,"""Ademas de eso, se espera mas de nosotras, ya que estamos abordando estudiantes."""
st_042090_0030#0,"""Pero pero, gracias a eso conseguimos tener la habitación solo para nosotras. No es un mal negocio, supongo."""
st_042090_0040#0,"""...Solo bromeaba! Casi te tengo alli, Hitsugi!"""
st_042090_0050#0,"""…………"""
st_042090_0060#0,"""...¿Hitsugi?"""
st_042090_0070#0,"""...PSO2 es solo un juego. Mother nos lo dijo."""
st_042090_0080#0,"""Si eso es cierto, ¿Significa que todos los que he conocido son falsos?"""
st_042090_0090#0,"""¿Hitsugi?"""
st_042090_0100#0,"""Si eso es cierto, entonces, ¿Qué es exactamente Aru? Lo trajeron aquí, y nos cuidamos el uno al otro. ¿Es todo falso?"""
st_042090_0110#0,"""Hi-Tsu-Gi-Chan. """
st_042090_0120#0,"""No, no es solo Aru... Las personas que estan preocupadas por mi, Xiera. <%me> tambien..."""
st_042090_0130#0,"""¿Realmente existen..?... Pero eso no es lo que nos dijo Mother."""
st_042090_0140#0,"""Caramba, HITSUGI!"""
st_042090_0150#0,"""Uwaah! Ah, Kohri... ¿Qué pasa?"""
st_042090_0160#0,"""¡Esa es mi linea! Segui llamandote y no respondias. El trabajo todavia no está terminado."""
st_042090_0170#0,"""...Lo siento."""
st_042090_0180#0,"""¿Qué pasa Hitsugi? Has estado actuando rara ultimamente. No eres tu misma."""
st_042090_0190#0,"""No soy yo misma, eh. ¿Estaba actuando extraño?"""
st_042090_0200#0,"""Si, eso es correcto! Es muy diferente a ti Hitsugi!, ¡Es como si alguien mas estuviera dentro de Hitsugi!"""
st_042090_0210#0,"""La Hitsugi que conozco rara vez duda o se preocupa por algo! Ella es la clase de persona que toma decisiones sobre la marcha y nunca se detiene!"""
st_042090_0220#0,"""Nunca le importo lo que la gente diga acerca de ella o los resultados de sus esfuerzos! Siempre sorprendiendo a todo el mundo con lo que tiene!"""
st_042090_0230#0,"""¿Fue de la anterior reunion del presupuesto de los clubes escolares?"""
st_042090_0240#0,"""No, durante la reunion de bienvenida de primer año."""
st_042090_0250#0,"""Haah... Aun asi, Eso solo me hace una dictadora."""
st_042090_0260#0,"""No importa si eres uno, Hitsugi. Lo entiendo porque estoy a tu lado todo el tiempo..."""
st_042090_0270#0,"""Es por eso que Hitsugi, deja de preocuparte. No quiero verte preocupada. Quiero que sigas empujando hacia adelante..!"""
st_042090_0280#0,"""...Gracias, Kohri."""
st_042090_0290#0,"""Es tal como dices, Kohri. No he sido yo ultimamente por la preocupación de un asunto sencillo."""
st_042090_0300#0,"""Muy bien, esto requiere un cambio de ritmo! Kohri, vamos a pasar el rato mañana! Vamos a traer a Aru a la larga y dura fiesta!"""
st_042090_0310#0,"""...¡Si!"""
st_042090_0320#0,"""Hitsugi y Kohri... Es genial que confien entre si."""
st_042090_0330#0,"""No tengo nada asi... Estoy tan celosa..."""
st_042090_0340#0,"""¡Oh no!, ¡No quise decir eso!, ¡No es que me sienta sola!, ¡Solo anhelo ese sentimiento, eso es todo!"""
