st_045060_0001#0,"""A.D.2028/4/17/14:30"""
st_045060_0010#0,"""¿Qué pasa, <%me>?<br>¿Por qué te detienes?."""
st_045060_0020#0,"""1. Algo está mal..."""
st_045060_0030#0,"""2. ¿El tiempo se repite?"""
st_045060_0040#0,"""Qué quieres decir con, \""¿Algo está mal?\"" Aún no hemos peleado con enemigos, eres demasiado rápido para entrar en pánico....."""
st_045060_0050#0,"""¿El tiempo se repite?, ¿Qué quieres decir?, ¿Paso algo? Ni siquiera he visto enemigos todavía..."""
st_045060_0060#0,"""Espera... ¿Ya hemos encontrado al enemigo?, ¿Estás diciendo... Que hemos luchado una y otra vez? ¡¿Y eso que significa?!"""
st_045060_0070#0,"""Xiera? Hey, Xiera!, ¡No puedo comunicarme con el exterior!"""
st_045060_0080#0,"""Es inútil. Está área repite el tiempo. Y bloquea la comunicación con el mundo exterior."""
st_045060_0090#0,"""Si solo hubieras estado inconsciente, dando vueltas en ese cuento de hadas, esto hubiera sido 100% más fácil... ¡Qué desperdicio del 70%!"""
st_045060_0100#0,"""De todos modos, se dieron cuenta de esto antes de lo que esperábamos."""
st_045060_0110#0,"""La preparación para este campo demoró tanto... Pensar que lo resolverías tan rápido... Es extraño, muy extraño."""
st_045060_0120#0,"""¿Ya has experimentado algo como esto antes? Och tenía razón, eres una persona tan extraña.."""
st_045060_0130#0,"""Así que son ustedes dos las que están detras de está farsa.<br>No parecen del tipo de perosna que quita una trampa, siendo tan presumidas."""
st_045060_0140#0,"""Si quieres detenerlo, por supuesto, usa tu poder. Sin embargo, nunca te permitiría hacer tal cosa."""
st_045060_0150#0,"""Y he tenido un 60% de cansancio solo mirándote, así que vamos a aplastarte de una vez.."""
st_045060_0160#0,"""Especialmente usted, <%me>... Sería 100% peligroso si se le deja solo. Sé con certeza que estarías en el camino de lMother.."""
st_045060_0170#0,"""Por no mencionar que Laplace y Maxwell les gustaría que pagaras por lo de la última vez!"""
st_045060_0180#0,"""<%me>... Eres muy peligroso Y me das un mal presentimiento."""
st_045060_0190#0,"""Estoy casi segura que se convertirá en un obstáculo para Mother. Sí, ya lo noté."""
st_045060_0200#0,"""¡No perdonaremos a nadie por estar en el camino de Mother!, ¡Te eliminaremos al 100%!"""
st_045060_0210#0,"""Eliminar todos los obstáculos de Mother. Ese es nuestro papel. Nuestro deber. Algo tan obvio no necesita ser observado."""
st_045060_0220#0,"""Mother Cluster, Apóstol del sol! Och Miller!"""
st_045060_0230#0,"""Mother Cluster, Apóstol de la luna. Phul Janice Lasswitz."""
st_045060_0240#0,"""100% no es suficiente ¡Vamos a luchar con un 200% de potencia!, ¡Esta vida, este poder, todo es por el bien de Mother!"""
st_045060_0250#0,"""Si gira la página de un libro, la historia se repite. Una y otra y otra vez. Hasta el día en que Mother sonría."""
