st_042050_0001#0,"""A.D.2028/3/23/12:00"""
st_042050_0010#0,"""¡¡Waaa!!... ¡Esto es irresistible!!, ¡Más de lo que hubiera imaginado!"""
st_042050_0020#0,"""Aru! Mira para este lado!, ¡Así!, ¡Ahora date vuelta!"""
st_042050_0030#0,"""...Hermana mayor, quiero quitarme esto... Es aburrido."""
st_042050_0040#0,"""No. Trata con eso."""
st_042050_0050#0,"""Quiero vestir la misma ropa que la tuya, Hermana mayor!"""
st_042050_0060#0,"""Eres un chico."""
st_042050_0070#0,"""Podemos encargarnos de eso!"""
st_042050_0080#0,"""Cállate, Kohri."""
st_042050_0090#0,"""Sólo manténlo entendido. De todos modos, realmente te queda bien."""
st_042050_0100#0,"""Mmm...bueno. Ya que lo elegiste para mí, lo soportaré."""
st_042050_0110#0,"""Kohri los escogió, no yo.... Pensando en eso, eres muy buena escogiendo ropa."""
st_042050_0120#0,"""¡Oh, no es digno de elogio! Todo lo que tengo que hacer es buscar en Ether. Primero haces esto, luego eso... Y... ¡Voila!"""
st_042050_0130#0,"""Simplemente escribes la altura, la edad y su presupuesto, y automáticamente escogerá un juego para usted!"""
st_042050_0140#0,"""Todo esto es posible gracias a la aplicación de YMT Corporation \""llamada Trend Creation\"". Increíble, ¿No?"""
st_042050_0150#0,"""...Oh. Nunca supe que teníamos esto."""
st_042050_0160#0,"""Típica Hitsugi, nunca has tenido ningún interés en la moda. Escogí la ropa que llevas con esto, ¿Recuerdas?"""
st_042050_0170#0,"""Yo elegiría un buen libro sobre la moda cualquier día de la semana si me preguntas."""
st_042050_0180#0,"""¡Vamos Hitsugi!, ¡La juventud es todo sobre la comida, los juegos y la moda!, ¡Necesitas vivirlo mientras estás en él!"""
st_042050_0190#0,"""Eso suena perfecto si dejas a la moda fuera de ella."""
st_042050_0200#0,"""¿Hey Qué es esto?"""
st_042050_0210#0,"""Esta es una aplicación de Ether Communication. Utilicé esto para encontrar el lugar para elegir y comprar tu ropa."""
st_042050_0220#0,"""Mira esto."""
st_042050_0230#0,"""Woah... Eso es increíble!, ¡Estoy en esa pequeña pantalla!... Y me estoy moviendo también!"""
st_042050_0240#0,"""¡Pero espera hay mas! Después de ponerse la ropa, puede girar y ver los 360 grados. ¡Que conveniente!"""
st_042050_0250#0,"""\""Mi diseño favorito\""... ¿¿Qué es esto??"""
st_042050_0260#0,"""¡Oh, deleita tus ojos!"""
st_042050_0270#0,"""Estoy vistiendo la misma ropa que mi Hermana mayor... ¡Quiero llevar esto también!"""
st_042050_0280#0,"""Geez... Esto se parece un montón a la creación de personajes en PSO2, ¿No crees?"""
st_042050_0290#0,"""S-Sí, supongo que tienes razón. Puesto que PSO2 se integró con la red Ether cuando se creó, tal vez lo usaron como referencia?"""
st_042050_0300#0,"""...Hermana mayor, tengo hambre."""
st_042050_0310#0,"""Oh. Ahora que lo pienso, es hora del almuerzo, ¿Eh? ¡Gran oportunidad! Vamos a buscar un sitio para tomar un bocadillo."""
st_042050_0320#0,"""¡Ejem! Déjaselo a moi! Con mi teléfono y mi aplicación altamente evolucionado, será nada más que un paseo de brisa!"""
st_042050_0330#0,"""Parece que eres adicta. Adicción a teléfonos inteligentes? Espera, hazla adicción al Ether."""
st_042050_0340#0,"""No no no, no es así!, ¡Soy demasiado linda para ser adicta a cualquier cosa!"""
st_042050_0350#0,"""Quiero decir, la gente de todo el mundo depende del Ether demasiado en estos días. Etiquetar una adicción es exagerar."""
st_042050_0360#0,"""...Ya sabes, en este punto, el mundo estaría muy presionado para sobrevivir sin él."""
st_042050_0370#0,"""Mhmm... Y bingo, he encontrado y reservado nuestros lugares para el almuerzo!"""
st_042050_0380#0,"""Ese mundo fabrica principalmente tecnología de gama baja, pero su tecnología de comunicación es de primera categoría!"""
st_042050_0390#0,"""Su velocidad de comunicación y los entornos de infraestructura son comparables a los ARKS, muy propio!"""
st_042050_0400#0,"""Siento algo sospechoso... Es como una evolución forzada, casi como si fuera parte de un esquema mayor..."""
