st_041020_0001#0,"""A.P.241/3/22/15:00"""
st_041020_0010#0,"""Una solicitud personal de la Sede General de ARKS: Investigue la aparición de los Darkers encontrados en el Planeta Naberius."""
st_041020_0020#0,"""Nunca he oído hablar de algo como esto. La Sede General, incluso me pregunta personalmente... ¿Estoy soñando?"""
st_041020_0030#0,"""¿Podría ser que estan viendo?"""
st_041020_0040#0,"""Por supuesto que no, no hay forma de que eso suceda. Aquí hubo errores desde el principio. Este tipo de comportamiento se espera."""
st_041020_0050#0,"""Una Ia actuando fuera de orden. Esto tiene que ser un error, yup."""
st_041020_0060#0,"""No hay nada que temer, Hitsugi. Sí, ¡Todo es totalmente normal!... Okay-- """
st_041020_0070#0,"""--Uwaaah!?, ¿Quién eres tú?!"""
st_041020_0080#0,"""Umm... ¿Eres Hitsugi verdad?"""
st_041020_0090#0,"""Sí pero... ¡Quiero decir, por supuesto!"""
st_041020_0100#0,"""Soy la administradora de la nave ARKS, la operadora, Xiera. Encantada de conocerte!"""
st_041020_0110#0,"""Por favor, ve con <%me>. Ustedes dos trabajarán juntos para está misión, ¿Bien?"""
st_041020_0120#0,"""...<%me>?...Eh Podría haber jurado que he visto ese nombre en alguna parte antes..."""
st_041020_0130#0,"""...Espera, ¿El miembro de ARKS que se enfrento a 【Profound Darkness】 hace 2 años?, ¿Por qué con mi- quiero decir, por qué ir conmigo?"""
st_041020_0140#0,"""Pasaron muchas cosas, pero lo explicaré todo cuando regresen ustedes dos. Está misión conjunta también sirve como rehabilitación, ¿No crees?"""
st_041020_0150#0,"""Haha... Ya veo, \""rehabilitacion\"", tu dices?..."""
st_041020_0160#0,"""La operador de la nave me asigna junto a la persona que derribó a 【Profound Darkness】?!, ¡Eso NO PUEDE ser una coincidencia!"""
st_041020_0170#0,"""...¡Definitivamente estoy bajo una especie de sospecha!"""
st_041020_0180#0,"""¡¿Pero por qué?! ¿Es porque trabajo demasiado?, ¿Trabajo demasiado duro como novata?"""
st_041020_0190#0,"""Umm... disculpe Hitsugi?"""
st_041020_0200#0,"""Aaahaha... Bien..."""
st_041020_0210#0,"""¡Gracias, <%me>!, ¡Me siento aliviada de estar en manos de alguien tan capaz como tú! Por favor cuida de mi."""
st_041020_0220#0,"""¡Y sin más preámbulos, procedamos y terminemos con esto!, ¡Vamos!"""
st_041020_0230#0,"""Seguro que es extraño. Aunque es un hombre, seguro que no actúa como tal."""
st_041020_0240#0,"""Sinceramente, se siente un poco sospechoso. Manten un ojo en el ¿Bien?"""
skit01#0,"""-El Despertar del Guardián-"""
skit02#0,"""Hora de despertar"""
