st_042040_0001#0,"""A.D.2028/3/23/11:00"""
st_042040_0010#0,"""き……！"""
st_042040_0020#0,"""Kyaaaaaaaaaaaaaaaaaaaaaa !!!¿Qué es esto?¿Quien es esta... Forma de vida ADORABLE?!"""
st_042040_0030#0,"""¡Oh Dios mío! ÉL ES. ES DEMASIADO. ¡LINDO!, ¡Pelo rubio!, ¡Ojos azules!, ¡Y ese suéter!... ¡Es un milagro de este mundo!"""
st_042040_0040#0,"""...¡Ella es espeluznante!... ¡Hermana mayor!"""
st_042040_0050#0,"""Hehehe, no seas tan cruel... ¡Podemos divertirnos juntos!, No te haré nada malo."""
st_042040_0060#0,"""Abajo, chica."""
st_042040_0070#0,"""Kohri, ¿No dijiste que odiabas a los chicos?"""
st_042040_0080#0,"""Oh, no, Siempre puedo tolerar chicos femeninos~!"""
st_042040_0090#0,"""No puedo creer que hayas dicho algo así."""
st_042040_0100#0,"""Por cierto Hitsugi, ¿De dónde lo recogiste?"""
st_042040_0110#0,"""...No te rías, ¿De acuerdo?"""
st_042040_0120#0,"""Dentro de PSO2, huh... Hmm... Umm... Hmm..."""
st_042040_0130#0,"""Sé que es difícil de creer, pero es la verdad. Si piensas en ello, es la única explicación que tiene sentido."""
st_042040_0140#0,"""¡No estoy dudando de ti! ¿Alguna vez he dudado de ti antes, Hitsugi?"""
st_042040_0150#0,"""Pero si es verdad, entonces... ¿Puedo llevarme conmigo este precioso rollito de canela?"""
st_042040_0160#0,"""Estoy hablando en serio."""
st_042040_0170#0,"""Vamos, estaba jugando."""
st_042040_0180#0,"""Pero independientemente de que si trajiste o no a Aru de PSO2, definitivamente tenemos un problema en nuestras manos, ¿No?"""
st_042040_0190#0,"""Ahora que lo pienso, aparte de la lógica normal, creo que tengo una idea de lo que podría haber causado esto."""
st_042040_0200#0,"""Dices eso, pero... Todo lo que pasó ayer fue tan irreal. ¿Cómo puedes saber cómo sucedió esto?"""
st_042040_0210#0,"""...Aru. No recuerdas nada, ¿Verdad?"""
st_042040_0220#0,"""Hmm... Ahora, ¿Qué deberiamos hacer? Si tuviéramos a alguien a quien preguntarle, podríamos encontrar una pista que nos ayude."""
st_042040_0230#0,"""Bueno, supongo que podría preguntarle a <%me>..."""
st_042040_0240#0,"""Creo que ni siquiera podría explicar la existencia de <%me>…! De hecho, necesito que alguien más me explique todo esto!"""
st_042040_0250#0,"""Ah... ¡Achoo!"""
st_042040_0260#0,"""Pensando en ello, quería preguntar antes, pero ¿Por qué está usando eso?"""
st_042040_0270#0,"""Uhh... Esto era lo único que tenía para vestirlo..."""
st_042040_0280#0,"""Hmm, bueno... Hay mucho que no sabemos, pero hagamos lo que podamos por ahora, ¿De acuerdo?"""
st_042040_0290#0,"""Aru, ¿Por qué no vamos a comprarte ropa?"""
st_042040_0300#0,"""Ropa, ¿Eh?... Suena bien... Me gustaría intentar usar algo diferente también... ¡Ah! O-Olvida lo que dije!"""
st_042040_0310#0,"""¡Ejem! Ahora, con respecto a Aru... ...No tenemos suficientes datos para determinar si es de nuestro mundo o el de ellos."""
st_042040_0320#0,"""Podríamos averiguar más si nos encontraramos con él en persona, pero no podemos exactamente pedirle que venga aquí... Hrmm, esto es frustrante."""
