st_045020_0001#0,"""A.D.2028/4/17/12:00"""
st_045020_0010#0,"""Mother... Sr. Ophiel ...<br>¿Cómo está Hitsugi?, ¿Saben por qué no despierta?"""
st_045020_0020#0,"""¡Imposible, imposible, imposible!, ¡Estaba 100% muerta! La cortaste sin vacilación y la apuñalaste en el estómago. Es realmente inquietante, ya sabes."""
st_045020_0030#0,"""En realidad no, Och. Podría haber zombis, me encantaría ver uno. Por casualidad, ¿Tu espada convierte a la gente en zombies?"""
st_045020_0040#0,"""Pero... Mother me dijo que está era la única forma de salvar a Hitsugi... Mother dijo """
st_045020_0050#0,"""Lo hice. Sin embargo, no esperaba este nivel de poder de usted. Parece que juzgué mal su fuerza."""
st_045020_0060#0,"""Kohri Washinomiya. Tienes mis sinceras disculpas. Permití que Histugi resultara herida, con sus propias manos. Lo siento."""
st_045020_0070#0,"""N-No... No es culpa de Mother."""
st_045020_0080#0,"""Examen completado No hay anomalías en su cuerpo, todo está normal. No hay ninguna razón por la que debería estar en coma."""
st_045020_0090#0,"""Entonces... El problema radica en su corazón."""
st_045020_0100#0,"""¿Su corazón?"""
st_045020_0110#0,"""Sí. La personificación del ether es la manifestación de la voluntad de una persona."""
st_045020_0120#0,"""Hitsugi Yasaka encarnó su arma con una voluntad insegura, y debido a eso, se rompió y se desmoronó. Para decirlo simplemente... Ella tiene el corazón roto."""
st_045020_0130#0,"""Las armas se pueden crear una y otra vez, pero solo a causa de la voluntad de tu corazón. Sin embargo, si ese testamento es aplastado..."""
st_045020_0140#0,"""Ya veo. Entonces, ¿Estás diciendo que perdió la voluntad de vivir? Si bien eso suena demasiado poético para mí, parece ser la única razón lógica."""
st_045020_0150#0,"""ヒツギちゃん……"""
st_045020_0160#0,"""Pero... Con el poder de Mother, Hitsugi puede volver a la normalidad, ¿Verdad?"""
st_045020_0165#0,"""Eso es..."""
st_045020_0170#0,"""Correcto, Kohri Washinomiya. Pero primero, debemos eliminar a los que engañaron a Hitsugi Yasaka. ¿Entiendes quiénes son?"""
st_045020_0180#0,"""<%me> y ARKS... La gente que rompió el corazón de Hitsugi. Solo necesito borrar a esas personas, ¿Verdad?"""
st_045020_0190#0,"""Exactamente. Si haces eso, Hitsugi Yasaka volverá a la normalidad como antes."""
st_045020_0200#0,"""Espera y mira, Hitsugi... Te voy a salvar, pase lo que pase. Me aseguraré de no tener que sufrir nunca más."""
st_045020_0210#0,"""Manipular a una niña así... Incluso si fuera por mi bien, no me gusta."""
st_045020_0220#0,"""Entiendo tu descontento, Mother. Sin embargo, esto es todo para nuestro objetivo."""
st_045020_0230#0,"""Por favor, no dejes que te moleste. Si alguien debe ensuciarse las manos... Prefiero que me caiga ese papel."""
st_045020_0240#0,"""Correcto... Tu papel es ensuciarte las manos. ¡Me pregunto cómo se siente realmente?! ¿Tal vez es solo un pervertido al que le gustan las mujeres jóvenes?"""
st_045020_0250#0,"""Och, ¿Estás molesta porque el Sr. Ophiel te rescato?"""
st_045020_0260#0,"""¿Quien dijo algo como eso?"""
st_045020_0270#0,"""En cualquier caso, el verdadero peligro aquí es esa niña Kohri. Amar a alguien demasiado es realmente peligroso. Ella me hizo temblar al 50%."""
st_045020_0280#0,"""Esos tipos de personas usualmente se llaman [yandere]. Este será un buen material de referencia, debo tomar notas."""
st_045020_0290#0,"""Mother... ¿Está realmente bien? Se siente 80% peligrosa desde el principio."""
st_045020_0300#0,"""También hay evidencia establecida de que es difícil lidiar con una yandere, ya sea amigo o enemigo."""
st_045020_0310#0,"""No importa. Su corazón no se romperá tan fácilmente. Kohri Washinomiya está tratando de salvar a Hitsugi Yasaka con su propia voluntad, obteniendo el poder para hacerlo."""
st_045020_0320#0,"""Si bien estoy seguro de que Ophiel intervino, sus deseos son puros."""
st_045020_0330#0,"""Pero más importante aún... Och Miller. Phul Janice Lasswitz."""
st_045020_0340#0,"""Lamento que los deberes que le puse fueran tan duros. Por favor perdonen mi cobardía."""
st_045020_0350#0,"""N-No, Espere... No hay necesidad de disculparse, Mother."""
st_045020_0360#0,"""Mother, Entendemos al 100% que este es nuestro papel. Quiero decir, después de todo, soy yo quien hizo los cálculos."""
st_045020_0370#0,"""Me detuve en la última misión, pero todos los preparativos están completos para el próximo. Dejanoslo a nosotras."""
st_045020_0380#0,"""¡Esto es algo que solo podemos hacer! Lo haremos al 200% de acuerdo con los deseos de Mother."""
st_045020_0390#0,"""Me salvaste a mí y a Och, que estabamos a punto de quedar excluidos de la sociedad... Nunca olvidaré tu amabilidad."""
st_045020_0400#0,"""¡La edad no tiene nada que ver con la habilidad! Solo Mother entendió esto... Mother nos reconoció."""
st_045020_0410#0,"""Gracias a Mother, pude continuar escribiendo."""
st_045020_0420#0,"""Gracias a Mother, pude avanzar en mis cálculos"""
st_045020_0430#0,"""Y luego, también ganamos poder. Aprendimos todo tipo de cosas que nunca podríamos tener de otra manera."""
st_045020_0440#0,"""Es por eso que Phul y yo queremos usar todo nuestro poder para Mother. Incluso si eso significa arrojar al 100% nuestras vidas, no nos arrepentiremos."""
st_045020_0450#0,"""Dejemos pagar nuestra deuda, Mother.<br>Agradecer a Mother por tratarnos como personas<br>Ese es el primer recordatorio que escribí."""
st_045020_0460#0,"""Och Miller... Phul Janice Lasswitz... Estoy muy orgullosa de haberlas conocido."""
