st_046030_0001#0,"""A.D.2028/4/19/13:00"""
st_046030_0010#0,"""Dime, Xiera... Probablemente sea porque Aru fue absorbido por Mother, ¿verdad?"""
st_046030_0020#0,"""Sí... ese es probablemente el caso."""
st_046030_0030#0,"""Continuando nuestra conversación anterior, con las dos conexiones ahora debilitadas, lo que ahora está dentro de Aru es en su mayoría elementos Darkers."""
st_046030_0040#0,"""Si asumimos que Mother está usando el poder de Aru..."""
st_046030_0050#0,"""No sería extraño que el aspecto Darker salga con fuerza."""
st_046030_0060#0,"""La fusión de los elementos Ether y Darker de Aru...."""
st_046030_0070#0,"""De su fusión, nació un nuevo tipo de Phantom... ESC-A Darkers."""
st_046030_0080#0,"""Extrañamente, porque los vimos en persona, terminamos demostrando que nuestra teoría era verdadera."""
st_046030_0090#0,"""Si tienen las mismas propiedades que los Darkers, esto podría ser realmente malo."""
st_046030_0100#0,"""Hubo un incidente secreto anterior donde aparecieron los Darkers en la Tierra. Lo tratamos, junto con ARKS, pero incluso algunos de ellos causaron mucho alboroto."""
st_046030_0110#0,"""Estos monstruos que infectan todo, ahora se vuelven Phantoms que aparecen sin fin... Eso no es algo en lo que me guste pensar."""
st_046030_0120#0,"""De acuerdo con los datos de combate, parece que todavía no son totalmente Darkers, sin embargo..."""
st_046030_0130#0,"""Eso significa que no hay mucho tiempo que perder."""
st_046030_0140#0,"""Todo se está poniendo cade vez mas complicado... ¡Tengo que recuperar a Aru tan pronto como sea posible!"""
st_046030_0150#0,"""1. No te pongas demasiado nerviosa"""
st_046030_0160#0,"""2. No te esfueres demasiado"""
st_046030_0170#0,"""Uh... ¿Escuchaste eso justo ahora? No, no, no fue nada."""
st_046030_0180#0,"""No es nada, idiota. Nuestra situación actual es porque intentaste manejar todo tú sola. Nada bueno vendrá de eso."""
st_046030_0190#0,"""Enfréntate con firmeza y acaba de derramarlo. Deja de guardarte todo lo que quieras. Sigo siendo tu hermano mayor, ya sabes."""
st_046030_0200#0,"""...Gracias. <%me>, hermano."""
st_046030_0210#0,"""Quiero decir, es tan doloroso y frustrante, y todo hasta ahora es solo una tormenta de auto odio y disgusto."""
st_046030_0220#0,"""Pero nunca me detendré. No voy a perder nada nunca más."""
st_046030_0230#0,"""Mientras tenga un corazón fuerte, nada cambiará si continúa cargando sus cargas sola. Necesitas confiar más en los demás."""
st_046030_0240#0,"""Hm, Si tan sólo tuviera una persona confiable para permanecer a mi lado..."""
st_046030_0250#0,"""Sí, si sólo..."""
st_046030_0260#0,"""Pero ahora están conmigo. Ambos, <%me> y mi hermano, entonces todo está bien."""
st_046030_0270#0,"""No... Supongo que tuve a alguien antes. Había alguien de quien podía depender, pero estaba demasiado ciega como para verlo."""
st_046030_0280#0,"""¿No es cierto, Kohri?"""
st_046030_0290#0,"""¿Me llamaste, Hitsugi?"""
st_046030_0300#0,"""¿Que?!"""
st_046030_0310#0,"""He venido a recogerte, Hitsugi."""
st_046030_0320#0,"""Ahora, ¿vas a ver a Mother conmigo? ¿Y volver a la normalidad? Esta vez, de seguro."""
st_046030_0330#0,"""Kohri... """
st_046030_0340#0,"""<%me>! Desde que llegaste, Hitsugi ha estado actuando de forma extraña... ¡Por ti!"""
st_046030_0350#0,"""Si solo no estuvieras aquí... ¡Incluso ahora, Hitsugi estaría a mi lado!"""
