st_044100_0001#0,"""A.D.2028/4/15/12:30"""
st_044100_0010#0,"""La-La...... Laplace!... ¿Qué?<br>¿Qué esto supera la causalidad...<br>qué... Como!?"""
st_044100_0020#0,"""Un ataque más allá del principio de causalidad... ¡¿Qué?!, ¡Definitivamente hay algo mal!, ¡Eso es 100% imposible!, ¡¿Qué sucede contigo?!"""
st_044100_0030#0,"""¡Todo lo que significa es que su tiempo de cómputo está a la mano!"""
st_044100_0040#0,"""¡Maldición!"""
st_044100_0050#0,"""¡¿Ella desapareció?!, ¡¿A dónde fue?!"""
st_044100_0060#0,"""Eso es lo que sucede cuando subestimas a tu oponente. Och, no puedes llamarte un erudito si no puede adaptarte a circunstancias imprevistas."""
st_044100_0070#0,"""¡Cállate!, ¡Nadie te dijo que me salvaras!"""
st_044100_0080#0,"""Por supuesto no. Estoy al tanto. No vine aquí para salvarte. El tiempo ha llegado."""
st_044100_0090#0,"""¿El tiempo ha llegado?"""
st_044100_0100#0,"""¡<%me>! Enga!, ¡Ésto es una emergencia! Hitsugi esta... ¡Hitsugi esta!..."""
st_044100_0110#0,"""¡¿Qué?!"""
st_044100_0120#0,"""¡Detente, Kohri!, ¡Estás siendo engañada!"""
st_044100_0130#0,"""Fufu, de que estas hablando, Hitsugi? No he sido engañada en absoluto."""
st_044100_0140#0,"""Esta arma, está fuerza... Todo esto se logró porque lo deseé. Mother no tiene nada que ver con esto."""
st_044100_0150#0,"""Estoy aquí por mi propia voluntad. Porque quería salvar a Hitsugi, vine aquí."""
st_044100_0160#0,"""¿Tu propio libre albedrío?..."""
st_044100_0170#0,"""¿Hitsugi, digamos, Hitsugi?, ¿Por qué está Hitsugi en ese lado?, ¿Por qué estás en un lugar diferente al mío?"""
st_044100_0180#0,"""¿Qué es exactamente lo que Hitsugi espera lograr con ellos?"""
st_044100_0190#0,"""Yo, yo..."""
st_044100_0200#0,"""Mira, no puedes responder!, ¡Hitsugi está siendo controlada después de todo! Hitsugi es la que está siendo engañada..."""
st_044100_0210#0,"""N-No!, ¡Eso no es cierto! Lo decidí por mí misma... ¿Por qué estoy aquí, por qué peleo, para qué uso mi fuerza?"""
st_044100_0220#0,"""Entonces, ¿Por qué estás tan perdida?"""
st_044100_0230#0,"""Ya dije esto antes, ¿No? Hitsugi es alguien que sigue avanzando, sin dudar. No quiero ver a está Hitsugi perdida."""
st_044100_0240#0,"""Si no estás siendo engañada o controlada, y no estás perdida... Entonces matame."""
st_044100_0250#0,"""¿Matarte?"""
st_044100_0260#0,"""¿Qué sucede? Avanza, sin dudar. Si estás diciendo la verdad, entonces estaré bien siendo asesinada por ti. Ahora hazlo."""
st_044100_0270#0,"""Como esperaba... No eres Hitsugi, después de todo."""
st_044100_0280#0,"""Te derribaré Sin dudarlo. Después de todo, esa es la única forma de salvar a Hitsugi."""
st_044100_0290#0,"""Con mucho gusto mataré a Hitsugi para salvarte, Hitsugi."""
st_044100_0300#0,"""¡Gah!"""
st_044100_0310#0,"""Ah!... Ahhhhhhhhh!"""
st_044100_0320#0,"""Gah... Ahh... Ah!... Duele!... Duele!..."""
st_044100_0330#0,"""Un arma hecha a partir de mentiras es tan frágil. Se rompió tan fácilmente."""
st_044100_0340#0,"""Solo espera, Hitsugi. Voy a matar a esa Hitsugi falsa por ti ahora."""
st_044100_0350#0,"""ひ……！"""
st_044100_0360#0,"""No tengas tanto miedo, Hitsugi. Está bien, todo terminará pronto. Solo dolerá al principio..."""
st_044100_0370#0,"""Y luego, volverás a la normalidad. Mother te devolverá a la normalidad."""
st_044100_0380#0,"""No... Por favor, detente, Kohri... ¡Deja de... No te acerques más!"""
st_044100_0390#0,"""Hitsugi nunca diría una cosa así."""
st_044100_0400#0,"""Koh... Ri........."""
st_044100_0410#0,"""Lo hice, Hitsugi. Lo hice... Ahora Hitsugi puede volver a la normalidad. Solo un poco más, Hitsugi."""
st_044100_0420#0,"""Fufu... Ahaha... Hahahahahahahahahahahahahahahaha!"""
st_044100_0430#0,"""Ar...U......<br>Chicos......"""
