st_045090_0001#0,"""A.D.2028/4/17/15:40"""
st_045090_0010#0,"""Earth Guide no puede contactar a ARKS..."""
st_045090_0020#0,"""Ni siquiera sabemos a dónde fue la nave ARKS. ¿Cómo se supone que debemos regresar allí? ¡Maldición!"""
st_045090_0030#0,"""¿Qué está pasando? Hitsugi ¡¿Qué pasa?!"""
st_045090_0040#0,"""¿El Ether está fuera de control?, ¿Qué demonios es esto?"""
st_045090_0045#0,"""¡¿Qué?!<br>¡<%me>!, ¡Hitsugi!"""
st_045090_0050#0,"""Estoy harta de todo esto... Estoy cansada de estar sola... No quiero perder nada...'"""
st_045090_0060#0,"""No llores, hermanita. Estoy aquí contigo."""
st_045090_0070#0,"""¿Aru?"""
st_045090_0080#0,"""Y no solo yo... El hermano mayor Enga... Y <me%> estan a tu lado también."""
st_045090_0090#0,"""Hey, hermana mayor... ¿Puedes sentir nuestra presencia?"""
st_045090_0100#0,"""Es... Cálido este es Aru, Enga, y... ¿<%me>?"""
st_045090_0110#0,"""No estas sola, hermana mayor. Hermana mayor no está equivocada sobre nada."""
st_045090_0120#0,"""¡Pero no tengo ningún motivo!, Nada de lo que quiero hacer... Incluso perdí a Kohri..."""
st_045090_0130#0,"""¡Estoy... Ya estoy harta de tener miedo! Estoy harta de todo el dolor!, ¡El sufrimiento, las luchas, todo eso!"""
st_045090_0140#0,"""Entonces, tomaré todas tus cargas."""
st_045090_0150#0,"""...¿Qué?"""
st_045090_0160#0,"""El miedo, el dolor, el sufrimiento, las luchas... E incluso estar sola, lo tomaré todo."""
st_045090_0170#0,"""Entonces no llores, hermanita. No quiero verte llorar."""
st_045090_0180#0,"""Como esa vez me rescataste... Como esa vez me salvabas... Abre los ojos, mira hacia adelante... Y sonríe."""
st_045090_0190#0,"""¿Aru? Hey, Aru... ¿A dónde vas?"""
st_045090_0200#0,"""Hermana mayor... Siempre estaré a tu lado."""
st_045090_0210#0,"""¡Aru!"""
