st_047030_0001#0,"""A.P.241/4/22/18:00"""
st_047030_0010#0,"""Dime, Hitsugi. ¿Realmente vas a pelear contra Mother?"""
st_047030_0020#0,"""¿Qué?, ¿Tienes miedo ahora?"""
st_047030_0030#0,"""Oh, no, eso no es lo que quise decir... Estaba pensando, tal vez toda está situación se ha vuelto demasiado grande para que podamos manejarla."""
st_047030_0040#0,"""Sí... Está situación es definitivamente más de lo que esperaba."""
st_047030_0050#0,"""Apóstoles de Mother Cluster... Armas encarnadas, ESC-A darkers... Habrían sido impensables antes."""
st_047030_0060#0,"""Pero, no importa qué tan fuera de control parezcan las cosas, mi objetivo no cambiará."""
st_047030_0070#0,"""Voy a rescatar a Aru de Mother. Ese es mi único objetivo."""
st_047030_0080#0,"""Ya veo."""
st_047030_0090#0,"""Kohri, todavía dudas, ¿Verdad? Si debes o no luchar contra Mother."""
st_047030_0100#0,"""¿Qué? N-No, eso no es..."""
st_047030_0110#0,"""¿Está bien Mother o está equivocada?, ¿Estamos en lo cierto o estamos equivocados? Eso es algo que no sabremos ya que estamos involucrados."""
st_047030_0120#0,"""Es por eso que no es importante. Lo importante es lo que quieres hacer."""
st_047030_0130#0,"""Piensa por ti mismo y decide por ti mismo... Eso es todo."""
st_047030_0140#0,"""Kohri, Si todavía estás confundida, no tienes que venir conmigo. Estar confundida puede conducir a experiencias dolorosas."""
st_047030_0150#0,"""Hitsugi quiere salvar a Aru Entonces quiero apoyar a Hitsugi. Ese es mi único objetivo."""
st_047030_0160#0,"""Es por eso que no voy a dudar. Voy a ir con Hitsugi."""
st_047030_0170#0,"""Kohri ..."""
st_047030_0180#0,"""Además, si Mother está equivocada, entonces tenemos que detenerla...<br>Como miembros de Mother Cluster."""
st_047030_0190#0,"""Entonces, como de costumbre, me moveré rápido y sin piedad. Mejor prepárate, Kohri."""
st_047030_0200#0,"""Si."""
st_047030_0210#0,"""...Hitsugi, has cambiado."""
st_047030_0220#0,"""De Verdad?, ¿Tal vez es solo mi acto duro?"""
st_047030_0230#0,"""No, eso no es cierto. Antes, tus respuestas se basaban en la lógica, y presionaste debido a eso, pero ahora eres diferente."""
st_047030_0240#0,"""Diciendo lo que quieres, haciendo lo que sientes, cobrando impulso cada paso."""
st_047030_0250#0,"""Estoy escuchando eso como \""Actuando sin pensar\""... Pero supongo que tienes razón."""
st_047030_0260#0,"""Pero ya sabes... Me gusta más está Hitsugi."""
st_047030_0270#0,"""...Oh, Es aquí donde te enojas y te vas? \""¡Deja de pretender ser Hitsugi!\"" o digas \""¡No eres la verdadera!\"" y me cortas?"""
st_047030_0280#0,"""¡No me recuerdes eso!"""
st_047030_0290#0,"""Además, estabas muy confundida en ese momento, ¿Sabes? Que realmente se parecía como una falsificación, ya sabes!"""
st_047030_0300#0,"""Eres rápida para escupir veneno. Es decir, yo estaba bastante insegura en ese momento, pero..."""
st_047030_0310#0,"""Pero entonces, en ese momento, Kohri me cortó bien, así que pude volver a los sentidos."""
st_047030_0320#0,"""Uuuuuu... ¡Córtame!, ¡Y luego... Apuñalame!, ¡Hitsugi, mátame con tus propias manos!"""
st_047030_0330#0,"""Y viviré para siempre en el corazón de Hitsugi, por toda la eternidad..."""
st_047030_0340#0,"""Oh, ¡Eso podría ser realmente romántico! Para mantenerte para siempre en tu corazón... ¡Muy poético!"""
st_047030_0350#0,"""...Tu nunca cambias no importa cual sea la circunstancias."""
