st_043025_0001#0,"""A.P.241/3/31/12:00"""
st_043025_0010#0,"""아, <%me>……<br>……아니, 우왓, 위험해!"""
st_043025_0020#0,"""왜, 왜 그래, 누나?"""
st_043025_0030#0,"""저거, 저거!<br>저기 4인조!"""
st_043025_0040#0,"""아는 사이야?"""
st_043025_0050#0,"""적이야?"""
st_043025_0060#0,"""……응.<br>저거 우리 학교 학생회 멤버야.<br>……즉 마더 클러스터의 멤버."""
st_043025_0070#0,"""<%me>한테 있어선<br>적이라면 적. 저거 우리 학교 학생회 멤버.<br>……즉, 마더 클러스터의 멤버야."""
st_043025_0080#0,"""내가 처음에 했던 것처럼<br>아바타를 통해서 이쪽을<br>조사하러 와있는 거야…… 으힉!"""
st_043025_0090#0,"""……갔어? 갔어?<br>……다행이다, 어떻게든 안 들켰어."""
st_043025_0100#0,"""아는 사람한테는 제대로 인사하는 게<br>낫지 않아? 누나."""
st_043025_0110#0,"""마더 클러스터에서 나왔으니까<br>맘편하게 인사할 수 있을 리 없잖아."""
st_043025_0120#0,"""왜?"""
st_043025_0130#0,"""왜냐니…… 그야 적 취급 받고<br>습격당할 수도 있으니까?"""
st_043025_0140#0,"""……그러고보니 나에 대한 거<br>학교에는 어떻게 전해진 걸까."""
st_043025_0150#0,"""자업자득이라곤 해도<br>퇴학 같은 거 당하긴 싫은데……"""
