name01#0,"""？？？"""
name02#0,"""？？？"""
un_031030_0001#0,"""A.P.239/1/8"""
un_031030_0010#0,"""……あ、貴方。<br>あの、よければ、ちょっと話を<br>聞いてもらえないかしら。"""
un_031030_0020#0,"""……あのハンターの男……<br>オーザから、私のことを<br>何か聞かれたりしてないかしら？"""
un_031030_0030#0,"""……一緒だった、と言えるのは<br>あのマザーシップの時ぐらいで<br>その後は、ほとんど会ってなくて……"""
un_031030_0040#0,"""１．特に何も聞かれていない"""
un_031030_0050#0,"""２．何かあったのか？"""
un_031030_0060#0,"""……そう。<br>ううん、別になにか特別なことが<br>あったというわけでも、ないの。"""
un_031030_0070#0,"""……何かがあった<br>というわけではないけど<br>ちょっと、気になって。"""
un_031030_0080#0,"""……話せない、ってわけじゃないの。<br>ただ、どうしても距離をとってしまって<br>気まずくなっちゃって。"""
un_031030_0090#0,"""……だって<br>こっちの気持ちもおかまいなしに<br>どんどん近づいて来るんだもの。"""
un_031030_0100#0,"""だから、私はハンターが嫌い。<br>暑苦しくて、無遠慮で……"""
un_031030_0110#0,"""……そんなことばかり言ってたら<br>敬遠されても、当然よね。"""
un_031030_0120#0,"""……私はハンターが嫌い。<br>だけど、彼のことを嫌っている<br>わけじゃないわ。"""
un_031030_0130#0,"""いろいろ話したいこともある。<br>でも……もう手遅れなのかも。<br>……全部、私が頑固だったから。"""
un_031030_0140#0,"""……ごめんなさい。<br>ヘンな話に付き合わせちゃって。<br>それじゃあね。"""
un_031030_0150#0,"""……ふむ、こっちはこっちで<br>あと一押しが必要って感じだね。"""
un_031030_0160#0,"""背中を押したつもりが<br>半年間もまごまごされ続けるなんて<br>思ってもみなかったなあ。"""
un_031030_0170#0,"""まー、こうなっちゃったのは<br>わたしの責任でもあるし<br>もう一肌脱がなきゃダメかな？"""
un_031030_0180#0,"""そのときは、貴方も協力してね？<br>それじゃっ。"""
