st_039030_0001#0,"""A.P.239/5/10/11:00"""
st_039030_0010#0,"""Did you get lost? There, there, it's alright now."""
st_039030_0020#0,"""...Hehe. No wonder they dislike you."""
st_039030_0030#0,"""It's obvious, isn't it? When we were Apprentice, we attacked this planet many times."""
st_039030_0040#0,"""ARKS, Lillipans, how much they suffered... Seeing their reactions, I know."""
st_039030_0050#0,"""It's not just that. Even the events on this planet are our fault!"""
st_039030_0060#0,"""You would have known. When we were monitoring it..."""
st_039030_0070#0,"""Umm, Yucchan. Are you convinced?"""
st_039030_0080#0,"""Just because you got involved, you're hating yourself like this... blaming yourself."""
st_039030_0090#0,"""...That's right. It was unreasonable."""
st_039030_0100#0,"""But, it wasn't anyone's fault. Whether I desired it or not, it was a fact that I was Dark Falz."""
st_039030_0110#0,"""Aurora... Why are you afraid?"""
st_039030_0120#0,"""...! As if I'm afraid!"""
st_039030_0130#0,"""We're still linked. Even some emotions are transmitted."""
st_039030_0140#0,"""Are you scared that people will hate you?"""
st_039030_0150#0,"""...Of course I am. If you're hated, it's over. You'll only fall down."""
st_039030_0160#0,"""It was thanks to the people I liked, people I had, that I was able to stand there."""
st_039030_0170#0,"""I don't want to be hated. I wanted to be loved."""
st_039030_0180#0,"""That's right! Even Profound Darkness, I don't know anything, nothing!"""
st_039030_0190#0,"""Even so, having everyone saying it's our fault! They hate us... They hate me!"""
st_039030_0200#0,"""That's why I responded... I didn't think it would become like this!"""
st_039030_0210#0,"""Everyone... Other than myself... where did they go?"""
st_039030_0220#0,"""They were called up by God, right? They're not the type to disappear easily! Seven Gods! Thirteen Goddesses! Where?!"""
st_039030_0230#0,"""To be up there... In order to go there, I've sacrificed everything!"""
st_039030_0240#0,"""Mai, Labyu, Flora, Loto!\u3000Nanaki!\u3000Tamu! ...Are they really dead?"""
st_039030_0250#0,"""I... didn't plan for this to happen, why... did it become like this?"""
st_039030_0260#0,"""Yucchan... Am I bad? I'm not bad, right?"""
st_039030_0270#0,"""Please, tell me Yucretia. Both of us... We're not bad, right?"""
st_039030_0280#0,"""...You have to decide that for yourself."""
