name01#0,"""？？？"""
name02#0,"""？？？"""
un_037060_0010#0,"""<%me> 씨.<br>죄송합니다. 제가 제대로<br>두 분을 말렸더라면…"""
un_037060_0020#0,"""무리해서라도 출격을 막았더라면<br>분명 이런 일은<br>없었을 텐데…"""
un_037060_0030#0,"""필리아 탓이 아니야"""
un_037060_0040#0,"""신경 쓰지 마"""
un_037060_0050#0,"""하지만…!"""
un_037060_0060#0,"""그래그래, 이미 일어난 일을<br>신경 써 봐야 소용없지."""
un_037060_0070#0,"""아, 아자나미 씨!?"""
un_037060_0080#0,"""모두 각자 나름대로 최선을 다했고<br>그 결과가 지금인 거야.<br>「만약」이나 「하지만」은 없어."""
un_037060_0090#0,"""마찬가지야, <%me>.<br>스스로 한 일을 후회하지는 않잖아.<br>그렇지?"""
un_037060_0100#0,"""그리고 아직 끝난 것도 아니야.<br>끝나게 두지 않으려고<br>다 함께 구하러 가려는 거잖아."""
un_037060_0110#0,"""다만, 힘든 싸움이 될 거야.<br>부상자도 잔뜩 나오겠지."""
un_037060_0120#0,"""그 사람들을 치료해 줄 사람이<br>제대로 서 있지 않으면 큰일이지.<br>그렇지, 필리아?"""
un_037060_0130#0,"""…네, 그렇네요."""
un_037060_0140#0,"""돌아온 마토이 씨를<br>호되게 혼내 주기 위해서라도<br>…저는, 똑바로 서 있어야겠어요."""
