name01#0,"""？？？"""
name02#0,"""？？？"""
un_031120_0010#0,"""あら、あなたですかあ。<br>リサに何かご用事ですかあ？"""
un_031120_0020#0,"""リサはのんびりのほほん<br>自由気ままに戦闘中ですよお。"""
un_031120_0030#0,"""アークス内のごたごたが落ち着いて<br>あそこにいても、あんまりわくわく<br>しなくなっちゃいましたからねえ。"""
un_031120_0040#0,"""とはいえ、ここもそこまで<br>わくわくするかといわれると<br>難しいところですねえ。"""
un_031120_0050#0,"""黒いおっきな人たちは、的として最高。<br>ダーカーもいるし、撃ちたい放題<br>狙いたい放題！\u3000なんですけど……"""
un_031120_0060#0,"""何ででしょうねえ？<br>どうしてでしょうねえ？<br>白い人たちは、リサを崇めてくるんです。"""
un_031120_0070#0,"""とくに、黒いおっきな人を撃った時なんか<br>もう大歓声でちやほやされて……<br>とっても、気分が悪いですよお。"""
un_031120_0080#0,"""ためしに白い人たちも撃ってみましたが<br>めげずに崇めてくるからもう大変です。<br>思わぬ天敵にリサもお手上げです。"""
un_031120_0090#0,"""……ま、どこを撃っても怒られない<br>という意味では、とっても気楽に<br>やれているんですけどね。ふふふっ。"""
