name01#0,"""？？？"""
name02#0,"""？？？"""
ra_020075_0001#0,"""A.P.238/5/8"""
ra_020075_0010#0,"""ああ、あんたええところに来た。<br>このねーちゃんなんとかしてくれ。"""
ra_020075_0020#0,"""何よ、人探しを手伝ってあげるって<br>言ってるだけじゃない。"""
ra_020075_0030#0,"""誰も頼んどらんやろうが。"""
ra_020075_0040#0,"""ふーん……エネミーに追われて<br>あたしに泣きついてきたのは<br>誰だったかしらねえ？"""
ra_020075_0050#0,"""ぐっ……ね、ねーちゃんやって<br>そのまま一緒に逃げてただけやろ！"""
ra_020075_0060#0,"""ちょっ……！<br>それ秘密って言ったでしょ！"""
ra_020075_0070#0,"""はー……まったく<br>言葉が通じるって面倒ね。"""
ra_020075_0080#0,"""なんであんたはあたし達の言葉を<br>しゃべることができるのよ。"""
ra_020075_0090#0,"""そんなんオレが知るわけないやろ。"""
ra_020075_0100#0,"""あんたらの事なんて知らん。<br>しかしオレらは昔から喋ってて<br>この星は昔っからこんな感じよ。"""
ra_020075_0110#0,"""むかーしむかしから生きとった<br>じーさんばーさんなら<br>なんか知っとったかもしれんが……"""
ra_020075_0120#0,"""いるんじゃない<br>そういう事情のわかる人。<br>それを紹介してよね。"""
ra_020075_0130#0,"""そんなこと言われても<br>もうどっこにもおらんから<br>紹介のしようがないわ。"""
ra_020075_0140#0,"""……え？"""
ra_020075_0150#0,"""動きの鈍ったモンからやられる。<br>世の中って、そういうモンやろ。"""
ra_020075_0160#0,"""あんたらだってそういう世界で<br>生きてるんとちゃうんか？"""
ra_020075_0170#0,"""……違うよ。<br>最初にいなくなるのはね<br>何よりも人のために動くヤツ。"""
ra_020075_0180#0,"""残される側の<br>気持ちも知らないでね。"""
ra_020075_0190#0,"""……って、こんな雑談<br>しとる場合じゃなかった！<br>はよ探しに行かんと！"""
ra_020075_0200#0,"""ねーちゃん、何ぼさっとしとるんや！<br>オレを守るとかなんとか<br>偉そうなこと言うとったやろ！"""
ra_020075_0210#0,"""え？\u3000あ……ああ、そうね！<br>だからほら、先走って<br>勝手に進むんじゃないわよ！"""
ra_020075_0220#0,"""<%me><br>それじゃあね！"""
ra_020075_0230#0,"""こらっ、だから先行くなって……！"""
