name01#0,"""？？？"""
name02#0,"""？？？"""
st_010070_0010#0,"""見ろ、相棒！\u3000あそこ！<br>おれたちと同じ、試験生がいるぞ！"""
st_010070_0020#0,"""おい、おーい、無事かー！<br>よかった、こっちは二人で……"""
st_010070_0030#0,"""あ……ああ…………そ、そんな……冗談だろ……<br>あんなにあっけなく……人が……"""
st_010070_0040#0,"""うっ……うえぇっ……！"""
st_010070_0050#0,"""はっ……はあっ……なんでこんなにたくさん来るんだよ……<br>何が目的なんだよ、おまえらはっ！"""
st_010070_0060#0,"""……いや、恐ろしいぐらいドンピシャ。<br>悠長なエコー置いてきて正解だったぜ。"""
st_010070_0070#0,"""おい、おまえら、大丈夫か！"""
st_010070_0080#0,"""せ、正規のアークス？"""
st_010070_0090#0,"""救援に来てくれたんですね！<br>よかった、助かった……"""
st_010070_0100#0,"""あー……うーん、なんつーか、思ったより数がいるな、これ。<br>正直すっげえ予想外。"""
st_010070_0110#0,"""え、あの……？<br>ちょっと、先輩、助けに来てくれたんじゃ……？"""
st_010070_0120#0,"""おう、だから今、助けの助けを呼んどいた。<br>合流地点はこの先だ、突っ切るぞ。"""
st_010070_0130#0,"""ちょ、ちょっ！\u3000おれたちも戦うんですか？"""
st_010070_0140#0,"""アークスなんだから当然だろ？<br>ほら、お前と違ってそっちのやつはしっかり準備してるぜ？"""
st_010070_0150#0,"""お、おい、相棒…………はぁ、わかったよ、わかりました。<br>やるしかない、って言いたいんだろ？"""
st_010070_0160#0,"""お前、初陣にしては胆が座ってるな。<br>なかなか見所あるぜ……って、んん？\u3000いや、ちょっと失礼。"""
st_010070_0170#0,"""その顔、どっかで見たことあるような……どこだったかな。"""
st_010070_0180#0,"""ま、考えるのはあとでいいか。<br>それじゃ行くぜ、ルーキーども。きちんとついてこいよ！"""
st_010070_0190#0,"""うう……なんで初陣からこんなことに……"""
st_010070_0200#0,"""そう悲観するなよルーキー。<br>安心しとけって、二人とも、俺が守ってやるからよ。"""
st_010070_0210#0,"""A.P.238/2/20/12:00"""
