HeatSource#0,"""Confirmo un gran numero<br>de energia. Por favor,<br>avance con precaucion."""
Geomagnetism#0,"""Detecting a high density of <br>geomagnetic fluctuations. <br>Please, prepare for contingencies."""
DestroyEnemy1#0,"""Detectados un gran numero de objetivos en movimiento!<br>Por favor ten precaucion!"""
DestroyEnemy2#0,"""Estamos recibiendo gran numero de lecturas!<br>Por favor, preste atencion a sus alrededores!"""
DestroyEnemy3#0,"""Estoy recibiendo un gran numero de lecturas!<br>Por favor, tenga mucho cuidado en esta zona!"""
EscapeEnemy1#0,"""Estamos recibiendo lecturas de un objetivo<br>que estamos investigando!"""
EscapeEnemy2#0,"""Lecturas confirmadas de un objetivo<br>que tenemos en investigacion.<br>¡Por favor, este consciente del riesgo!"""
EscapeEnemy3#0,"""A target we need to investigate <br>may be lurking in the vicinity. <br>Please, bear this in mind."""
DestroyBoss1#0,"""An extremely powerful heat <br>source has been detected! <br>Porfavor, ten cuidado!"""
DestroyBoss2#0,"""Confirmed strange heat <br>source readings! Don't <br>let your guard down!"""
DestroyBoss3#0,"""A powerful heat source <br>is approaching! Please, <br>pay attention!"""
DefenceAllyAPC1#0,"""Parece que hay ARKS participado en la zona."""
DefenceAllyAPC2#0,"""Detecto la seゃan de otro Arks<br>en la zona."""
DefenceAllyAPC3#0,"""Lecturas de combate?, parece que hay ARKS en el area..."""
Smallman1#0,"""\""/face6 Que seran estas pequenias lecturas...?"""
Smallman2#0,"""/face6 Me pregunto que seran estas<br>pequenias lecturas..."""
Smallman3#0,"""Puede ser mi imaginacion, pero<br>Hemos confirmado pequenias lecturas."""
DarkerIncident1#0,"""The photon factor is<br>climbing! Beware of Darkers!"""
DarkerIncident2#0,"""Environmental patterns are on the<br>rise! Please, be cautious of Darkers!"""
DarkerIncident3#0,"""Spacial pattern estimates are<br>fluctuating! Beware of Darkers!"""
Door_Cave1#0,"""Something is odd about<br>this enemy activity.<br>Please, take care."""
Door_Cave2#0,"""Something strange is going<br>on amongst the enemy forces.<br>Please, bear this in mind."""
Door_Cave3#0,"""Hay algo extraゃo<br>recibo actividad enemiga.<br>Algo podria estar sucediendo."""
Door_Urban1#0,"""System malfunctions detected!<br>Be aware of malfunctioning<br>defense equipment!"""
Door_Urban2#0,"""Error code detected!<br>Please be mindful of<br>malfunctions and the like!"""
Door_Urban3#0,"""Abnormal behavior has been<br>confirmed! Pay attention to the<br>behavior of defense equipment too!"""
DragonFellows1#0,"""Some spots around here<br>don't have a stable footing.<br>Please, watch your step."""
DragonFellows2#0,"""Fittingly enough, some of the floating continent's footing seems to be unstable."""
DragonFellows3#0,"""Be sure to keep track of both your<br>location and that of stable ground."""
DragonFellowsB1#0,"""It seems this area is similar to the floating continent."""
DragonFellowsB2#0,"""Estoy recibiendo lecturas anormales desde el suelo."""
DragonFellowsB3#0,"""/face6 それにしても、不思議な惑星です。<br>どうしてこんな岩が宙に浮かんで<br>いられるのでしょう"""
DeliveryA1#0,"""I've picked up indications of rare Fosil de insectos in the area."""
DeliveryA2#0,"""We have intel that suggests unusual<br>Fosil de insectos are around here, but..."""
DeliveryA3#0,"""There are lots of Fosil de insectos<br>in this area, so numerous survey<br>missions are being carried out."""
DeliveryB1#0,"""These readings are all over<br>the place... Just what is this?<br>Something feels wrong here."""
DeliveryB2#0,"""Hay lecturas anormales en todo el<br>lugar ... ¿Que diablos es esto?"""
DeliveryB3#0,"""Estas lecturas son extraゃas...<br>Son pequeゃas... Para ser de Darkers."""
DeliveryC1#0,"""Hay muchos recursos valiosos<br>en esta area."""
DeliveryC2#0,"""/face2 De hecho este planeta es rico en recursos.<br>Hay una reaccion notable en varios lugares."""
DeliveryC3#0,"""Estamos recibiendo lecturas a<br>partir de los recursos como<br>decian los rumores."""
Mining1#0,"""Detecto lecturas de photones cerca.<br>Parece ser que viene del suelo."""
Mining2#0,"""lecturas de photones muy cerca.<br>Creo... que provienen del suelo?"""
Mining3#0,"""Hay lecturas de fotones en el area.<br>Estas vienen desde el suelo."""
Door_Ruin1#0,"""Parece que el equipo<br>alrededor tuyo aun funciona.<br>Por favor, no bajes la guardia."""
Door_Ruin2#0,"""El equipo que todavia esta aqui<br>sige funcionando. Cuidado con lo<br>que pueda suceder a tu alrededor."""
Door_Ruin3#0,"""Confirmo que el equipo esta funcionando.<br>Por favor, ten cuidado."""
Capture1#0,"""Lecturas de los objetivos a<br>capturar se han detectado!"""
Capture2#0,"""Hemos obtenido lecturas de los<br>objetivos para capturar!"""
Capture3#0,"""Obteniendo lecturas de los objetivos<br>para capturar cerca tuyo!"""
DestroyAPC1#0,"""Recibiendo lecturas de una fuente de<br>calor desconocida! ¡Por favor, cuidate!"""
DestroyAPC2#0,"""Confirmo una fuente de calor no identificada!<br>¡Por favor ponte alerta!"""
DestroyAPC3#0,"""Hay una fuente de calor no<br>identificada cerca!<br>Por favor, ten cuidado!"""
SmallmanMsg1#0,"""Parece que recientemente han<br>habido informes de Lillipans interactuando directamente con Arks."""
SmallmanMsg2#0,"""Hablando de eso, me pregunto como se comunican los Lillipans..."""
SmallmanMsg3#0,"""Mis subordinados estan investigando de ello, pero todavia hay mucho que no sabemos acerca de los Lillipans."""
FortAttack1#0,"""Tu destino esta mas alla de esta puerta, pero parece estar bajo la influencia de los Darkers."""
FortAttack2#0,"""El portal a la siguiente zona esta mas adelante. Tenga cuidado, estoy detectando fuertes lecturas enemigas."""
FortAttack3#0,"""El portal se esta cerrado, pero hay algo que no me parece bueno. Ten cuidado."""
ShellFlower1#0,"""La zona de Costa tiene muchas flores que llamamos \""shell flowers\"". Es completamente desconocida la forma de como estas extraゃas plantas llegaron a evolucionar."""
ShellFlower2#0,"""Los \""shell flowers\"" estan dispersos en toda la zona, ademas se comportan de manera diferente entre la noche y el dia. Ten cuidado."""
ShellFlower3#0,"""Los \""shell flowers\"" son bastante extraゃos. Es dificil creer que estas cosas pueden ocurrir de forma natural."""
SmallmanHomeDefense1#0,"""Se han confirmado colonias de Lillipan en el entorno de la cantera abandonada."""
SmallmanHomeDefense2#0,"""Se ha confirmado fuentes de agua en el entorno de la cantera abandonada. Debe ser por eso que los Lillipans hicieron sus colonias aqui."""
SmallmanHomeDefense3#0,"""Los mechs parecen atacar a las colonias Lillipan a menudo. Si ves alguna colonia siendo atacada, por favor prestales tu ayuda."""
SmallmanJunkSpot1#0,"""Parece haber un monton de basura dispersa en toda la zona."""
SmallmanJunkSpot2#0,"""Es comun ver a los Lillipan escarbando en la basura. Me pregunto que estaran buscando."""
