11_voice_NPC_5021_102#0,"""Far too many ARKS members fail to keep their stuff<br>properly organized. We can't let them slack<br>off like that, if you ask me."""
text02#0,"""How can they be responsible for keeping<br>all of us safe if they can't be responsible for<br>their own crap?"""
text03#0,"""What about you? You should go organize your<br>stuff, while we're on the subject. Do it."""
text04#0,"""Do what? Go organize your items at your<br>storage! Haven't you been listening?<br>You'd best pay attention."""
text05#0,"""Well, what are you waiting for? It's not rocket<br>science. Go put my mind at ease, already."""
11_voice_NPC_5021_102#1,"""昨今のアークスは、所持品の整理を<br>怠る者が多すぎる！<br>たるんでいると言わざるを得ん！"""
text02#1,"""自らの所持物すら管理できずに<br>一体なにが為せるというのか！<br>勘違いもはなはだしい！"""
text03#1,"""ええい、話している内にも<br>不安が鎌首をもたげてきた！<br>君、今すぐやってくるといい！"""
text04#1,"""何を、って、決まっているだろう。<br>アイテム倉庫でのアイテム整理だ！"""
text05#1,"""さあ、さあ、やってきてくれ！<br>そう難しいことではないはずだ！<br>私の不安を払拭してくれ！"""
