name01#0,"""???"""
name01#1,"""？？？"""
mv_010010_0010#0,"""The Oracle Fleet--a vast armada assembled to explore<br>the depths of space."""
mv_010010_0020#0,"""With it, we stepped beyond interplanetary space into the vast"""
mv_010010_0030#0,"""outer reaches, beginning a new age of travel between the stars."""
mv_010010_0040#0,"""And from its crew emerged a squad of elites known as ARKS."""
mv_010010_0050#0,"""Drawn from the four races of the Oracle fleet,"""
mv_010010_0060#0,"""and tasked with the exploration of each new frontier,<br>these men and women form the vanguard of our expansion."""
mv_010010_0070#0,"""Humans, balanced and adaptable."""
mv_010010_0080#0,"""Newmans, masters of potent photon energy."""
mv_010010_0090#0,"""Casts, sentient juggernauts of circuitry and alloy."""
mv_010010_0095#0,"""Deumans, boasting enormous attack power."""
mv_010010_0100#0,"""Each race complements the next, extending our reach fourfold."""
mv_010010_0110#0,"""We've arrived."""
mv_010010_0120#0,"""Planet Naberius: uncivilized and untamed."""
mv_010010_0130#0,"""And your next destination. Don't let your guard down."""
mv_010010_0140#0,"""Do the fleet proud."""
mv_010010_0010#1,"""『オラクル』<br>それは、惑星間を自由に旅する巨大な船団だ。"""
mv_010010_0020#1,"""その誕生と共に、外宇宙への進出が可能となり、新たな歴史は始まった。"""
mv_010010_0030#1,"""そして今や、我々の活動範囲は数多の銀河に渡る。"""
mv_010010_0040#1,"""行く先々で見つかった、未知の惑星には『オラクル』内で編成された部隊……"""
mv_010010_0050#1,"""『アークス』が、惑星に降下し、調査を行う。"""
mv_010010_0060#1,"""『アークス』は、『オラクル』に存在する四種族からなる。"""
mv_010010_0070#1,"""バランスに秀でたヒューマン"""
mv_010010_0080#1,"""フォトンの扱いに長けたニューマン"""
mv_010010_0090#1,"""屈強な身体を持つキャスト"""
mv_010010_0095#1,"""高い攻撃力を誇るデューマン"""
mv_010010_0100#1,"""それぞれが補い合い、協力する事で、我々『アークス』が成り立っているのだ。"""
mv_010010_0110#1,"""……到着したようだな。"""
mv_010010_0120#1,"""これより向かう惑星はナベリウス。"""
mv_010010_0130#1,"""文明は存在せず、原生生物は凶暴だ。決して油断はするな。"""
mv_010010_0140#1,"""健闘を祈る。"""
