text00#0,"""Battle Arena Admin, Lavernat. Hurry up and ask your questions."""
text01#0,"""About Emblem Fighting Rules"""
text02#0,"""About Emblems"""
text07#0,"""About Unions"""
text03#0,"""About Obtaining Weapons"""
text12#0,"""About Weapons Usable in Ranked Matches"""
text05#0,"""About Weapon Details"""
text04#0,"""About Battle Areas"""
text06#0,"""About the Shared Ship"""
text09#0,"""About Skills"""
text10#0,"""About Skill Details"""
text99#0,"""Leave"""
weapon_text1#0,"""About Weapon Details"""
weapon_text2#0,"""Swords"""
weapon_text3#0,"""Rifles"""
weapon_text4#0,"""Rods"""
weapon_text5#0,"""Jet Boots"""
weapon_text6#0,"""Bullet Bows"""
weapon_text7#0,"""Partizans"""
weapon_text8#0,"""Twin Machineguns"""
weapon_text9#0,"""Talises"""
weapon_text10#0,"""Dual Blades"""
weapon_text11#0,"""Twin Daggers"""
weapon_text12#0,"""Knuckles"""
weapon_text99#0,"""Return"""
text1#0,"""About Weapon Details"""
text2#0,"""Swords"""
text3#0,"""Rifles"""
text4#0,"""Rods"""
text5#0,"""Jet Boots"""
text6#0,"""Bullet Bows"""
text7#0,"""Partizans"""
text8#0,"""Twin Machineguns"""
text9#0,"""Talises"""
text10#1,"""Dual Blades"""
text11#0,"""Twin Daggers"""
text12#1,"""Knuckles"""
text99#1,"""Return"""
text00#1,"""About the basic rules, right? First of all, please read this."""
text01#1,"""This concludes the overview of the rules. All that's left is to go out there and fight."""
text00#2,"""About Emblems, right? First of all, please read this."""
text01#2,"""The battle is likely to be focused on the location of the high scoring Emblems."""
text02#1,"""If you can take control of that area, you will have a big advantage. Remember that."""
text00#3,"""About obtaining weapons, right? First of all, please read this."""
text01#3,"""Even if you only get weapons you don't like, try using them. It will be a valuable experience."""
text02#2,"""Even if you only get weapons you don't like, try using them. It will be a valuable experience."""
text00#4,"""About the Battle Areas, right? First of all, please read this."""
text01#4,"""Each Battle Area has its own characteristics. If you can't learn to deal with them, you will find victory difficult to achieve."""
text02#3,"""First and foremost, go out and gain experience. Keep going as many times as it takes you to understand."""
text00#5,"""Understood. I will no longer give you advice during your challenge."""
text01#5,"""However, please note that we will still tell you about important issues."""
text02#4,"""If you decide you do want advice, please don't hesitate to ask."""
text00#6,"""About the Shared Ship, right? First of all, please read this."""
text01#6,"""People from ships other than your own are here in the Shared Ship. Why not try interacting with them?"""
text00#7,"""About Skills, right? First of all, please read this."""
text01#7,"""Skills all have powerful effects. By using them effectively, you can take the upper hand in battle."""
text00#8,"""You want details about Skills, right? First of all, please read this."""
text01#8,"""On the battlefield, you need to be familiar with the effects of Skills. Commit them to memory now."""
text00#9,"""Emblem Fighting Rules"""
text0001#0,"""<c ffff00>Emblem Fight is a battle mode in which 12 players are divided into two groups (Unions), which compete against each other.<c><br><br>Based on whether you were in the winning or losing Union, as well as your own personal performance, you earn Battle Coins, which can be exchanged for various items on the second floor of the Shop Area.<br><br><c ff4f3f>※Characters' classes, levels, equipment etc. are temporarily restricted.<c>"""
text0002#0,"""Emblem Fight has a fixed time limit. <c ffff00>The winning Union is the Union with more points when the time is up.<c><br><br>You can earn points by the following methods:<br><c ffff00> ・Picking up Emblems<br> ・Defeating a player from the opposing Union<c><br><br>When you defeat a player, <c ffff00>you take some of that player's points<c>. Defeating the highest scoring players, who have icons over their heads, will be the key to victory."""
text00#10,"""Emblems"""
text0001#1,"""By picking up Emblems, your Union's score will increase.<br><br><c ffff00>You pick up Emblems automatically by approaching them, and they respawn after a short time.<c>"""
text0002#1,"""<c ffff00>There are multiple types (colors) of Emblem, and the points they are worth when picked up vary depending on their type.<c><br><br> Own Union color:       1 point<br> Opposing Union color:  5 points<br> Rainbow color:         10 points<br><br>You can dominate the battle by taking control of the Rainbow Emblem spawn area and not letting players from the opposing Union approach."""
text0003#0,"""Also, when a Union is losing, an <c ffff00>Emblem Fever<c> will occasionally occur.<br><br>During Emblem Fever, <c ffff00>Rainbow Emblems will spawn in large quantities in a way that benefits the losing Union<c>.<br><br>This presents a great chance to turn the battle around, but greater teamwork will be needed to fend off the opposing Union."""
text00#11,"""Obtaining Weapons"""
text0001#2,"""By accessing the Pickup Spots around the map, you will be equipped with <c ffff00>one weapon and one PA (or Technique)<c>.<br><br>※Once a Pickup Spot is accessed, it will be unavailable to all players for a brief time.<br>※At the start of the battle, and when reviving after having been defeated, you will be unarmed."""
text0002#2,"""Furthermore, <c ffff00>when an Update occurs, the strength of weapons you pick up will be increased.<c><br><br>You can get more powerful weapons after each Update."""
text0003#1,"""<c ffff00>Note that when you access a Pickup Spot, your current equipment will be overwritten by your new equipment.<c><br><br>A good player varies their strategy according to the situation while taking advantage of the random weapons from Pickup Spots."""
text00#12,"""Battle Areas"""
text0001#3,"""Emblem Fights take place in a special VR space, known as VR Arena."""
text0002#3,"""VR Forest<br><br>This map simulates the forest area of planet Naberius, with a simple layout and intense fighting in the center of the map.<br><br>This is the best map to learn the ebb and flow of Battle Arena matches, as it's easier to grasp the plan of attack for both Unions."""
