st_064050_0001#0,"""A.P.242/3/25/10:00"""
st_064050_0010#0,"""으으…… 된통 당했어……"""
st_064050_0020#0,"""된통 당한 게 아니에요！<br>당연히 받아야 할 치료였어요！"""
st_064050_0030#0,"""그렇게 다쳐 놓고<br>어떻게 그렇게 돌아다닌 거예요！"""
st_064050_0040#0,"""……으으, 미안해."""
st_064050_0050#0,"""마토이 씨는 상처가 아물 때까지<br>푹 쉬어야 해요. 전투는 절대 안 돼요！"""
st_064050_0060#0,"""수호휘사도 마찬가지예요！<br>곧바로 지구로 달려가다니<br>무슨 생각이었어요！"""
st_064050_0070#0,"""어쩔 수 없었다는 건 알아요！<br>그래도 잔소리 정도는 하게 해 주세요！"""
st_064050_0080#0,"""알겠어요, 수호휘사！<br>다치면 무엇보다 먼저 의무실！<br>알았죠！"""
st_064050_0090#0,"""어머나 어머나, 아주 호되게<br>혼난 모양이네요오."""
st_064050_0100#0,"""뭐, 마토이 씨는<br>마침 잘됐다고 생각하고<br>푹 쉬면 되지 않을까요오？"""
st_064050_0110#0,"""아, 리사 씨.<br>돌아와 줬구나."""
st_064050_0120#0,"""밀리고 있던 최전선은 짜릿할 만큼<br>즐거웠는데 말이죠오."""
st_064050_0130#0,"""리사에게 부탁해서 물러나게 했습니다.<br>오메가와 관련된 일이라면<br>제가 직접 가야 하니까요."""
st_064050_0140#0,"""아, 지금은 하리엣 씨인가？<br>……매번 겪는 일인데도<br>아직 조금 놀라게 되네."""
st_064050_0150#0,"""리사처럼 말할 수 있어？"""
st_064050_0160#0,"""익숙해지는 수밖에 없어"""
st_064050_0170#0,"""네！？<br>제가 리사처럼 말하라는 건가요……？"""
st_064050_0180#0,"""저기…… 그러니까……<br>어머나 어머나, 무슨 일이신가요오？<br>……이런 식으로요？"""
st_064050_0190#0,"""대체 뭘 시키시는 겁니까！"""
st_064050_0200#0,"""그렇군요.<br>리사가 조금만 평범하게 말했다면<br>이렇게까지 어색하지 않았을 텐데요……"""
st_064050_0210#0,"""어머나, 너무 억울한 말씀이네요오.<br>리사는 평범하게 말하고 있어요오.<br>……리사에게는 평범한 말투죠오."""
st_064050_0220#0,"""크흠……<br>그렇다네요."""
st_064050_0230#0,"""아하하……"""
st_064050_0240#0,"""그, 그보다 두 분.<br>어서 함교로 가시죠."""
st_064050_0250#0,"""오메가로 향하려면<br>알마 씨의 도움이 필요하니까요."""
