st_064060_0001#0,"""A.P.242/3/25/10:30"""
st_064060_0010#0,"""오메가에서 결계를 펼치면<br>충분한 효과를 기대할 수 있다는 연산 결과가 나왔어.<br>실행할 만한 가치는 있어."""
st_064060_0020#0,"""가 줄래？"""
st_064060_0030#0,"""물론"""
st_064060_0040#0,"""혼자서？"""
st_064060_0050#0,"""저도 함께 가겠습니다.<br>원래 그곳의 주민이니<br>길 안내는 맡겨 주세요."""
st_064060_0060#0,"""물론 저도 함께 가겠습니다.<br>저는 원래 그쪽에서 이쪽으로<br>건너온 존재니까요."""
st_064060_0070#0,"""후후후후후, 리사도 드디어<br>오메가라는 곳에 들어갈 수 있겠네요오."""
st_064060_0080#0,"""저기…… 하리엣 씨는 그렇다 쳐도<br>리사 씨도 갈 수 있나요？"""
st_064060_0090#0,"""저와 이어져 있으니 가능합니다.<br>하지만 그곳으로 돌아가면 저는 신령이 됩니다.<br>아마 저 혼자서도 갈 수 있겠지만……"""
st_064060_0100#0,"""오메가 적을 쏘는 맛이 어떤지<br>시험해 보고 싶었거든요오.<br>기대되네요오. 정말 기대돼요."""
st_064060_0110#0,"""……리사의 바람을 모른 척할 수도 없고요.<br>호위를 맡아 함께 가려고 합니다."""
st_064060_0120#0,"""……총에 맞지만 않으면 좋겠는데요."""
st_064060_0130#0,"""그럼 나도 같이……"""
st_064060_0140#0,"""……아쉽지만 2대째는 여기 남아.<br>나와 함께 전송을 맡아 줘.<br>오메가로 가는 건 <%me>"""
st_064060_0150#0,"""뭐어！"""
st_064060_0160#0,"""이런 상황에서 수호휘사 둘이 모두 이 세계를<br>잠시 비우는 것도 위험해."""
st_064060_0170#0,"""게다가 지금은 쉬라는 명령도 받았잖아.<br>함께 가고 싶은 마음은 알지만<br>이번에는 이쪽에 남아 줘."""
st_064060_0180#0,"""금방 돌아올게"""
st_064060_0190#0,"""이쪽을 부탁할게"""
st_064060_0200#0,"""……응, 알겠어.<br>조심해."""
st_064060_0210#0,"""시에라, 함께 가서<br>두 사람을 안내해 줘."""
st_064060_0220#0,"""……그런데 오메가 안의 세계는<br>빠르게 변하고 있을 텐데요.<br>제가 제대로 안내할 수 있을까요？"""
st_064060_0230#0,"""걱정 마세요. 지금 오메가는<br>수호휘사가 다녀간 세계 그대로입니다."""
st_064060_0240#0,"""그 세계의 존재인 제가<br>이쪽으로 와 있기 때문에<br>시간의 흐름이 완전히 맞춰졌습니다."""
st_064060_0250#0,"""그러면 마르 씨가 다스리는 세계로<br>가게 되는 건가요.<br>……불안하네요."""
st_064060_0260#0,"""저기…… 마르가레타라면<br>잘 다스리고 있을 거예요.<br>……아마도요."""
skit01#0,"""The Savior Comes Again"""
skit02#0,"""다시 내려선 이방의 땅"""
