un_059050_0001#0,"""A.P.241/12/8"""
un_059050_0010#0,"""후후후, 후후후후~"""
un_059050_0020#0,"""유난히 신나 보이네, 시에라.<br>무슨 좋은 일이라도 있어?"""
un_059050_0030#0,"""아니요, 좋은 일이 생길 사람은<br>제가 아니라 알마 씨예요."""
un_059050_0040#0,"""？？"""
un_059050_0050#0,"""실례하지."""
un_059050_0060#0,"""……！<br>기이……！"""
un_059050_0070#0,"""관리자의 소집을 받고 왔는데<br>대단한 인물들이 모였군."""
un_059050_0080#0,"""마토이와 <%me><br>……샤오까지 있을 줄은 몰랐군."""
un_059050_0090#0,"""조금 골치 아픈 일이 생겼거든."""
un_059050_0100#0,"""그런데 시에라.<br>직접 부른 데는 무슨 용건이지?"""
un_059050_0110#0,"""아, 그게……레기아스 씨가<br>이곳에 와 주신 것으로<br>목적은 거의 이뤘달까……"""
un_059050_0120#0,"""그렇죠, <%me> 씨!"""
un_059050_0130#0,"""우선 오랜만에 다시 만난 걸 기뻐해야겠군.<br><%me><br>건강해 보여 다행이다."""
un_059050_0140#0,"""마토이도 무리하지는 않겠지?<br>두 사람이 무리한다는 문제는 사령 회의 때마다<br>사라가 안건으로 올리고 있다."""
un_059050_0150#0,"""아하하……<br>요즘은 자제하는 중이에요.<br>레기아스 씨도 잘 지내셨나요?"""
un_059050_0160#0,"""그래, 날마다 후배들을 가르치며 지낸다.<br>변함없이 마음 편한 나날이지."""
un_059050_0170#0,"""레, 레기아스 씨!<br>예전 이야기를<br>들려주셨으면 해서요!"""
un_059050_0180#0,"""……갑자기 왜 그러지, 시에라.<br>활동 기록 보관소를 보면<br>따로 말할 필요가 없지 않나?"""
un_059050_0190#0,"""으으, 그러니까……<br>그런 뜻이 아니라요……!"""
un_059050_0200#0,"""있잖아요, 레기아스 씨!<br>보이지 않을지도 모르지만<br>지금 바로 곁에 알……"""
un_059050_0210#0,"""안 돼!"""
un_059050_0220#0,"""내 이야기는 하지 마.<br>……부탁이야."""
un_059050_0230#0,"""앗! 자, 잠깐만요!<br>죄송해요, 레기아스 씨!<br>다음에 다시 말씀드릴게요!"""
un_059050_0240#0,"""무슨 일이 있었던 거지, 샤오."""
un_059050_0250#0,"""……40년쯤 전에<br>여러 일을 확실히 매듭짓지 않은<br>레기아스 잘못 아닐까."""
un_059050_0260#0,"""……음?"""
