HeatSource#0,"""Confirmo un gran número de<br>energía. Por favor,<br>avance con precaución."""
Geomagnetism#0,"""Se detectan fluctuaciones<br>geomagnéticas muy densas. Por<br>favor, prepárese para las contingencias."""
DestroyEnemy1#0,"""¡Detectados un gran número de objetivos en movimiento!<br>¡Por favor ten precaución!"""
DestroyEnemy2#0,"""¡Estamos recibiendo gran número de lecturas!<br>¡Por favor, preste atención a sus alrededores!"""
DestroyEnemy3#0,"""¡Estoy recibiendo un gran número de lecturas!<br>¡Por favor, tenga mucho cuidado en está zona!"""
EscapeEnemy1#0,"""Estamos recibiendo lecturas de un objetivo<br>que estamos investigando!"""
EscapeEnemy2#0,"""Lecturas confirmadas de un objetivo<br>que tenemos en investigación.<br>¡Por favor, este consciente del riesgo!"""
EscapeEnemy3#0,"""Un objetivo que necesitamos investigar<br>puede aparecer por los alrededores.<br>Por favor, ten eso en mente."""
DestroyBoss1#0,"""¡Se ha detectado una fuente de calor extremadamente potente!<br>¡Por favor, ten cuidado!"""
DestroyBoss2#0,"""Se confirman lecturas extrañas<br>de fuentes de calor, ¡No<br>bajes tu guardia!."""
DestroyBoss3#0,"""¡Una poderosa fuente de calor<br>se está aproximando!. Por favor,<br>esté atento"""
DefenceAllyAPC1#0,"""Parece que hay ARKS participado en la zona."""
DefenceAllyAPC2#0,"""Detecto la señal de otro Arks<br>en la zona."""
DefenceAllyAPC3#0,"""¿Lecturas de combate?, parece que hay ARKS en el área..."""
Smallman1#0,"""\""/face6 ¿Qué serán estas pequeñas lecturas?..."""
Smallman2#0,"""/face6 Me pregunto que serán estas<br>pequeñas lecturas..."""
Smallman3#0,"""Puede ser mi imaginación, pero<br>Hemos confirmado pequeñas lecturas."""
DarkerIncident1#0,"""¡El factor de los photons está subiendo!<br>¡Cuidado con los Darkers!"""
DarkerIncident2#0,"""¡Los patrones ambientales están en aumento!<br>¡Por favor, tenga cuidado con los Darkers!"""
DarkerIncident3#0,"""¡Las estimaciones del patrón espacial son fluctuantes!<br>¡Cuidado con los Darkers!"""
Door_Cave1#0,"""Algo es raro en está actividad enemiga. Por favor cuídate."""
Door_Cave2#0,"""Algo extraño está ocurriendo entre las fuerzas enemigas. Por favor, tenga esto en cuenta."""
Door_Cave3#0,"""Hay algo extraño<br>recibo actividad enemiga.<br>Algo podría estar sucediendo."""
Door_Urban1#0,"""¡Se detectaron malfuncionamientos del sistema!<br>¡Tenga en cuenta el mal funcionamiento del equipo de defensa!"""
Door_Urban2#0,"""Se ha detectado un código de error. Por favor, tenga en cuenta los malfuncionamientos del sistema!"""
Door_Urban3#0,"""¡El comportamiento anormal ha sido confirmado!<br>Preste atención al comportamiento de los equipos de defensa también!"""
DragonFellows1#0,"""Algunos lugares por aquí no tienen un piso estable.<br>Por favor, mire por donde camina."""
DragonFellows2#0,"""Algunos de los pisos flotantes parecen ser inestables."""
DragonFellows3#0,"""Asegúrese de mantener un registro de su ubicación y la del terreno estable."""
DragonFellowsB1#0,"""Parece que está área es similar al continente flotante."""
DragonFellowsB2#0,"""Estoy recibiendo lecturas anormales desde el suelo."""
DragonFellowsB3#0,"""/face6 Así este planeta es muy extraño<br>¿Porque hay rocas flotando?<br>¿Sera necesario para algo?."""
DeliveryA1#0,"""He encontrado raros indicios de fósiles de insectos en la zona."""
DeliveryA2#0,"""Tenemos señales que detectan fósiles de insectos por está área,<br>pero..."""
DeliveryA3#0,"""Hay muchos fósiles de insectos en está zona,<br>por lo que se están llevando a cabo numerosas misiones de reconocimiento."""
DeliveryB1#0,"""Estas lecturas están por todas partes...<br>¿Qué es esto? algo se siente mal aquí."""
DeliveryB2#0,"""Hay lecturas anormales en todo el<br>lugar... ¿Qué diablos es esto?"""
DeliveryB3#0,"""Estas lecturas son extrañas...<br>son pequeñas... Para ser de Darkers."""
DeliveryC1#0,"""Hay muchos recursos valiosos<br>en está área."""
DeliveryC2#0,"""/face2 De hecho este planeta es rico en recursos.<br>Hay una reacción notable en varios lugares."""
DeliveryC3#0,"""Estamos recibiendo lecturas a<br>partir de los recursos como<br>decían los rumores."""
Mining1#0,"""Detecto lecturas de photones cerca.<br>Parece ser que viene del suelo."""
Mining2#0,"""Lecturas de photones muy cerca.<br>Creo... Que provienen del suelo?"""
Mining3#0,"""Hay lecturas de photones en el área.<br>Estas vienen desde el suelo."""
Door_Ruin1#0,"""Parece que el equipo<br>alrededor tuyo aun funciona.<br>Por favor, no bajes la guardia."""
Door_Ruin2#0,"""El equipo que todavía está aquí<br>sigue funcionando. Cuidado con lo<br>que pueda suceder a tu alrededor."""
Door_Ruin3#0,"""Confirmo que el equipo está funcionando.<br>Por favor, ten cuidado."""
Capture1#0,"""Lecturas de los objetivos a<br>capturar se han detectado!"""
Capture2#0,"""Hemos obtenido lecturas de los<br>objetivos para capturar!"""
Capture3#0,"""Obteniendo lecturas de los objetivos<br>para capturar cerca tuyo!"""
DestroyAPC1#0,"""Recibiendo lecturas de una fuente de<br>calor desconocida!, ¡Por favor, cuídate!"""
DestroyAPC2#0,"""Confirmo una fuente de calor no identificada!<br>¡Por favor ponte alerta!"""
DestroyAPC3#0,"""Hay una fuente de calor no<br>identificada cerca!<br>Por favor, ten cuidado!"""
SmallmanMsg1#0,"""Parece que recientemente han<br>habido informes de Lillipans interactuando directamente con Arks."""
SmallmanMsg2#0,"""Hablando de eso, me pregunto cómo se comunican los Lillipans..."""
SmallmanMsg3#0,"""Mis subordinados están investigando de ello, pero todavía hay mucho que no sabemos acerca de los Lillipans."""
FortAttack1#0,"""Tu destino está más allá de está puerta, pero parece estar bajo la influencia de los Darkers."""
FortAttack2#0,"""El portal a la siguiente zona está más adelante. Tenga cuidado, estoy detectando fuertes presencias enemigas."""
FortAttack3#0,"""El portal se está cerrando, pero hay algo que me parece que no esta bien, ten cuidado."""
ShellFlower1#0,"""La zona de Costa tiene muchas flores que llamamos \""shell flowers\"". Es completamente desconocida la forma de cómo estas extrañas plantas llegaron a evolucionar."""
ShellFlower2#0,"""Los \""shell flowers\"" están dispersos en toda la zona, además se comportan de manera diferente entre la noche y el día. Ten cuidado."""
ShellFlower3#0,"""Los \""shell flowers\"" son bastante extraños. Es difícil creer que estas cosas pueden ocurrir de forma natural."""
SmallmanHomeDefense1#0,"""Se han confirmado colonias de Lillipan en el entorno de la cantera abandonada."""
SmallmanHomeDefense2#0,"""Se ha confirmado fuentes de agua en el entorno de la cantera abandonada. Debe ser por eso que los Lillipans hicieron sus colonias aquí."""
SmallmanHomeDefense3#0,"""Los mechs parecen atacar a las colonias Lillipan a menudo. Si ves alguna colonia siendo atacada, por favor préstales tu ayuda."""
SmallmanJunkSpot1#0,"""Parece haber un montón de basura dispersa en toda la zona."""
SmallmanJunkSpot2#0,"""Es común ver a los Lillipan escarbando en la basura. Me pregunto que estarán buscando."""
SmallmanJunkSpot3#0,"""Tal vez toda está basura que es inútil para nosotros, es valiosa para los Lillipans."""
Umincyu_kiki1patu1#0,"""/face1 原生住民が近くにいるようですね。<br>何をしているんでしょうか。"""
Umincyu_kiki1patu2#0,"""/face1 このあたりには、原生住民にとっての<br>天敵も存在しているようですね。<br>だからあまり近寄らないとか。"""
Umincyu_kiki1patu3#0,"""/face1 この反応……もしかして<br>周囲に原生住民がいませんか？"""
Slimevanish1#0,"""/face1 不定形の生物が固まって<br>落ちてくる場所があるようです。"""
Slimevanish2#0,"""/face1 不定形の生物というのも<br>珍しいものですね。"""
Slimevanish3#0,"""/face1 生物の反応があります。<br>これは、空中に何か不定形の……？"""
AliceAlly1#0,"""アークスが近くにいるようです。<br>反応がちょっとヘンな気がしますが……"""
OrakioAlly1#0,"""アークスが近くにいるようです。<br>反応がちょっとヘンな気がしますが……"""
SessionOrakioAlly1#0,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
SessionOrakioAlly2#0,"""……いえ、気のせいみたいです。<br>そのまま進行し、可能であれば<br>協力してあげてください。"""
castleterror1#0,"""Prueba de variación 1"""
castleterror2#0,"""Prueba de variación 2"""
castleterror3#0,"""Prueba de variación 3"""
whitegiant1#0,"""Aunque la señal es débil compruebe su alrededor.<br>La gente de Kuron está alerta. Por favor tenga cuidado."""
whitegiant2#0,"""Aunque la señal es débil compruebe su alrededor.<br>La gente de Kuron también entraron en alerta. Por favor tenga cuidado."""
whitegiant3#0,"""微弱な敵性反応を確認。<br>白の民も動いているようです。<br>各員、警戒をお願いします。"""
nyau1#0,"""この反応は……なんでしょう。<br>不思議なパターンが確認されています。<br>一応、警戒をお願いします。"""
nyau2#0,"""正体不明の反応があります。<br>ダーカーではないようですが……<br>一応、留意しておいてください。"""
nyau3#0,"""Acabo de confirmar<br>una extraña reacción<br>por favor, ten cuidado."""
Destroy_pirateship1#0,"""Prueba de variacion1"""
Destroy_pirateship2#0,"""Prueba de variacion2"""
Destroy_pirateship3#0,"""Prueba de variacion3"""
BossAnnihilationMOarfish1#0,"""Prueba １"""
BossAnnihilationMOarfish2#0,"""Prueba ２"""
BossAnnihilationMOarfish3#0,"""Prueba ３"""
NagisaAlly1#0,"""Estoy detectando a alguien cerca.<br>Parece un humanoide...<br>Pero no es como un ARKS?..."""
AsaiAlly1#0,"""この付近に戦闘中と思われる<br>アークスの反応があります。"""
AsaiAlly2#0,"""エリア周辺に反応を検知しました。<br>交戦中のアークスが居るようです。"""
AsaiAlly3#0,"""周囲に反応あり。<br>交戦中のアークスのようです。"""
collabo1Ally1#0,"""この付近に戦闘中と思われる<br>アークスの反応があります。"""
collabo1Ally2#0,"""エリア周辺に反応を検知しました。<br>交戦中のアークスが居るようです。"""
collabo1Ally3#0,"""周囲に反応あり。<br>交戦中のアークスのようです。"""
Sessioncollabo1Ally1#0,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
ThunderHell1#0,"""周辺で多数の雷鳴を観測しました。<br>状況に合わない異常な数値です！<br>警戒を怠らないでください。"""
ThunderHell2#0,"""強力な放電現象を探知しました。<br>黒の民と関係があるかもしれません。<br>周辺に注意してください！"""
ThunderHell3#0,"""非常に強い電場の発生を感知！<br>周囲への警戒を強めてください！"""
SessionasaiAlly1#0,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
SessionnewafinAlly1#0,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
annihilation_rappyemp#0,"""敵性反応とは違う反応を確認。<br>巨影の目撃情報も来ています。<br>周辺に注意してください！"""
DestroyEnemy1#1,"""Hay un gran número de fuentes de calor en movimiento.<br>No se descuide ahora."""
DestroyEnemy2#1,"""Se detectó una gran cantidad de fuentes de calor en movimiento.<br>Manténganse en guardia."""
DestroyEnemy3#1,"""Confirmo un gran número de<br>lecturas, vigila los alrededores."""
EscapeEnemy1#1,"""Tenemos lecturas de un objetivo que<br>necesitamos investigar.<br>Manténgase alerta si se presenta."""
EscapeEnemy2#1,"""Lecturas confirmados a partir de un objetivo<br>que tenemos que investigar. Me pondré en contacto<br>con usted otra vez cuando tenga los detalles."""
EscapeEnemy3#1,"""Me he encontrado con lecturas de un<br>objetivo que tenemos que investigar.<br>Mantener una estrecha vigilancia sobre los eventos a tu alrededor."""
DestroyBoss1#1,"""Hemos confirmado una fuente de calor<br>extraña. Tenga cuidado, es enorme."""
DestroyBoss2#1,"""Lectura confirmada a partir de una fuente de calor<br>extraña. Esa cosa es enorme!"""
DestroyBoss3#1,"""Lecturas recibidas, una poderosa fuente de calor<br>proviene de está cosa.<br>No baje la guardia, eso es enorme."""
