Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 1 ¡Los enemigos vienen!...<br>Sra Annet, ¡Vamos a ayudar!"""
Success#1,"""/ci2 1 Y esto es todo...<br>¿Estas herido?"""
Failure#1,"""Huh, Huh... No puedo<br>controlar las fuerzas enemigas"""
Dead#1,"""Lo siento mucho...<br>Su poder es.... Ug..."""
BuddyDead#1,"""/ci1 1 Sa Annette, ¿Estas bien?<br>¡Después de eso lo suscribiré!"""
Begin#2,"""/ci1 1 ¡Cooperaremos!<br>¡Vamos Sr bruno!"""
Success#2,"""/ci2 1 ¡Muy bien!<br>Todo gracias a no estar sin compañia."""
Failure#2,"""¡Retiremonos!...<br>Por favor ten cuidado con los ataques enemigos..."""
Dead#2,"""Lo siento mucho...<br>No servi de mucho... Ug"""
BuddyDead#2,"""/ci1 1 Sr Bruno, ¿Estas bien?<br>¡Ahora si voy a esforzarme!"""
