Oku_01_010#0,"""안녕, 오늘은 무슨 일인가?<br>흠…… 밸런타인 선물로<br>받으면 기쁜 것이라……"""
Oku_01_020#0,"""나는 단것을 정말 좋아해서 말이지.<br>쿠키라면 얼마든지 먹을 수 있고<br>케이크도 파르페도, 물론 초콜릿도."""
Oku_01_030#0,"""음식이 아니라면 희귀한 물건일까.<br>조개껍데기, 빈 병…… 많은 이가 버릴<br>법한 물건에도 빛나는 가치가 있지."""
Oku_01_040#0,"""그러니까 내 경우에는……<br>「희귀하고 달콤한 것」을 받으면<br>무엇보다 기쁘겠군."""
text_001#0,"""허허허.<br>이곳은 탁 트여서 좋군."""
ep6_sq00_01#0,"""허허허.<br>곤경에 처할수록 평정심이 중요하지."""
Hari_01_010#0,"""허허허.<br>크리스마스 하면 역시<br>훌륭한 진수성찬이지."""
Hari_01_020#0,"""통닭구이와 커다란 케이크.<br>그런 특별한 진수성찬을 먹으면<br>크리스마스라는 느낌이 드는군."""
Hari_01_030#0,"""이 카페 요리는 전부 최고니까<br>올해 크리스마스에도 맛있는 걸<br>마음껏 먹고 싶군."""
text01#0,"""허허허.<br>평화란 실로 훌륭하군."""
text02#0,"""카페의 맛있는 요리와 달콤한 과자로<br>성대하게 축하하도록 하지."""
