name01#0,"""？？？"""
name02#0,"""？？？"""
un_010130_0010#0,"""아 <%me>。<br>괜찮아? 다친덴 없어?"""
un_010130_0020#0,"""응. 괜찮아 보이네.<br>하지만 무리 하면 안 돼.<br>제노를 본받고 그러면 절대 안 돼."""
un_010130_0030#0,"""まあ、ゼノはゼノで<br>あれでもずいぶん大人しくなった方<br>なんだけどね…"""
un_010130_0040#0,"""あ、そういえば、ゼノ見なかった？<br>いつのまにか、どこかに行っちゃって<br>ほんと、困っちゃうわよね。"""
un_010130_0050#0,"""もし見かけたら、あたしが探してたって<br>伝えておいてもらえるかな？<br>よろしくね。"""
un_010130_0060#0,"""え、ゼノが探してた？<br>あたしがどんどん勝手に<br>先に進んじゃった、って？"""
un_010130_0070#0,"""…べ、べつに<br>先行なんかしてないわよ！<br>何かありそうな雰囲気だったから…"""
un_010130_0080#0,"""…もう！ あたしは悪くないわよ！<br>ついてこれないゼノが悪い！"""
un_010130_0090#0,"""それじゃ、あたしは行くね。<br>ありがと！"""
