st_064010_0001#0,"""A.P.242/3/22/19:00"""
st_064010_0010#0,"""Repasemos nuestra situación actual."""
st_064010_0020#0,"""Gracias a la cooperación de Sukuna-hime, hemos eliminado a uno de los Photoners, Mitra. Este es un gran éxito para nosotros."""
st_064010_0030#0,"""No descanses sobre tus laureles, joven.<br>Nos engañaron. Nuestro verdadero objetivo sigue siendo otro."""
st_064010_0040#0,"""No estoy relajándome, pero hemos confirmado que es posible vencerlos si sus poderes son sellados."""
st_064010_0050#0,"""Y probablemente sea precisamente por esa razón que Shiva comenzó con su ataque."""
st_064010_0060#0,"""Podemos predecir dónde atacarán de antemano. Así que planea abrumarnos antes de que podamos prepararnos."""
st_064010_0070#0,"""...Honestamente, la situación no es favorable."""
st_064010_0080#0,"""Estamos aguantando gracias a la mejora de los  A.I.S. Pero no tendrán ninguna posibilidad si la misma Shiva ataca."""
st_064010_0090#0,"""Las fuerzas bajo el mando de Huey nos están comprando algo de tiempo. Pero no pueden seguir así para siempre..."""
st_064010_0100#0,"""...Me gustaría ayudar, pero nuestra atención está copada por el furioso Magatsu, ahora que está libre."""
st_064010_0110#0,"""Para agregar más molestias, no hemos tenido más remedio que confiar en ustedes ARKS para ayudarnos en nuestra campaña... Es un hecho desafortunado."""
st_064010_0120#0,"""タマヒメちゃん……"""
st_064010_0130#0,"""Sukuna-hime. Debe dar la máxima prioridad a la recuperación de sus propias heridas."""
st_064010_0140#0,"""...Entendido. Te informaré de cualquier novedad."""
st_064010_0150#0,"""Pido disculpas por la espera. Es un placer conocerte, Phaleg."""
st_064010_0160#0,"""Está bien.<br>He experimentado la grave situación que enfrentan los ARKS de primera mano."""
st_064010_0170#0,"""...Te refieres a Shiva."""
st_064010_0180#0,"""A pesar de su preocupación por luchar contra todos ustedes, ella estaba lejos de estar abrumada. Por eso mi ataque no dio en el blanco."""
st_064010_0190#0,"""Ella posee un poder increíble y la claridad mental para analizar con precisión la situación, y lucha haciendo un uso óptimo de esas habilidades."""
st_064010_0200#0,"""Ella no puede ser detenida por medios normales."""
st_064010_0210#0,"""Por supuesto, eso es lo que hace que esto sea divertido."""
st_064010_0220#0,"""Umm... ¿Qué te hizo decidir venir aquí, Phaleg?"""
st_064010_0230#0,"""Eso es simple. Primero, sentí la presencia de un enemigo fuerte."""
st_064010_0240#0,"""Y segundo, he sentido una atmósfera inquietante en la Tierra..."""
st_064010_0250#0,"""...Inesperadamente, he descubierto algunas respuestas en cuanto a su origen."""
st_064010_0260#0,"""¿Una transmisión de emergencia?<br>Es... ¡Enga de la Tierra!"""
st_064010_0270#0,"""...Xiera, acepta la transmisión."""
st_064010_0280#0,"""<%me>, Xiera!<br>Lo siento, por solo poder hablar por este medio."""
st_064010_0290#0,"""Sé que ustedes no lo están pasando muy bien, ¡Pero también tenemos grandes problemas! Han aparecido monstruos, ¡Y no son Phantoms!"""
st_064010_0300#0,"""¡Esos son los Photoner feroces!, ¿¡Por qué están en la Tierra!?..."""
st_064010_0310#0,"""...Fueron enviados por Shiva. O más bien, Shiva finalmente los ha revelado. Ella quiere aplastar todos los mundos a la vez."""
st_064010_0320#0,"""Volveré de antemano. Ellos solos no serán suficientes... Ophiel."""
st_064010_0330#0,"""No estamos en la mejor forma, pero no podemos ignorarlos."""
st_064010_0340#0,"""<%me>.<br>Eres el más familiarizado con la Tierra. ¿Podrías averiguar qué está pasando?"""
skit01#0,"""Guardianes de la Tierra"""
skit02#0,"""Los que protegen su hogar"""
