st_064040_0001#0,"""A.P.242/3/23/11:00"""
st_064040_0010#0,"""...Gracias, <%me>.<br>Ahora entiendo la situación. No podemos darnos el lujo de sentarnos."""
st_064040_0020#0,"""Todos en la Tierra están haciendo lo mejor que pueden, pero Shiva seguirá destruyendo todo, hasta que hagamos algo al respecto."""
st_064040_0030#0,"""Tenemos que sellar sus poderes de alguna manera y derrotarla. Ese es nuestro único objetivo."""
st_064040_0040#0,"""Pero no es tan fácil como parece..."""
st_064040_0050#0,"""Están leyendo nuestros movimientos, así que no podremos tenderles ningún tipo de trampa..."""
st_064040_0060#0,"""Nuestras capacidades de cálculo son aproximadamente iguales. Podemos predecir cuándo se moverán, pero lo contrario también es cierto."""
st_064040_0070#0,"""¿Existe algún tipo de plan que podamos elaborar si conocen todos nuestros movimientos?"""
st_064040_0080#0,"""¿Qué pasa si aumentamos el alcance de la trampa?"""
st_064040_0090#0,"""¿No podemos rodearla de alguna manera?"""
st_064040_0100#0,"""Si pudiéramos cubrir todo el universo, podría ser posible..."""
st_064040_0110#0,"""La barrera que utilizamos  para devolver a Matoi a la normalidad se limitaba a un solo planeta, e incluso eso tardó un tiempo en prepararse."""
st_064040_0120#0,"""Algo que cubra todo el universo llevaría... Quién sabe cuánto tiempo."""
st_064040_0130#0,"""...Una trampa que se extiende por el universo. ¿O tal vez podríamos convertir el universo en la trampa? Si hiciéramos esto y aquello... Podría funcionar."""
st_064040_0140#0,"""¿Alma?"""
st_064040_0150#0,"""<%me>. Xiera, piensa de nuevo."""
st_064040_0160#0,"""Algo que podría afectar a todo el universo de una vez... ¿Recuerdas algo así?"""
st_064040_0170#0,"""¿Huh?... ...¡Oh!"""
st_064040_0180#0,"""¡Akashic Record!"""
st_064040_0190#0,"""¡Te refieres a Omega!..."""
st_064040_0200#0,"""...Correcto. Tus acciones en Omega afectaron el Akashic Record."""
st_064040_0210#0,"""Y los cambios en el Akashic Record se extendieron por todo el universo... ¡Si usamos Omega, podemos crear una barrera en todo el universo!..."""
st_064040_0220#0,"""Tan poderosa como es Shiva, ella no podra correr más si no hay ningún lugar a donde correr."""
st_064040_0230#0,"""...Xiera, contacta a Lisa inmediatamente. Si vamos a Omega, la cooperación de Harriet será vital."""
st_064040_0240#0,"""¡De inmediato!"""
st_064040_0250#0,"""Comenzaremos a calcular la viabilidad, así como todos los resultados posibles... Alma, contaremos contigo."""
st_064040_0260#0,"""Por supuesto."""
st_064040_0270#0,"""Xiao, ¿Qué hay de nosotros?"""
st_064040_0280#0,"""Ustedes dos..."""
st_064040_0290#0,"""Ve por un chequeo médico, en primer lugar."""
skit01#0,"""Guardianes de la Tierra"""
skit02#0,"""Los que protegen su hogar"""
