st_039100_0001#0,"""A.P.239/5/15/14:00"""
st_039100_0010#0,"""다른 반응도 사라졌고<br>이걸로 일단은 진정될 거야…"""
st_039100_0020#0,"""…하지만<br>이걸로 끝난 건 아니야<br>유크."""
st_039100_0030#0,"""이 【약인】 봉인의 균열은<br>【심원의 어둠】 부활의 영향 때문이야."""
st_039100_0040#0,"""【심원의 어둠】이 사라지지 않는 한<br>언젠가 또 영향을 받아 나타날 거야."""
st_039100_0050#0,"""여기 리리파에 다시 나타날 수도 있고…<br>그 밖의 장소로<br>새어 나올 가능성도 부정할 수 없어."""
st_039100_0060#0,"""강력한 숙주 후보라도 찾으면<br>그쪽으로 갈지도 모르지.<br>지금은 그런 낌새는 없지만."""
st_039100_0070#0,"""…상황만 갖춰지면<br>어디에 나타나도 이상하지 않다<br>이거네."""
st_039100_0080#0,"""벌레는 어디에나 꼬인다더니<br>정말 성가신 다크 펄스네.<br>초대 숙주님은 어떻게 생각해?"""
st_039100_0090#0,"""글쎄…<br>최신 숙주님의 영향이<br>컸던 것 아닐까?"""
st_039100_0100#0,"""…하나만 잘못됐어도<br>우리가 저렇게 됐겠지."""
st_039100_0110#0,"""하지만 그렇게 되지는 않았어.<br><%me>, 그리고<br>아핀이라는 아이 덕분에."""
st_039100_0120#0,"""…………"""
st_039100_0130#0,"""어머, 불만이야?<br>도움받은 건 사실이잖아?"""
st_039100_0140#0,"""…도와 달라고<br>말한 건 아니니까."""
st_039100_0150#0,"""그렇게 이상하게 고집부린다니까."""
st_039100_0160#0,"""유크는 조금 더<br>감사를 말로 전해야<br>한다고 생각해."""
st_039100_0170#0,"""…감사는 행동으로 보여 주는 거야."""
st_039100_0180#0,"""그건 유크식 논리잖아.<br>상대는 그렇게 생각하지 않을지도<br>모르잖아."""
st_039100_0190#0,"""…아, 아아, 알겠다 알겠어.<br>부끄러워서 못 말하는 거구나.<br>유크는 의외로 순진하네."""
st_039100_0200#0,"""그, 그런 거 아니거든!"""
st_039100_0210#0,"""감사는… 하고 있어.<br><%me>, 그리고<br>아핀에게도 감사하고 있어."""
st_039100_0220#0,"""두 사람이 있었기에 나는<br>여기로 돌아올 수 있었어.<br>그건 아주 큰 은혜야."""
st_039100_0230#0,"""나를 풀어 준<br><%me>, 그리고…"""
st_039100_0240#0,"""계속 믿고 기다려 준<br>아핀에게는 아무리 감사해도<br>모자라잖아."""
st_039100_0250#0,"""응? 유크 누나, 내가 뭐라고?"""
st_039100_0260#0,"""아우로라…!"""
st_039100_0270#0,"""뭐야, 나 잘못한 거 없잖아.<br>자기 얘기에 푹 빠진 유크가<br>잘못한 거라구."""
st_039100_0280#0,"""…유크 누나?<br>나랑 파트너가 뭐라고?"""
st_039100_0290#0,"""아… 아무것도 아니야!"""
st_039100_0300#0,"""【약인】은 일단 막아냈지만<br>또 언제 나타날지 몰라."""
st_039100_0310#0,"""게다가 【심원의 어둠】 자체도 있고<br>거기서 만들어지는 다크 펄스도<br>계속 모습을 드러낼 거야."""
st_039100_0320#0,"""우리에게 느긋하게 있을<br>시간 같은 건 없어. 얼른 돌아가자.<br>자, 빨리 움직여!"""
st_039100_0330#0,"""나, 뭐 화나게 할 만한 말<br>했나?"""
st_039100_0340#0,"""아냐 아냐, 유크는 부끄러워하는 거야.<br>저렇게 본모습이 나올 때는<br>정말 귀여운데 말이지."""
st_039100_0350#0,"""뭐, 완고한 마음을 풀어 주는 게<br>내가 실력 발휘할 부분이기도 하니까<br>천천히 해 볼까."""
st_039100_0360#0,"""난 네가 무슨 말을 하는지<br>전혀 모르겠어."""
st_039100_0370#0,"""후후."""
st_039100_0380#0,"""자, 돌아가자, 둘 다.<br>유크를 너무 오래 내버려 두면<br>외로워할 거야."""
