st_039030_0001#0,"""A.P.239/5/10/11:00"""
st_039030_0010#0,"""길을 잃은 거야?<br>그래그래. 이제 괜찮으니까."""
st_039030_0020#0,"""…후훗.<br>꽤나 미움받고 있네."""
st_039030_0030#0,"""미움받아도 당연하지.<br>【약인】이었을 때 이 행성을<br>몇 번이나 습격했으니까."""
st_039030_0040#0,"""아크스와 리리파족을<br>얼마나 괴롭혔는지는<br>저 반응만 봐도 알 수 있어."""
st_039030_0050#0,"""그뿐만이 아니야.<br>이 행성에서 벌어지는 이상 현상도<br>너와 나 때문이라고…!"""
st_039030_0060#0,"""그렇게 생각하겠지.<br>그래서 감시도 따라왔고."""
st_039030_0070#0,"""있잖아, 유크.<br>너는 받아들인 거야?"""
st_039030_0080#0,"""그냥 휘말렸을 뿐인데<br>이렇게 남에게 미움받고<br>자기 탓이라는 소리까지 듣는 걸…"""
st_039030_0090#0,"""…그렇지.<br>억울하다고 생각할 때는 있어."""
st_039030_0100#0,"""하지만 누구 탓으로 돌릴 수도 없어.<br>원했든 원하지 않았든, 내가<br>다크 펄스였던 건 사실이니까."""
st_039030_0110#0,"""…있잖아, 아우로라.<br>너, 뭘 그렇게 두려워하는 거야?"""
st_039030_0120#0,"""윽…!<br>겁먹긴, 누가!"""
st_039030_0130#0,"""나와 너는 이어져 있어.<br>감정 같은 것도 조금 전해져 와."""
st_039030_0140#0,"""너, 그렇게나<br>누군가에게 미움받는 게 무서워?"""
st_039030_0150#0,"""…당연하잖아.<br>미움받으면 끝이야.<br>그저 추락할 뿐이라고!"""
st_039030_0160#0,"""나는 나를 좋아해 주는<br>사람들 덕분에<br>그 자리에 있을 수 있었으니까…!"""
st_039030_0170#0,"""누구에게도 미움받고 싶지 않았어.<br>누구에게나 사랑받고 싶었어."""
st_039030_0180#0,"""그래! 【심원의 어둠】 같은 건<br>나는 아무것도 몰라, 몰랐다고!"""
st_039030_0190#0,"""그런데 다들<br>우리 탓이라고 해!<br>우리를… 나를, 미워해…!"""
st_039030_0200#0,"""그래서 그 목소리에 응했어…<br>이렇게 될 줄은<br>몰랐어!"""
st_039030_0210#0,"""다들!<br>나 말고 다른 사람들은<br>어디로 가 버린 거야!"""
st_039030_0220#0,"""모두 신이라고까지 불렸잖아!<br>그렇게 쉽게 당할 리 없잖아!<br>일곱 남신! 열셋 여신! 어디 있어!"""
st_039030_0230#0,"""그렇게 높은 곳까지 올라갔는데…<br>…그렇게 높은 곳까지 오르려고<br>다른 모든 걸 버렸는데…!"""
st_039030_0240#0,"""마이도, 라뷰도, 플로라도<br>로트도! 나나키도! 타무도!<br>…정말 사라져 버린 거야?"""
st_039030_0250#0,"""나는… 이런 짓을<br>하려던 게 아니었는데.<br>왜… 이렇게 된 거야…!"""
st_039030_0260#0,"""있잖아, 유크.<br>나, 잘못한 거 아니지?<br>잘못한 거 아니잖아?"""
st_039030_0270#0,"""부탁이야, 대답해 줘, 유크.<br>유크도, 나도…<br>우리는 잘못한 게 없잖아…?"""
st_039030_0280#0,"""…그건 네가<br>스스로 정할 일이야."""
