st_039010_0001#0,"""A.P.239/5/10/10:00"""
st_039010_0010#0,"""한 바퀴 돌아보니 알겠어.<br>이 행성에는 다크 펄스【약인】의<br>힘이 봉인되어 있는 것 같네."""
st_039010_0020#0,"""…왜 네가<br>그런 걸 아는 건데?"""
st_039010_0030#0,"""그래도 나, 다크 펄스였거든?<br>전직이지만 말이야.<br>유크도 알잖아?"""
st_039010_0040#0,"""나랑 똑같이 보지 마."""
st_039010_0050#0,"""뭐야, 차갑게 나오네.<br>좋아, 마음대로 말할 테니까."""
st_039010_0060#0,"""저 채굴 기계로 【약인】의<br>힘을 깎고 있는 거지?<br>이곳에 계속 봉인해 두려고."""
st_039010_0070#0,"""…하지만 나는 저런 기계도<br>이런 행성도 몰라."""
st_039010_0080#0,"""…정말 여기는 내가 모르는<br>시간, 모르는 장소구나."""
st_039010_0090#0,"""그리고 여기서는…<br>아니, 이 세계에서는<br>포토너의 존재가 느껴지지 않아."""
st_039010_0100#0,"""정말 멸망해 버렸구나.<br>…다 사라져 버렸구나."""
st_039010_0110#0,"""야, 너…"""
st_039010_0120#0,"""그런데 저 채굴 기계,<br>제대로 작동하고 있는 걸까?"""
st_039010_0130#0,"""…그야 작동하고 있겠지.<br>저렇게 뭉게뭉게 연기가 나잖아."""
st_039010_0140#0,"""힘을 깎고 있다면…<br>…뭐에 반응하는 거지?<br>이 앞에 어떤 촉매라도 있는 건가?"""
st_039010_0150#0,"""앗, 야!<br>어디 가려는 거야!"""
st_039010_0160#0,"""…………"""
st_039010_0170#0,"""유크 누나, 어떻게 할래?"""
st_039010_0180#0,"""…그냥 둘 수는 없잖아.<br>저 녀석과 나는<br>이어져 버렸으니까."""
st_039010_0190#0,"""야, 기다리라니까!<br>정말, 자꾸 앞서가니까<br>괴세구역까지 들어와 버렸잖아."""
st_039010_0200#0,"""…괴세구역.<br>이 불안정한 장소가 그렇구나."""
st_039010_0210#0,"""분명 여기는 【심원의 어둠】의 먹이터.<br>【심원의 어둠】의 먹이가 자라는 곳.<br>하지만…"""
st_039010_0220#0,"""…있잖아.<br>【심원의 어둠】은 여기가 아닌 곳에서<br>부활해 버린 거지?"""
st_039010_0230#0,"""그렇다면… 괴세구역은 이제 쓸모없어.<br>완전히 허공에 뜬 상태.<br>…아니, 그런 건 아닐까."""
st_039010_0240#0,"""여기만 세계와 어울리지 못해.<br>여기만 다른 시간이 흐르고 있어."""
st_039010_0250#0,"""…하핫.<br>마치 지금의 나 같네."""
st_039010_0260#0,"""유크…"""
st_039010_0270#0,"""이 앞에서 뭔가 느끼고 있지?<br>조사할 거면 얼른 가자."""
skit01#0,"""눈을 돌리지 마라"""
skit02#0,"""외전 이곳에 있는 의미"""
