st_039040_0001#0,"""A.P.239/5/10/11:30"""
st_039040_0010#0,"""저건… 앙가 판다지!"""
st_039040_0020#0,"""…저것이 【심원의 어둠】의 촉매.<br>아니… 먹이구나."""
st_039040_0030#0,"""그보다, 저 녀석 뭐 하는 거야?<br>땅속으로 뭔가 보내는 건가?"""
st_039040_0040#0,"""…흡수되고 있다고<br>표현하는 게 더 정확하겠네.<br>그렇지, 아우로라?"""
st_039040_0060#0,"""아야앗!<br>잠깐, 뭐 하는 거야 유크!"""
st_039040_0070#0,"""나보다 나이도 많은 주제에<br>언제까지 삐쳐 있을 생각이야."""
st_039040_0080#0,"""삐, 삐친 거 아니…!"""
st_039040_0090#0,"""두 번째야.<br>감정이 다 새어 나온다는 얘기도<br>한 번 더 해야 해?"""
st_039040_0100#0,"""네가 지금 이곳에 돌아온<br>그 의미를 생각해."""
st_039040_0110#0,"""포톤이 형태를 이룰 때는<br>좋든 나쁘든 의미가 있어."""
st_039040_0120#0,"""그럼 【심원의 어둠】이나<br>다크 펄스에게서 떨어져 나와<br>돌아온 의미는 뭐야?"""
st_039040_0130#0,"""포톤이 지금 이 순간, 이곳에<br>너를 엮어 낸 의미는 뭐야?<br>네가 여기 있는 의미는 뭐냐고?"""
st_039040_0140#0,"""지금 여기 있는 의미…<br>내가 지금 여기 존재하는 의미…"""
st_039040_0150#0,"""이미 벌어진 일은 어쩔 수 없어.<br>그걸 계속 후회해 봐야<br>아무것도 달라지지 않아."""
st_039040_0160#0,"""그러니 더는 후회하지 않도록<br>앞으로를 견뎌 나갈 수밖에 없어.<br>…너도, 나도."""
st_039040_0170#0,"""…유크는 어떻게<br>그렇게 강할 수 있어?"""
st_039040_0180#0,"""나도 혼자였다면<br>분명 내 마음에 짓눌렸을 거야.<br>…하지만."""
st_039040_0200#0,"""나를 믿어 주는 녀석이 있어.<br>그러니 그걸로 충분해."""
st_039040_0210#0,"""유크는 나를 믿을 수 있어?<br>나를 믿어 줄 거야?"""
st_039040_0220#0,"""세 번째야."""
st_039040_0230#0,"""여기까지 우리를 데려온 건<br>너잖아!<br>이것저것 고민하지 마, 아우로라!"""
st_039040_0240#0,"""…정말이지. 늘 모두를<br>격려하는 쪽이었던 내가…<br>이런 어린애에게 격려받다니."""
st_039040_0250#0,"""【심원의 어둠】 부활의 영향을 받아<br>여기에 봉인된 【약인】의 힘이<br>되살아나려 하고 있어."""
st_039040_0260#0,"""쉽게 말하면 먹이를 모으는 거야.<br>저 괴물이 그러고 있는 거지."""
st_039040_0270#0,"""그럼 뻔히 먹게 둘 수는<br>없다는 거네!"""
st_039040_0280#0,"""유크, 막아 내자.<br>【약인】을, 여기서…<br>나도 힘을 빌려줄 테니까."""
st_039040_0285#0,"""힘을 빌려준다니…?"""
st_039040_0290#0,"""유크, 내 이름을 불러.<br>누구보다 찬란히 빛나고, 춤추며<br>모든 것을 매혹했던 내 이름을."""
st_039040_0300#0,"""나를 상징하는 이름을.<br>내게서 느끼고<br>들려온 그 이름을 불러."""
st_039040_0310#0,"""…찬란히 춤춰 매혹해라, 아우로라."""
st_039040_0320#0,"""이 무기는… 아우로라, 너야?"""
st_039040_0330#0,"""지금의 나는 포톤이 구체화한 존재.<br>사람의 모습뿐 아니라 무기도 될 수 있어.<br>유크 전용 무기로 말이야."""
st_039040_0340#0,"""…나, 무기 같은 건<br>꽤 거칠게 다루는 편이야?"""
st_039040_0350#0,"""…상관없어.<br>아픈 편이, 구원받을 수 있으니까."""
st_039040_0360#0,"""저 녀석이 【약인】에게 다 먹히기 전에<br>쓰러뜨려서 떼어낸다!<br>알겠지, 둘 다!"""
st_039040_0370#0,"""응!"""
line01#0,"""여기까지 퀘스트 진행을 기록했습니다."""
