st_039020_0001#0,"""A.P.239/5/10/10:30"""
st_039020_0010#0,"""…소문 이상이네, 괴세구역은.<br>이런 말도 안 되는 것들만<br>눌러앉아 있는 거야?"""
st_039020_0020#0,"""괴세구역이 행성에 완전히 녹아들면<br>이 정도로는 끝나지 않을 거야.<br>…그렇지?"""
st_039020_0030#0,"""그런 건 몰라.<br>나는… 나는<br>다크 펄스가 아니니까."""
st_039020_0040#0,"""…있잖아, 유크.<br>당신은 왜<br>【약인】이 된 거야?"""
st_039020_0050#0,"""…그건 내가 묻고 싶을 정도야."""
st_039020_0060#0,"""유크 누나는 휘말렸을 뿐이야.<br>스스로 다크 펄스가 된<br>너랑 똑같이 보지 마."""
st_039020_0070#0,"""스스로…라.<br>그래, 나는 스스로 바라고<br>다크 펄스가 된 거였지."""
st_039020_0080#0,"""…조금 옛날이야기를 해 볼까."""
st_039020_0090#0,"""세상에서 가장 아름다웠던 여자 이야기.<br>아름다움만으로 정상까지 올라간<br>…내 이야기."""
st_039020_0100#0,"""나는 내 귀여움, 아름다움,<br>재능, 경험, 전부 자신 있었어.<br>누구에게도 질 것 같지 않았지."""
st_039020_0110#0,"""주변이 하나둘 떨어져 나가는 동안<br>나는 남았어. 가장 꼭대기에."""
st_039020_0120#0,"""하지만 아래에서는 손이 계속 뻗어 왔어.<br>나를 끌어내리려는<br>욕망에 젖은 수많은 손이."""
st_039020_0130#0,"""다가오는 건 손뿐만이 아니야.<br>나라도 거스를 수 없는 세상의 이치.<br>바로 「싫증」과 「노화」."""
st_039020_0140#0,"""누구나 빛나다가도 내려오는 법.<br>그런 건 알아. 그래도 나는<br>무대에서 내려오고 싶지 않았어."""
st_039020_0150#0,"""클론이나 육체를 갈아타는 방식으로<br>젊음을 지키면 되지 않느냐고?"""
st_039020_0160#0,"""아니, 그건 내가 아니야!<br>나는 나인 채로 일인자가 됐어!"""
st_039020_0170#0,"""그러니 나는<br>나인 채가 아니면<br>의미가 없어…!"""
st_039020_0180#0,"""거대 프로젝트였던<br>시온의 복제체 생성과 실패.<br>끝내 【심원의 어둠】 발생까지."""
st_039020_0190#0,"""격동의 시대였지.<br>하지만 나한테는<br>아무래도 좋았어."""
st_039020_0200#0,"""내가 싸우던 세계는 다른 세계.<br>거짓과 의심과 질투가 소용돌이치는<br>아름답고도 무서운 세계."""
st_039020_0210#0,"""누구보다 아름다운 채로<br>누구보다 매력에 가득 차<br>누구보다 젊고 싶다고…!"""
st_039020_0220#0,"""내 바람은 그것뿐이었어.<br>…그것뿐이었을 텐데."""
st_039020_0223#0,"""그 바람을 흡수당한 건가?"""
st_039020_0226#0,"""그 결과가 지금 시대다"""
st_039020_0230#0,"""…확실하게<br>기억나는 건 아니지만."""
st_039020_0240#0,"""…알고 있어.<br>그런 건 말하지 않아도<br>알고 있다고."""
st_039020_0250#0,"""하지만 나만의 탓은 아니야.<br>나 말고도 다크 펄스는 태어났고<br>그 녀석들도 날뛰었어…!"""
st_039020_0260#0,"""…그래도 우리 【약인】이<br>해 온 일은 사라지지 않아."""
st_039020_0270#0,"""수많은 별을 침식한 일…<br>【심원의 어둠】을 부활시킨 일…"""
st_039020_0280#0,"""…책임이 있어.<br>너에게도… 나에게도."""
st_039020_0290#0,"""누나…"""
st_039020_0300#0,"""…신경 쓰이는 게 있어.<br>안쪽으로 가자."""
