un_039120_0001#0,"""A.P.239/5/3"""
un_039120_0010#0,"""아, <%me>.<br>마침 좋은 때에 만났네."""
un_039120_0020#0,"""나? 조사야, 조사.<br>【심원의 어둠】 부활도 있어서<br>다커의 활동도 활발해지고 있어."""
un_039120_0030#0,"""시간이 있으면 여기저기 돌아다니며<br>정보를 모아 둬야 한다고 생각해서.<br>…괜찮아, 적당히 쉬고 있으니까."""
un_039120_0040#0,"""그러는 너야말로 무리하는 건 아니야?<br>너도 마토이도 너무 무리하니까<br>걱정된다니까."""
un_039120_0050#0,"""뭐, 그 무리 덕분에<br>마토이를 구할 수 있었던 거지만…"""
un_039120_0060#0,"""【심원의 어둠】은 부활해 버렸어.<br>하지만 나베리우스에 묶여 있는 덕분에<br>어떻게든 막고 있어."""
un_039120_0070#0,"""말하자면 잠시 진정된 상태네.<br>상대는 엄청난 위협이지만<br>출현 예측이 가능하니 어떻게든 돼."""
un_039120_0080#0,"""태세를 갖추고 준비도 제대로 끝나면<br>샤오는 너와 마토이를 한동안<br>쉬게 해 주고 싶어 하는 것 같아."""
un_039120_0090#0,"""뭐, 그 점에 대해서는 나도<br>그래야 한다고 생각해."""
un_039120_0100#0,"""쌓여 있던 다커 인자는<br>【가면】이 가져가 줬다고 해도<br>…보통 일이 아니었으니까."""
un_039120_0110#0,"""제대로 쉬고, 몸도 살펴서<br>완전한 상태로 돌아왔으면 해."""
un_039120_0120#0,"""…너무 일했어. 너도, 마토이도.<br>조금은 몸을 돌보고 쉬었으면 해."""
un_039120_0130#0,"""…아, 마토이 하니까 생각났다.<br>너에게 묻고 싶은 게 있었어."""
un_039120_0140#0,"""묻고 싶은 거?"""
un_039120_0150#0,"""마토이가 좋아할 만한 선물?"""
un_039120_0160#0,"""사실은, 언니… 아니<br>마토이에게 뭔가 줄까 싶어서."""
un_039120_0170#0,"""…어라, 왜 거기서 이상한 표정을 해?<br>나 딱히 이상한 말 안 했잖아?"""
un_039120_0180#0,"""…잘도 알아챘네."""
un_039120_0190#0,"""뭔가를 기념하려는 건 아니지만<br>돌아온 걸 축하한다는 느낌이라고 할까<br>…뭐, 그런 느낌이야."""
un_039120_0200#0,"""…아주 예전에 도움받은 일에 대한<br>감사도 제대로 하지 못했고."""
un_039120_0210#0,"""…마토이 성격이라면<br>그 마음만으로도 기쁘다고<br>말해 줄 것 같긴 한데."""
un_039120_0220#0,"""…아, 미안.<br>물어봐 놓고 이런 말이지만<br>답은 필요 없을지도 몰라."""
un_039120_0230#0,"""아마 이런 건 스스로 생각해서<br>선물하는 게 중요할 테니까.<br>조금 더 생각해 볼게. 미안."""
