st_039050_0001#0,"""A.P.239/5/10/12:00"""
st_039050_0010#0,"""후우… 어떻게든 됐다.<br>이제 괜찮은 거지?"""
st_039050_0020#0,"""…………"""
st_039050_0030#0,"""유크 누나?"""
st_039050_0040#0,"""…!<br>거기서 떨어져!"""
st_039050_0050#0,"""우엑!? 징그러워!<br>저건 또 뭐야!"""
st_039050_0060#0,"""먹이를 앞에 두고 못 참은 건가?<br>부순 조각까지 남김없이 삼키다니<br>정말 식탐 많은 추한 녀석이네!"""
st_039050_0070#0,"""그 근원은 너지만."""
st_039050_0080#0,"""유크 시끄러워!"""
st_039050_0090#0,"""<%me>.<br>무사해?"""
st_039050_0100#0,"""리리파의 다커 반응이 커지고 있어.<br>역시 아우로라의 출현은<br>무언가의 전조였던 모양이야."""
st_039050_0110#0,"""이건… 행성 자체에 뿌리내리는 형태로<br>억지로 부활하려는 거야, 【약인】!"""
st_039050_0120#0,"""으, 으으음, 역시 이 규모는<br>우리만으로는 감당하기 힘들어<br>유크."""
st_039050_0130#0,"""…아크스 대표자!<br>지금 통신 중인 너! 듣고 있어!"""
st_039050_0140#0,"""물론, 듣고 있어.<br>처음 보네, 유크리타."""
st_039050_0150#0,"""…다크 펄스【약인】이<br>부활하려 하고 있어."""
st_039050_0160#0,"""이걸 막으려면<br>많은 아크스의 협력이 반드시 필요해.<br>…힘을 빌려주지 않겠어?"""
st_039050_0170#0,"""그런 건 부탁받을 것도 없어.<br>곧 모든 아크스에게 긴급 연락을 보낼게.<br>그걸로 문제없을까?"""
st_039050_0180#0,"""…내 말을<br>그렇게 쉽게 믿어도 돼?"""
st_039050_0190#0,"""믿을 만한 행동을<br>보여 줬기 때문이야.<br>그렇지, <%me>?"""
st_039050_0200#0,"""그럼, 네 사람 모두.<br>거기 있으면 위험하니까<br>일단 이쪽으로 돌아와."""
st_039050_0210#0,"""돌아오라니…<br>나도, 아크스 쉽으로?"""
st_039050_0220#0,"""왜 그래 유크, 무서워?<br>다들한테 혼나거나 미움받는 게<br>무서운 거야?"""
st_039050_0230#0,"""…유크 누나, 돌아가자."""
st_039050_0240#0,"""…정말이지.<br>어쩔 수 없네."""
linewindow001#0,"""유크리타를 파트너로 부를 수 있습니다."""
skit01#0,"""눈을 돌리지 마라"""
skit02#0,"""외전 여기에 존재하는 의미"""
