st_042110_0001#0,"""A.D.2028/3/29/10:00"""
st_042110_0010#0,"""오늘도 역시 학생회 잡일…<br>정말 입학식 전 준비는 힘들다니까.<br>해 보지 않으면 몰라, 이건."""
st_042110_0020#0,"""그 때문에 어젠 PSO2 접속도 못했으니<br>얼른 일을 끝낸 다음 오늘이야말로…"""
st_042110_0030#0,"""뭐야 히츠기.<br>아직도 그런 걸로 놀고 있는 거야?"""
st_042110_0040#0,"""윽, 이 목소리는…"""
st_042110_0050#0,"""역시, 엔가… 오빠."""
st_042110_0060#0,"""참 싫다는 얼굴을 해 주니<br>오빠는 기쁘다, 동생아."""
st_042110_0070#0,"""이, 이런 데서 뭐하고 있는 거야!<br>여긴 여자 기숙사거든! 남자 출입 금지!"""
st_042110_0080#0,"""바보야, 그 규정은<br>가족이면 면제되잖아."""
st_042110_0090#0,"""큭.<br>그, 그러면 나한테 무슨 볼일인데?"""
st_042110_0100#0,"""딱히 너한테는 볼일 없어.<br>볼일이 있는 건 네 방이지."""
st_042110_0110#0,"""뭐, 뭣? 내 방이라니…!<br>따, 딱히 아무 바뀐 점도 없는데.<br>대체 어째서!?"""
st_042110_0120#0,"""야사카 집안의 가장으로서 못난 여동생이<br>올바르고 건전하게 자라고 있는지<br>방 구석구석 확인하지 않고선 불안해서 말이야."""
st_042110_0130#0,"""…그래봤자<br>별로 성장하지 않은 건 딱 보이네."""
st_042110_0140#0,"""시… 시끄러! 쓸데없는 참견이야!<br>에이, 진짜! 애처럼 머리 쓰다듬지 마!"""
st_042110_0150#0,"""그럼 본론으로 돌아가서.<br>히츠기, 네 방에<br>정말 아무것도 없는 게 맞겠지?"""
st_042110_0160#0,"""…그, 그런 걸 뭐하러 묻는데."""
st_042110_0170#0,"""질문하는 건 나야.<br>정말, 아무것도 없지?"""
st_042110_0180#0,"""…당연하지."""
st_042110_0190#0,"""…그럼 됐어."""
st_042110_0200#0,"""잠깐 오빠!<br>내 질문에 대답해줘!<br>왜 그런 걸 묻는 거야!?"""
st_042110_0210#0,"""…그러고 보니 들었는데, 히츠기.<br>너 차기 학생회장이라며<br>떠받들어진다던데."""
st_042110_0220#0,"""우수한 건 좋은 일이다.<br>힘이 있다는 것도 좋은 일이지."""
st_042110_0230#0,"""그렇다고 해서<br>막 휩쓸리지는 마라."""
st_042110_0240#0,"""의지나 각오도 없이<br>아무 일에나 끼어들다 보면<br>언젠가 돌이킬 수 없게 된다."""
st_042110_0250#0,"""무슨 뜻이야…"""
st_042110_0260#0,"""네 질문에 대답했을 뿐이야.<br>나머지는 그 조그만 머리랑 몸으로<br>곰곰이 생각해 봐라, 차기 학생회장."""
st_042110_0270#0,"""앗, 잠깐! 진짜!<br>맨날 저렇게 얼버무리고…"""
st_042110_0280#0,"""우수해져서 학생회장이 되고, 힘을 발휘하고<br>그리고… 마더에게 도움이 된다.<br>그게 뭐가 문제라는 거야, 바보 오빠."""
st_042115_0010#0,"""코오리, 미안~.<br>오빠한테 잡혀서<br>좀 늦어 버렸네."""
st_042115_0020#0,"""오, 마침 잘 왔어."""
st_042115_0030#0,"""넌… 저번에 그 변태 사장!<br>분명, 아니에 하기토!"""
st_042115_0040#0,"""그렇게 기억하다니 너무하네, 너!"""
st_042115_0050#0,"""히, 히츠기~…!<br>다행이다, 다행이야!"""
st_042115_0060#0,"""다행이야, 히츠기!<br>와 줘서 다행이야…!<br>나, 믿고 있었어!"""
st_042115_0070#0,"""코, 코오리, 너무 유난 떠는 거 아냐?<br>…헉, 설마!"""
st_042115_0080#0,"""아무 짓도 안 했어. 난 아무 짓도 안 했어.<br>난 이 학교 졸업생이야.<br>덤으로 5년 전 학생회장은 나야."""
st_042115_0090#0,"""전 학생회장…이라는 건<br>마더 클러스터에 대해서도…"""
st_042115_0100#0,"""여기 학생회 멤버는 예외 없이 전원<br>마더 클러스터에 소속돼 있지?<br>물론 나도 예외는 아냐."""
st_042115_0105#0,"""근처에 온 김에 오랜만에 선배 티라도<br>내볼까 했을 뿐인데<br>설마 이렇게까지 당할 줄이야."""
st_042115_0110#0,"""우리 어플의 고등학생 테스터 상담도<br>좀 해 두고 싶었는데, 다음 기회로 하지.<br>…그럼 이만, 야사카 히츠기 씨."""
st_042115_0120#0,"""코오리, 저 변태 나갔으니까 이제 괜찮아.<br>…코오리? 괜찮은 거 맞지?"""
st_042115_0130#0,"""…저기, 히츠기.<br>히츠기, 마더 클러스터에…<br>마더에게 권유받았을 때 일 기억해?"""
st_042115_0140#0,"""난 지금도 잊지 않았어.<br>단 한 번도 잊은 적 없어."""
st_042115_0150#0,"""난 친구가 없어서 외톨이였어.<br>…그런 나를 마더가 이끌어 줬어.<br>마더 클러스터로 이끌어 줬어."""
st_042115_0160#0,"""그리고 히츠기와 만나게 해 줬어.<br>마더가 히츠기를 만나게 해 줬어."""
st_042115_0170#0,"""항상 혼자였던 내 첫 친구.<br>처음으로 생긴 소중한 사람."""
st_042115_0180#0,"""마더가 시키는 대로 해서…<br>마더 덕분에 히츠기를 만나서<br>친해지고… 그리고, 그리고…!"""
st_042115_0190#0,"""코오리…"""
st_042115_0200#0,"""…히츠기, 아무 데도 가지 말아줘.<br>히츠기가 있을 곳은 여기야."""
st_042115_0210#0,"""마더가 시키는 대로만 하면<br>반드시 괜찮아. 다들 행복해질 거야.<br>…아무 데도 가면 싫으니까."""
st_042115_0220#0,"""…마더가 시키는 대로, 라."""
st_042115_0230#0,"""마더에 대한 신뢰가 엄청나네요."""
st_042115_0240#0,"""…마더란 대체 누구일까요.<br>그 정도로 압도적인 존재인 걸까요."""
st_042115_0250#0,"""그나저나 히츠기 씨<br>오빠가 있었군요.<br>키 차이는 거의 부모와 자식 같았지만요."""
