st_041020_0001#0,"""A.P.241/3/22/15:00"""
st_041020_0010#0,"""…아크스 총사령관이 직접 내린 의뢰.<br>행성 나베리우스 곳곳에서 보이는<br>다커 출현 조사라."""
st_041020_0020#0,"""이런 퀘스트는 들어본 적 없어…<br>게다가 아직 초짜인 나한테 총사령관이 직접…<br>그런 일이 있을 수 있나?"""
st_041020_0030#0,"""설마 혹시<br>나, 찍힌 거야?"""
st_041020_0040#0,"""아니, 아니아니, 그럴 리 없지!<br>애초에 여기엔 버그 현상이 발생했어…<br>즉 이것도 분명 예외적인 움직임."""
st_041020_0050#0,"""찍혔다거나 의심받는다거나 하는 것도<br>다 포함해서 전부 버그야, 버그."""
st_041020_0060#0,"""무서울 게 뭐가 있어, 히츠기.<br>평소처럼 늘 하던 대로 하면 돼!<br>…좋아!"""
st_041020_0070#0,"""아니 우와아앗!?<br>누, 누구야, 그쪽!"""
st_041020_0080#0,"""어어…<br>히츠기 씨, 맞나요?"""
st_041020_0090#0,"""마, 맞는데요…<br>가 아니라, 맞긴 한데."""
st_041020_0100#0,"""처음 뵙겠습니다.<br>전 아크스 쉽 관리자 겸<br>오퍼레이터인 시에라라고 합니다."""
st_041020_0110#0,"""그리고 이쪽은<br><%me> 씨.<br>이번 임무의 동행자입니다."""
st_041020_0120#0,"""…잠깐, <%me>?<br>이름이 <%me>…<br>어디서 본 기억이…"""
st_041020_0130#0,"""…아니, 2년 전의 【심원의 어둠】전에서<br>대활약했다는 아크스잖아!<br>어, 어째서 나… 아니, 저랑 같이…?"""
st_041020_0140#0,"""여러 사정이 있어서 복귀한 직후거든요.<br>재활을 겸한 공동 임무라고<br>생각해 주시면 됩니다."""
st_041020_0150#0,"""흐, 흐응.<br>재활을 겸해서, 말이지."""
st_041020_0160#0,"""쉽 관리자가 전담 지원하는 데다가<br>2년 전의 중요 인물까지 따라붙다니<br>…보통 일이 아니야."""
st_041020_0170#0,"""…이건 분명<br>내가 의심받고 있어!"""
st_041020_0180#0,"""어, 어어, 왜? 어째서?<br>좀 너무 의욕이 앞서서?<br>신인치고 너무 열심히 해서?"""
st_041020_0190#0,"""저기, 히츠기 씨?"""
st_041020_0200#0,"""아, 아하하~… 어어…"""
st_041020_0210#0,"""<%me> 씨!<br>함께하게 되어 정말 든든합니다!<br>잘 부탁드립니다!"""
st_041020_0220#0,"""그럼, 갑시다!<br>임무, 후딱 끝내 버리죠!<br>자, 자!"""
st_041020_0230#0,"""…뭔가 이상한 사람이네요.<br>남자일 텐데, 행동거지가<br>여기저기 여자 같기도 하고요."""
st_041020_0240#0,"""왠지 엄청나게<br>수상한 느낌이 들어요.<br>조심하죠."""
skit01#0,"""-Guardian's awaking-"""
skit02#0,"""각성의 순간"""
