st_042100_0001#0,"""A.D.2028/3/28/14:00"""
st_042100_0010#0,"""후~ 잘 먹었다!<br>배불러서 정말 만족스러워~!"""
st_042100_0020#0,"""알도 우리랑 같이<br>케이크나 도넛을 먹었어."""
st_042100_0030#0,"""그래, 우리랑 같은 인간인 것처럼<br>밥도 먹고, 웃고, 놀라고……<br>역시 알이나 그 세계는……"""
st_042100_0040#0,"""아아, 아무 것도 아니야.<br>차라도 마시고 느긋하게 즐기자.<br>어, 점원분이……"""
st_042100_0050#0,"""음료라면 이걸 마시도록 해.<br>내가 주는 선물이야."""
st_042100_0060#0,"""아, 어………… 당신은?"""
st_042100_0070#0,"""아아, 아아, 신경쓰지 마.<br>감사하고 싶은 건 오히려 내쪽이거든."""
st_042100_0080#0,"""아름다운 아가씨들과 차를 마신다.<br>그건 엄청 영감을 자극하거든.<br>이야 정말, 나도 너희도 운이 좋아."""
st_042100_0090#0,"""……뭔가 이상한 게 왔는데<br>코오리, 너 아는 사람이야?"""
st_042100_0100#0,"""아, 아니야!<br>이런 변태 씨는 나도 몰라!"""
st_042100_0110#0,"""아가씨들, 비밀 얘기하는 거야?<br>안되지, 소리가 다 들리고 있다고?"""
st_042100_0120#0,"""그런 너희에게 추천하고 싶은 게<br>우리 회사가 개발한 어플 「토라토라♪」야."""
st_042100_0130#0,"""이 어플은 자신작이야. 문장을 치지 않아도<br>어플을 켜고 생각만 하면 상대에게 전해지지!<br>텔레파스 기분을 낼 수 있는 어플이란다!"""
st_042100_0140#0,"""남에게 들키기 싫은 비밀 얘기에 딱 좋지.<br>그리고 비밀 얘기하면 고등학생.<br>고등학생하면 꽃다운 여고생."""
st_042100_0150#0,"""정식 출시 전에 너희가 써보고<br>어떤지 평가해줬으면 하는데…… 어때?"""
st_042100_0160#0,"""뭐야 이 기분나쁜 사람. 모니터링이 목적이라도<br>기분나빠. 어디서 본 것도 같은데……<br> 진짜 코오리 아는 사람 아니야?"""
st_042100_0170#0,"""나, 나한테 떠넘기지 말아줘~!<br>……어디서 본 것 같긴 한데<br>나도 몰라, 이런 사람!"""
st_042100_0180#0,"""사실 생이별한 남매인 거 아냐?"""
st_042100_0190#0,"""이런 기분 나쁜 가족은 없어!"""
st_042100_0200#0,"""……뭐, 남매끼리 하는 짓이 비슷하다고<br>이렇게 노골적으로 기분나쁘게 들이대진<br>않겠지. 미안미안."""
st_042100_0210#0,"""히츠기……<br>이렇게 기분 나쁜 사람이랑 내 행동에서<br>비슷한 부분을 발견한 거구나……"""
st_042100_0220#0,"""……너, 너희들!<br>안 보이는 곳에서 남을 비하하거나 하는 건<br>나쁜 짓이라고!"""
st_042100_0230#0,"""뭐야, 전부 다 도청당하고 있잖아.<br>전혀 쓸모 없네, 이 어플."""
st_042100_0240#0,"""개발자니까 당연하지!<br>모니터링이라고 했잖나, 모니터링이라고!"""
st_042100_0250#0,"""거참…… 요즘 여고생은<br>전혀 거리낌이 없어서 두려운 걸.<br>…………하지만, 그 점이 좋아."""
st_042100_0260#0,"""코오리~, 경찰 불러줘~.<br>변태가 있어요~! 하고 외치면<br>금세 와줄테니까."""
st_042100_0270#0,"""망설임이 없네 너!"""
st_042100_0280#0,"""벼, 변태가 있어요~!!"""
st_042100_0290#0,"""거기 너도 좀 주저할 줄 알아라!"""
st_042100_0300#0,"""거참…… 그런 게 올리가 없잖나.<br>이 일대의 에테르 통신은<br>이미 제한되어있으니, 신고해도 소용없어."""
st_042100_0310#0,"""이래봬도 난 꽤 유명인이거든.<br>사람이 모여서 소동이 일어나면 귀찮으니<br>외출 시에는 주변에 통신제한을 걸고 있어."""
st_042100_0320#0,"""……범죄자라는 말이지?<br>미성년자를 대상으로 이런저런 범죄를?"""
st_042100_0330#0,"""아니야! 봐봐 이거, 명함!"""
st_042100_0340#0,"""아니에…… 하기토?<br>YMT 코퍼레이션 대표이사 사장<br>이라니 어디서 들어본 이름이네."""
st_042100_0350#0,"""YMT 코퍼레이션이란 건<br>저번에 알의 옷을 살 때 썼던 어플.<br>그걸 만든 회사야."""
st_042100_0360#0,"""그래, 에테르 통신시대의 최첨단을 달리는<br>YMT 코퍼레이션의 젊은 사장이자<br>시대의 총아! 그게 바로 나, 아기에 하기토야!"""
st_042100_0370#0,"""……아아, 그 밀리터리 오타쿠 말이지.<br>그런 시대의 총아분께서 우리 같은<br>평범한 여고생한테 무슨 볼일이시죠?"""
st_042100_0380#0,"""……평범한 여고생, 이라?"""
st_042100_0390#0,"""뭔가 불만이라도?"""
st_042100_0400#0,"""아니, 아무 것도 아니야.<br>아름다운 두 아가씨, 협력해줘서 고마워.<br>또 만날 날을 기대하고 있을게."""
st_042100_0410#0,"""……왠지 저 사람, 싫은 느낌."""
st_042100_0420#0,"""그렇지 알, 이상한 사람이었지~."""
st_042100_0430#0,"""마치, 코오리 같아."""
st_042100_0440#0,"""그러게."""
st_042100_0450#0,"""알 신랄해!<br>히츠기도 동의하지 말아줘!?"""
st_042100_0460#0,"""근데…… 히츠기.<br>방금 그 사람, 정말 뭐였을까."""
