st_041004_0001#0,"""A.P.241/3/22/10:30"""
st_041004_0010#0,"""<%me> 씨<br>여기요 여기, 여기예요!<br>안녕하셨어요? 기분은 어떠세요?"""
st_041004_0020#0,"""아, 인사가 늦었네요! 처음 뵙겠습니다!<br>저는 <%me> 씨의<br>전속 오퍼레이터를 맡게 된 시에라입니다!"""
st_041004_0030#0,"""무사히 깨어나신 것 같아 다행이에요."""
st_041004_0040#0,"""몸에 불편한 곳은 없나요?<br>다커 인자도… 네, 말끔하게<br>정화된 것 같네요."""
st_041004_0050#0,"""어라?<br>고개를 갸우뚱하시는 걸 보니<br>혹시 기억이 흐릿하신 건가요?"""
st_041004_0060#0,"""그럴지도 모른다고<br>의료부에서 연락은 받았습니다."""
st_041004_0070#0,"""그럼 외람되지만<br>전속 오퍼레이터 시에라가<br>상황을 설명해 드리겠습니다."""
st_041004_0080#0,"""<%me> 씨는 『A.P.238/2/20』에<br>행성 나베리우스에서 『아크스』 입대<br>수료 임무를 수행했습니다."""
Title#0,"""튜토리얼 스킵 확인"""
Message#0,"""튜토리얼을 건너뜁니다.<br>괜찮습니까?"""
