st_041060_0001#0,"""A.D.2028/3/22/17:00"""
st_041060_0010#0,"""저, 저 괴물은……?"""
st_041060_0020#0,"""……그래, 다행이야.<br>이제 괜찮은 거지."""
st_041060_0030#0,"""뭐가 뭔지는 모르겠지만……<br>……우리를, 구해준 거지.<br>고, 마…… 워……"""
st_041060_0040#0,"""둘 다 바이탈은 안정돼있습니다.<br>걱정하지 않아도 괜찮아요."""
st_041060_0050#0,"""그보다 신경쓰이는 건<br>아까 그 이해할 수 없는 괴물이죠.<br>다커와 다른 그건, 대체……"""
st_041060_0060#0,"""재활에 알맞은 간단한 의뢰라 생각했더니<br>갑자기 미지의 좌표로 전송, 그리고 전투……<br>상상 이상으로 큰 사건이 될 거 같네요."""
st_041060_0070#0,"""이후의 일도 상담해야하니<br>일단 귀환해주실래요."""
st_041060_0080#0,"""으…… 으응……"""
st_041060_0090#0,"""……하, 하하하.<br>아하하하하하핫!"""
st_041060_0100#0,"""뭐야뭐야~!<br>역시 괴물도 뭐도 전부 꿈이었구나!<br>잘됐다 잘됐어 다행이야~! \u3000하~!"""
st_041060_0110#0,"""하하…… 아하하, 아하하하하하……<br>…………하아."""
st_041060_0120#0,"""……역시.<br>꿈이, 아니었어."""
