st_042040_0001#0,"""A.D.2028/3/23/11:00"""
st_042040_0010#0,"""어…!"""
st_042040_0020#0,"""꺄아아아아아앗!!!<br>뭐야! 대체 뭐야! 이 귀여운 생물은!"""
st_042040_0030#0,"""어머어머어머~! 귀~여~워~!<br>금・발! 푸・른・눈!<br>그리고 헐렁한 소매까지! 기적이야!"""
st_042040_0040#0,"""…이 사람, 무서워!<br>누나! 누나!"""
st_042040_0050#0,"""헤헤헤, 그렇게 밀어내지 말아줘.<br>누나랑 좋은 거 하자.<br>나쁜 짓은 안 할 테니까 말이야."""
st_042040_0060#0,"""진정해."""
st_042040_0070#0,"""코오리, 너 남자를 거북해한다고 하지 않았어?"""
st_042040_0080#0,"""낭자애는 별개지, 별개~!"""
st_042040_0090#0,"""소리만으론 구분 안 되는 부분에서<br>엄청난 말 했지, 지금."""
st_042040_0100#0,"""그래서 히츠기, 이 애는<br>어디서 데려온 거야!"""
st_042040_0110#0,"""…웃지 말고 들어줘?"""
st_042040_0120#0,"""PSO2 안에서…<br>음, 으음… 으~음…"""
st_042040_0130#0,"""쉽게 믿기 힘든 얘기겠지만<br>거짓말은 아니야.<br>상황을 보면 그것밖에 없거든."""
st_042040_0140#0,"""의심하는 거 아니야.<br>내가 히츠기를 의심한 적이<br>한 번이라도 있었어?"""
st_042040_0150#0,"""하지만 그게 진짜라면…<br>…나도 이렇게 귀여운 애를<br>데리고 돌아올 수 있을까?"""
st_042040_0160#0,"""난 진지하게 얘기하고 있거든."""
st_042040_0170#0,"""노, 농담한 것뿐이야~."""
st_042040_0180#0,"""근데 히츠기가 PSO2 안에서<br>알 군을 데려와 버렸다고 생각한다면<br>그렇게 볼 만한 사건이 있었다는 거잖아?"""
st_042040_0190#0,"""무슨 일이 있었는지 되짚어 보면<br>이유는 몰라도, 원인으로 짐작 가는 것 정도는<br>떠오르지 않을까?"""
st_042040_0200#0,"""그렇게 말해도…<br>어제 일어난 일은 전부 예상 밖이라<br>뭐가 원인인지 짐작도 안 가."""
st_042040_0210#0,"""…알 군.<br>뭔가 기억나는 건 없어?"""
st_042040_0220#0,"""음~… 그 밖에는~, 그렇지.<br>다른 당사자한테 이야기를 들어 보면<br>뭔가 알 수 있을지도 모르지만~…"""
st_042040_0230#0,"""다른 당사자라면<br><%me> 말인데…"""
st_042040_0240#0,"""<%me> 얘기까지<br>잘 설명할 자신이 없어…!<br>오히려 누가 나한테 설명해줘…!"""
st_042040_0250#0,"""에… 취!"""
st_042040_0260#0,"""그러고 보니 묻는 걸 깜빡했는데<br>왜 저런 복장인 거야?"""
st_042040_0270#0,"""으… 알이 입을 수 있을 것 같은 옷이<br>지금 이것뿐이라서…"""
st_042040_0280#0,"""…흠흠.<br>모르는 게 잔뜩이지만<br>우선 해야 할 일이 있었네."""
st_042040_0290#0,"""알.<br>네 옷, 사러 가자."""
st_042040_0300#0,"""옷… 좋겠다, 나도 가끔은<br>다른 옷으로 갈아입어보고 싶은데…<br>…핫! 아, 아무것도 아닙니다~!"""
st_042040_0310#0,"""으흠! 자, 그 알 군에 대해서 말인데<br>이쪽 세계 사람인지 저쪽 세계 사람인지<br>…데이터가 부족해서, 아직 모르겠네요."""
st_042040_0320#0,"""직접 만나면 뭔가 알 수 있을지도<br>모르지만 오라고 할 수도 없고요…<br>으으음, 답답하네요."""
