st_013120_0001#0,"""A.P.238/4/9/11:30"""
st_013120_0010#0,"""ふむ、ここはどうやら<br>小休止のポイントみたいだ。"""
st_013120_0020#0,"""しかし、いつのまにかずいぶんと<br>頼れる存在になったもんだな。<br>……お前のことだぞ。"""
st_013120_0030#0,"""ついこの前までは新人同然の<br>雰囲気だったというのに<br>今ではもう熟達者の如く、だ。"""
st_013120_0040#0,"""他の皆と過ごしてきた時間は<br>同じはずなのに、大したものだな。"""
st_013120_0050#0,"""経験の密度か、それ以外の何かか。<br>何にせよ優秀なことはいいことだ。"""
st_013120_0060#0,"""色々と面倒なことが続いているが<br>お前のようなヤツがいてくれれば<br>なんとかなるだろう。"""
st_013120_0070#0,"""핫핫핫하!<br>참가자 여러분, 안녕하신가!<br>재밌게 즐기고들 있나!"""
st_013120_0080#0,"""어이 휴이, 휴이!<br>이거 나도 참가하고 싶어!<br>참가할 수는 없는 건가!"""
st_013120_0090#0,"""넌 운영진이잖아…<br>에헴… 정신 차리고<br>중간 경과 보고다!"""
st_013120_0100#0,"""……現在の成績優秀者は<br>レンジャーのジャンと<br>フォースのマールーのペア！"""
st_013120_0110#0,"""누구야?"""
st_013120_0120#0,"""ハンターのオーザとペアの<br><%me>も<br>頑張っているようだな！"""
st_013120_0130#0,"""앗, 그 이름은<br>들어본 적 있으면서도…<br>들어본 적 없는듯한…"""
st_013120_0140#0,"""とはいえ、全員ほぼ横並びだ！<br>接戦熱戦大激戦！<br>いくらでも逆転のチャンスはあるぞ！"""
st_013120_0150#0,"""저기, 휴이.<br>적혀있는 대로 읽으면<br>어떡해. 즐거워?"""
st_013120_0160#0,"""さあ、ということで後半戦も<br>引き続き、諸君の活躍に期待する！<br>以上！"""
st_013120_0170#0,"""……ほらクラリスクレイス<br>これ参加者の資料だから<br>今後のためにもちゃんと読んどけ、な？"""
st_013120_0180#0,"""……くっ、あいつに負けているのか！<br><%me>！<br>急いで進むぞ！\u3000後半で巻き返すんだ！"""
