name01#0,"""Hilda"""
name02#0,"""Normal Attacks"""
11_voice_navi02_103#0,"""Alright, enough warming up.<br>Let's move on to combat basics."""
11_voice_navi02_104#0,"""Now, try using weapons."""
text00#0,"""About Braver Attacks"""
text01#0,"""<c 00ffff>Bravers use Katanas for melee close combat<br>and Bullet Bows for long distances<c>.<br><br>You can use <%NormalAttack> for a quick attack, or if you're<br>using a Bullet Bow, hold <%NormalAttack> for a stronger charged shot."""
text100#0,"""Perform a normal attack with <%NormalAttack>!"""
text1000#0,"""Perform a normal attack with <%NormalAttack>!"""
text201#0,"""Perform a normal attack!"""
text202#0,"""Perform a normal attack!"""
text203#0,"""Attack: <%NormalAttack>"""
text204#0,"""Attack: <%NormalAttack>"""
11_voice_navi02_105#0,"""You're pretty good.<br>Now you'll learn about<br>the 3 stage combo attack."""
11_voice_navi02_106#0,"""Well then, time yourself.<br>Perform 3 Combo Attacks."""
text00#1,"""About Combo Attacks"""
text01#1,"""Tutorial<br>We'll now explain 『Combo Attacks』.<br><br>By holding down or pushing <%NormalAttack><br>continuously, you'll perform a 3 combo attack."""
text02#0,"""Tutorial<br>We'll now explain 『Combo Attacks』.<br><br>By holding down or pushing <%NormalAttack><br>continuously, you'll perform a 3 combo attack."""
text100#1,"""Do 3 normal attacks using <%NormalAttack>!"""
text1000#1,"""Do 3 normal attacks using <%NormalAttack>!"""
11_voice_navi02_103#1,"""よし、ウォーミングアップは<br>十分なようだな。<br>では、攻撃手段の指南に移るぞ。"""
11_voice_navi02_104#1,"""さあ、実際に武器を使ってみるんだ。"""
text00#2,"""ブレイバーの『攻撃方法』『チャージショット』について"""
text01#2,"""チュートリアル<br>ブレイバーの『攻撃方法』について、説明します。<br><br><c 00ffff>ブレイバーは近接攻撃用のカタナと<br>遠隔攻撃に長けたバレットボウの両方を<br>使いこなせる遠近対応の戦闘タイプです<c><br><br>射撃武器「バレットボウ」を使った訓練を開始します。"""
text02#1,"""<%NormalAttack>を押すことで、通常攻撃を行います。"""
text03#0,"""<%NormalAttack>を押すことで、通常攻撃を行います。"""
text04#0,"""『チャージショット』について、説明します。<br><br><%NormalAttack>を押し続けてから離すことで<br>チャージショットを行うことができます。<br><br>チャージをして通常攻撃を行うことで、<br>より威力の高い攻撃を行うことができます。"""
text05#0,"""『チャージショット』について、説明します。<br><br><%NormalAttack>を押し続けてから離すことで<br>チャージショットを行うことができます。<br><br>チャージをして通常攻撃を行うことで、<br>より威力の高い攻撃を行うことができます。"""
text100#2,"""<%NormalAttack>で通常攻撃を行え！"""
text1000#2,"""<%NormalAttack>で通常攻撃を行え！"""
